PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-01300,83,2,3,0,1,0,N,1,1,1457.2,9370,12,7,65800.0,7,501,N,2,2,2,2,61,48
25-01300,9,1,N,0,1,2,4,1,1,1457.2,N,N,3,N,N,501,N,2,2,2,2,143,137
25-01000,53,2,6,0,1,0,2,1,1,3683.9,N,14,5,0.0,2,501,N,2,2,2,2,114,88
25-01300,6,1,N,0,1,2,4,1,1,1458.0,N,N,3,0.0,1,501,N,2,2,2,2,49,57
25-01300,43,2,1,0,1,0,2,1,1,1459.5,7870,11,9,82200.0,9,501,N,2,2,2,2,72,50
25-00703,35,1,6,0,1,0,2,1,2,2194.7,8680,14,5,21700.0,3,501,N,2,2,2,2,499,372
25-01000,60,2,1,0,1,0,5,1,1,2446.2,N,N,10,291000.0,9,501,N,2,2,2,2,70,67
25-00703,62,2,4,0,1,0,N,1,1,2195.8,770,3,7,106200.0,6,501,N,2,2,2,2,93,80
25-01300,21,2,6,0,1,0,N,1,2,1457.2,7460,10,9,60000.0,7,501,N,2,2,2,2,102,72
25-01300,55,1,1,0,1,0,2,1,1,1457.2,8191,12,9,81000.0,8,501,N,2,2,2,2,100,80
25-00503,46,1,6,4,8,0,2,1,2,2871.7,770,4,5,50000.0,7,501,N,2,2,2,2,175,131
25-00503,35,1,1,0,1,0,2,1,1,2871.3,2190,4,9,175000.0,9,501,N,2,2,2,2,83,80
25-01300,7,1,N,0,1,0,2,1,1,1457.8,N,N,3,N,N,501,N,1,1,2,1,263,209
25-00703,45,2,6,0,1,0,N,1,2,2194.3,770,6,5,30000.0,4,501,N,2,2,2,2,228,130
25-01300,44,2,6,0,1,0,2,1,1,1457.2,8680,6,7,1000.0,1,501,N,2,2,2,2,89,72
25-00703,65,1,6,0,1,0,2,1,1,2194.9,8680,14,7,23000.0,3,269,N,2,2,2,2,109,136
25-00503,51,1,6,0,1,0,2,1,2,2872.8,770,4,5,50000.0,5,501,N,2,2,2,2,428,175
25-00503,7,2,N,0,1,2,4,1,1,2872.1,N,N,3,N,N,501,N,2,2,2,2,83,96
25-00503,37,1,1,0,1,0,2,1,1,2871.7,770,10,9,100000.0,8,501,N,2,2,2,2,59,38
25-01000,37,2,1,0,1,2,4,1,1,3683.9,8191,12,9,60000.0,6,501,N,2,2,2,2,103,119
25-00703,86,2,1,0,1,0,3,1,1,2196.3,N,N,9,7820.0,3,501,N,2,2,2,2,48,54
25-01300,47,2,1,0,1,2,4,1,1,1457.2,7860,11,9,0.0,0,501,N,2,2,2,2,66,57
25-02800,31,1,6,0,1,0,N,1,2,3683.9,7380,10,9,40000.0,5,501,N,2,2,2,2,120,112
25-00503,61,2,6,0,1,N,N,3,0,2871.5,N,N,5,0.0,0,0,N,2,2,2,2,51,0
25-00703,56,2,6,0,1,0,N,1,2,2195.0,7770,6,5,23000.0,3,76,N,2,2,2,2,177,191
25-00703,6,2,N,0,1,1,3,1,1,2194.9,N,N,3,0.0,0,501,N,2,2,2,2,69,59
25-01000,69,1,1,0,1,0,5,1,1,3680.6,N,N,2,77400.0,7,501,N,2,2,2,2,65,85
25-01300,5,1,N,0,1,2,4,1,1,1459.3,N,N,2,0.0,N,501,N,N,N,2,2,91,101
25-00703,82,1,3,0,1,0,N,1,1,2193.3,N,N,5,38200.0,4,501,N,2,1,2,1,51,91
25-01300,40,2,6,0,1,0,2,1,1,1457.2,7860,12,9,40000.0,5,501,N,2,2,2,2,84,78
25-00503,12,1,1,0,1,1,4,1,1,2872.4,N,N,3,0.0,3,501,N,2,2,2,2,180,185
25-00703,40,2,1,0,1,0,2,1,1,2195.2,N,N,5,0.0,0,501,N,2,2,2,2,120,163
25-01300,8,1,N,0,1,2,4,1,1,1457.2,N,N,3,N,N,501,N,2,2,2,2,148,202
25-00503,41,1,1,0,1,1,3,1,1,2872.7,7380,10,9,100000.0,9,501,N,2,2,2,2,119,119
25-00703,73,2,N,0,1,0,2,1,1,2196.7,N,N,3,0.0,0,501,N,2,2,2,2,57,51
25-00703,62,1,1,0,1,0,2,1,1,2195.8,770,16,9,86400.0,7,501,N,2,2,2,2,80,139
25-01000,20,1,6,0,1,0,2,1,1,2447.6,770,4,5,50000.0,5,501,N,2,2,2,2,238,353
25-01300,9,1,N,0,1,4,5,1,1,1457.2,N,N,2,N,N,501,N,2,2,2,2,102,66
25-01300,35,2,6,0,1,0,N,1,2,1457.2,N,N,5,0.0,0,0,N,2,2,2,2,74,69
25-01000,11,2,1,0,1,2,4,1,1,3680.9,N,N,3,0.0,0,501,N,2,2,2,2,98,59
25-01000,63,1,1,0,1,0,3,1,1,2446.8,770,4,5,100000.0,7,501,N,2,2,2,2,170,184
25-00503,52,1,1,4,1,3,4,1,1,2872.2,9470,7,5,100000.0,5,501,N,2,2,2,2,329,192
