,HISP,PUMA,PINCP_DECILE,MSP,DENSITY,OWN_RENT,DREM,SEX,NPF,HOUSING_TYPE,RAC1P,INDP_CAT,DVET,NOC,EDU,DEYE,DEAR,DPHY,AGEP
HISP,1.6431300764452317e-14,-0.015682907875869456,0.12169875876280298,0.14121374205521603,-0.02758702757936632,-0.1342504956522806,0.09680560222061278,0.03202784541004618,-0.03570502501138514,0.09265833974474483,-0.18985789366068265,0.029392775314357293,0.04703347143780874,-0.0275048775060044,0.06219373125689551,0.09745810960018171,0.0517839158170139,0.09115576532382307,-0.03153729764754236
PUMA,-0.015682907875869456,-8.881784197001252e-16,-0.003801205621428473,-0.009280089904870864,0.1375150260067542,0.05484098728391213,0.008404425294526747,-0.024285202435237477,0.05594911816738613,-0.07847457702247031,-0.14961094768635408,0.0814713490880811,0.12961007588816484,-0.03688602266390793,-0.002396363740942653,-0.021430470844708845,-0.09677777993501535,-0.00587505624806684,-0.0011642960468375568
PINCP_DECILE,0.12169875876280298,-0.003801205621428473,0.0,0.0031493929972510326,0.05274122218743232,0.04061121974778293,-0.08396561908112299,0.01857451385799707,0.011769985988354104,0.07698344695142195,0.17413899015066397,-0.07044672588441647,-0.0995350513855992,-0.030415885408446253,-0.035412245779737006,0.07982018583450771,0.10301016171542021,-0.052695348575969,-0.15106315462412973
MSP,0.14121374205521603,-0.009280089904870864,0.0031493929972510326,1.1102230246251565e-15,0.013219724712488307,0.1859653630417601,-0.09629049692195046,-0.06692732107093834,0.01099991702177977,-0.0003747325918299349,0.09627937915122282,-0.06434749895715275,-0.03391790878372854,0.16028977554872115,-0.09186694687998961,-0.0303286064077,-0.013082558262143258,-0.08949710230369237,-0.05942123364649077
DENSITY,-0.02758702757936632,0.1375150260067542,0.05274122218743232,0.013219724712488307,0.0,0.024035664188255146,0.03509665144352915,0.07430272068564103,0.03424400104517759,-0.00344437014906028,-0.02926025251252451,0.02293777020024458,0.05154554563124751,0.015602711893544431,0.02581035078786557,0.1258852775921365,0.031222930692931555,0.03200094264352649,-0.04278925681101116
OWN_RENT,-0.1342504956522806,0.05484098728391213,0.04061121974778293,0.1859653630417601,0.024035664188255146,0.0,0.13026128206650375,-0.018731558396709605,-0.13148576897137612,0.18774063654232892,-0.22694811628834355,-0.009324007419932626,0.018635325873901834,-0.26485065011421927,0.13256616899167603,-0.02913090310065798,0.06842020962313479,0.09955120751551468,-0.0021713329888699423
DREM,0.09680560222061278,0.008404425294526747,-0.08396561908112299,-0.09629049692195046,0.03509665144352915,0.13026128206650375,-2.9976021664879227e-15,-0.01338129268561456,0.10457695825490296,-0.06421401665029766,0.06408742589705983,-0.06274072713607548,-0.05353867528441825,0.10533761301802802,-0.1379287030311554,-0.06436914756207471,0.09631371636775463,-0.20190290955666246,-0.12996325708645695
SEX,0.03202784541004618,-0.024285202435237477,0.01857451385799707,-0.06692732107093834,0.07430272068564103,-0.018731558396709605,-0.01338129268561456,-3.6637359812630166e-15,0.08426658801313185,-0.05569278615644732,0.030681073148199615,-0.00859431870944978,-0.033288310180926095,0.04265099414360882,0.03705291853707432,-0.052956355619887485,0.0697648570170204,-0.13776032175727565,-0.009567502775063373
NPF,-0.03570502501138514,0.05594911816738613,0.011769985988354104,0.01099991702177977,0.03424400104517759,-0.13148576897137612,0.10457695825490296,0.08426658801313185,0.0,0.06497242846529705,-0.07842603565690502,0.019896887844881875,0.03673163785407339,-0.05959051625383216,0.004622248849633914,-0.0655571429120928,-0.14700796410265232,0.11143080784976811,0.05735365794621572
HOUSING_TYPE,0.09265833974474483,-0.07847457702247031,0.07698344695142195,-0.0003747325918299349,-0.00344437014906028,0.18774063654232892,-0.06421401665029766,-0.05569278615644732,0.06497242846529705,1.4654943925052066e-14,0.2898512689457675,0.08591290658463183,-0.003980324139662324,0.24955398851250374,-0.05460751236531418,0.03809998694585239,0.04154593827090359,0.005793519642210011,-0.0340902160901904
RAC1P,-0.18985789366068265,-0.14961094768635408,0.17413899015066397,0.09627937915122282,-0.02926025251252451,-0.22694811628834355,0.06408742589705983,0.030681073148199615,-0.07842603565690502,0.2898512689457675,-1.0547118733938987e-14,0.08259956905069842,-0.06739128412702665,0.024163495649544987,0.1454711144795563,0.03675323302837609,0.10522875790041084,0.1391849674954573,0.03813578720876461
INDP_CAT,0.029392775314357293,0.0814713490880811,-0.07044672588441647,-0.06434749895715275,0.02293777020024458,-0.009324007419932626,-0.06274072713607548,-0.00859431870944978,0.019896887844881875,0.08591290658463183,0.08259956905069842,1.554312234475219e-14,0.11619090017451883,0.09952924746235788,-0.09004085756117708,0.09405972625833611,-0.003498575863798481,-0.013069156415881633,-0.025260373007119738
DVET,0.04703347143780874,0.12961007588816484,-0.0995350513855992,-0.03391790878372854,0.05154554563124751,0.018635325873901834,-0.05353867528441825,-0.033288310180926095,0.03673163785407339,-0.003980324139662324,-0.06739128412702665,0.11619090017451883,0.0,0.1973384482005391,-0.011462422671848653,0.09273507951343885,-0.08425857754628044,-0.01376305768069691,-0.12986744120261368
NOC,-0.0275048775060044,-0.03688602266390793,-0.030415885408446253,0.16028977554872115,0.015602711893544431,-0.26485065011421927,0.10533761301802802,0.04265099414360882,-0.05959051625383216,0.24955398851250374,0.024163495649544987,0.09952924746235788,0.1973384482005391,1.6653345369377348e-15,0.09489511528026692,-0.007074324297137474,-0.15383872257288317,0.10796905352888188,0.020465349721456916
EDU,0.06219373125689551,-0.002396363740942653,-0.035412245779737006,-0.09186694687998961,0.02581035078786557,0.13256616899167603,-0.1379287030311554,0.03705291853707432,0.004622248849633914,-0.05460751236531418,0.1454711144795563,-0.09004085756117708,-0.011462422671848653,0.09489511528026692,7.771561172376096e-15,0.021506083837012864,-0.015762887332792,-0.15139050871781307,-0.09719606698536692
