,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,52,0,4,1,2,2,4,170,25-00503,6,2,59,0,2,6,501,20.0
1,6,4,6,0,5,1,9,501,25-00503,1,1,17,1,4,0,230,0.0
2,52,0,1,0,2,1,9,500,25-02800,2,1,57,0,2,6,501,40.0
3,83,0,4,0,2,1,2,38,25-01000,6,2,63,0,N,3,127,20.0
4,53,0,1,0,3,2,0,500,25-00503,9,1,43,0,2,9,501,20.0
5,68,0,6,0,N,1,9,500,25-00503,2,1,41,0,N,8,501,40.0
6,26,0,4,0,4,1,8,500,25-00703,9,2,35,1,2,0,0,0.0
7,81,0,2,N,N,1,8,91,25-00503,6,1,48,0,N,8,501,40.0
8,62,0,3,0,N,2,1,500,25-02800,6,2,78,0,N,0,0,40.0
9,80,2,1,3,5,1,0,358,25-02800,1,2,49,1,3,3,431,0.0
10,82,0,1,0,2,1,8,501,25-00703,2,1,50,0,4,4,501,40.0
11,5,4,N,2,4,1,N,500,25-00503,1,2,11,2,4,N,501,60.0
12,64,0,1,0,2,2,7,500,25-00503,9,2,20,1,3,2,178,0.0
13,35,0,1,0,2,1,2,501,25-02800,9,1,72,0,2,2,501,80.0
14,3,0,N,2,3,2,9,501,25-00703,2,1,10,2,3,N,163,40.0
15,54,0,6,N,N,0,6,500,25-01300,6,2,27,N,N,2,69,40.0
16,33,0,1,0,2,2,8,500,25-01300,2,2,30,1,4,3,501,0.0
17,67,0,1,0,2,2,0,500,25-01300,2,1,32,1,4,7,501,0.0
18,19,4,6,2,N,0,2,98,25-00703,1,1,21,N,N,2,N,40.0
19,15,0,N,1,N,2,0,154,25-02800,9,1,6,3,5,N,164,0.0
20,36,0,6,1,N,1,7,169,25-01000,9,1,36,0,4,5,501,20.0
21,56,0,6,0,2,0,8,500,25-00703,9,1,18,N,N,9,N,0.0
22,82,0,3,0,N,2,9,500,25-02800,1,1,81,0,N,2,88,40.0
23,50,0,2,2,3,1,5,501,25-02800,6,2,37,0,2,0,0,0.0
24,16,4,N,2,4,1,N,166,25-00703,9,1,11,2,7,N,366,40.0
25,19,4,1,2,4,1,0,377,25-00703,1,2,59,0,2,0,501,20.0
26,52,0,1,0,4,1,5,501,25-01000,2,2,34,2,4,7,470,20.0
27,62,0,3,N,N,0,2,273,25-02800,6,2,84,N,N,0,N,40.0
28,34,0,6,1,3,2,6,276,25-01000,9,2,41,1,2,6,344,40.0
29,52,0,4,N,2,1,7,501,25-00503,9,1,50,0,N,6,464,0.0
30,54,0,5,2,5,1,8,501,25-01300,1,1,43,0,6,6,376,0.0
31,81,4,1,0,N,2,2,92,25-00503,1,1,38,2,4,8,501,0.0
32,16,4,N,2,4,1,0,273,25-00703,6,1,8,3,4,N,204,20.0
33,34,0,3,N,4,0,8,500,25-00503,6,2,94,N,N,0,N,20.0
34,35,0,4,0,3,1,4,500,25-01000,9,2,64,0,4,8,501,20.0
35,54,0,4,1,N,1,6,500,25-00703,6,1,34,2,3,8,486,0.0
36,21,0,3,0,7,1,0,501,25-01300,6,2,81,0,3,2,501,40.0
37,66,0,2,2,N,2,2,395,25-01300,1,2,25,0,N,1,37,20.0
38,35,0,4,0,N,1,7,501,25-00703,2,1,31,0,3,7,501,60.0
39,16,4,6,2,3,2,1,283,25-01000,1,1,16,5,7,0,155,20.0
40,66,0,5,0,2,2,4,16,25-00503,1,1,46,2,3,9,501,0.0
