,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,85,2,N,7,1,3,1,4,9,2,55,2,N,1,6,60.0
1,17,2,N,11,1,6,1,1,9,1,69,2,N,1,7,60.0
2,77,2,N,5,1,3,1,1,8,1,65,2,N,1,7,60.0
3,51,2,N,5,2,2,0,0,8,1,51,2,N,2,0,100.0
4,73,2,N,1,2,3,0,3,8,2,73,2,N,2,3,100.0
5,85,2,N,9,1,2,0,0,6,2,85,2,N,2,0,80.0
6,25,2,N,10,1,6,2,0,7,2,25,2,N,1,0,100.0
7,38,2,N,6,1,6,2,6,6,2,79,2,N,1,5,60.0
8,52,2,N,5,1,3,1,7,7,2,52,2,N,1,7,100.0
9,23,2,N,6,1,6,1,4,7,2,23,2,N,1,4,100.0
10,21,2,N,5,1,6,1,0,7,1,21,2,N,1,0,100.0
11,55,2,N,7,1,4,2,7,7,1,55,2,N,1,7,100.0
12,51,2,N,11,1,2,1,1,6,2,51,2,N,1,7,80.0
13,32,2,N,10,1,4,2,9,8,2,32,2,N,1,9,100.0
14,64,2,N,8,1,5,2,3,6,1,64,2,N,1,3,100.0
15,60,2,N,11,3,5,2,6,6,2,60,2,N,1,6,80.0
16,51,2,N,4,1,3,2,0,6,1,51,2,N,1,3,80.0
17,27,2,N,6,1,6,1,7,6,1,21,2,N,1,0,60.0
18,45,2,N,5,1,1,2,7,7,1,45,2,N,1,7,100.0
19,78,1,N,3,1,5,2,1,6,2,78,1,N,1,1,100.0
20,45,2,N,11,1,4,1,N,8,2,45,2,N,1,6,80.0
21,42,2,N,4,1,2,2,4,6,1,42,2,N,1,4,100.0
22,46,2,N,11,1,5,1,8,6,2,46,2,N,1,8,100.0
23,33,2,N,10,1,6,2,0,3,2,66,2,N,1,2,60.0
24,47,2,N,8,1,5,2,4,8,2,47,2,N,1,4,100.0
25,69,2,N,7,3,2,2,7,7,1,43,2,N,1,4,40.0
26,74,2,N,11,1,4,2,3,9,1,74,2,N,1,3,100.0
27,31,2,N,7,1,5,2,3,6,1,50,1,1,1,0,20.0
28,66,1,N,7,1,1,1,6,7,1,66,1,N,1,6,100.0
29,93,2,N,8,1,3,1,4,3,2,93,2,N,1,4,100.0
30,19,2,N,11,3,6,0,3,2,2,25,2,N,3,0,60.0
31,21,2,N,8,3,6,0,1,6,1,21,2,N,3,1,100.0
32,57,2,5,4,3,5,0,0,2,2,70,2,N,2,0,40.0
33,58,2,N,7,1,3,2,4,9,2,64,2,N,1,3,60.0
34,36,2,N,7,1,2,1,3,8,1,36,2,N,1,3,100.0
35,65,2,N,1,1,5,2,2,2,2,65,2,N,1,2,100.0
36,31,2,N,10,1,5,2,5,6,2,31,2,N,1,4,80.0
37,60,2,N,3,2,2,0,0,2,1,60,2,N,2,0,100.0
38,59,2,N,6,1,4,1,9,6,1,59,2,N,1,9,100.0
39,28,2,N,3,1,2,2,7,6,1,28,2,N,1,1,80.0
40,61,2,N,9,1,4,1,0,8,2,61,2,N,1,0,100.0
41,53,2,N,1,1,6,1,0,6,1,53,2,N,1,0,100.0
42,62,2,N,9,1,1,1,0,7,2,62,2,N,1,0,100.0
43,35,2,N,12,1,1,1,6,9,2,48,2,N,1,9,60.0
44,51,2,N,10,1,2,1,9,3,2,66,1,N,1,9,60.0
45,84,2,N,10,1,6,1,0,9,1,28,2,N,1,7,60.0
46,50,2,N,12,1,5,2,9,1,1,50,2,N,1,9,100.0
47,68,2,N,1,1,2,1,0,6,2,68,2,N,1,0,100.0
48,28,2,N,10,3,2,0,N,1,2,35,2,N,3,3,60.0
49,34,2,N,10,3,2,0,9,2,1,34,2,N,3,9,100.0
50,54,2,N,3,3,5,0,1,1,2,54,2,N,3,1,100.0
51,37,2,N,10,3,6,0,8,6,1,37,2,N,3,8,100.0
52,37,2,N,10,1,2,0,9,3,2,37,2,N,3,9,80.0
53,31,2,N,11,1,2,1,8,6,1,31,2,N,1,8,100.0
54,42,2,N,10,1,4,1,9,9,1,42,2,N,1,9,100.0
55,29,2,N,12,1,2,2,0,6,2,29,2,N,1,0,100.0
56,78,2,N,3,1,3,0,5,1,1,85,2,N,2,3,40.0
57,75,2,N,9,2,5,0,5,1,2,75,2,N,2,5,100.0
58,64,2,N,5,1,4,2,4,6,1,79,2,N,1,3,60.0
59,49,2,N,7,1,5,2,2,3,2,49,2,N,1,2,100.0
60,85,2,N,11,1,3,1,2,2,1,44,2,N,1,1,60.0
61,81,2,N,12,1,3,1,2,9,1,81,2,N,1,2,100.0
62,20,2,N,5,1,2,1,3,9,2,79,2,N,1,5,60.0
63,59,2,N,8,1,2,2,8,6,1,59,2,N,1,3,80.0
64,15,2,N,3,2,6,0,0,3,1,15,2,N,2,0,100.0
