,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,-1.9984014443252818e-15,0.06179460368284622,0.02217036462187753,-0.042880202558487554,-0.07910164315381733,-0.28646845925829717,-0.05688890678049581,-0.00032805286579551396,-0.20999501240710752,0.03538643791458663
AGEP,0.06179460368284622,4.440892098500626e-16,-0.02870389903470776,0.05249247689662899,0.030415367031125372,0.02980004013502123,-0.19584550218842278,0.0024327281812063783,-0.13115882869439746,0.06168655417747698
SEX,0.02217036462187753,-0.02870389903470776,0.0,-0.011794027284800702,-0.013663482529700312,-0.00040163156296700586,-0.048947471785017974,-0.05642286670866971,-0.012423969267268006,-0.09498632741629476
MSP,-0.042880202558487554,0.05249247689662899,-0.011794027284800702,-4.3298697960381105e-15,-0.03798307325983477,-0.04529285532226053,-0.14187410626916613,-0.3743498946854158,0.45470044791229103,0.1531340056591925
HISP,-0.07910164315381733,0.030415367031125372,-0.013663482529700312,-0.03798307325983477,3.6637359812630166e-15,-0.19910454008539813,0.006000462855857418,-0.028742082968674778,-0.14000525477998138,0.026274100052956502
RAC1P,-0.28646845925829717,0.02980004013502123,-0.00040163156296700586,-0.04529285532226053,-0.19910454008539813,-5.551115123125783e-15,0.05703244900162409,-0.010644617430278044,0.009323240750433143,0.02343937672169484
NOC,-0.05688890678049581,-0.19584550218842278,-0.048947471785017974,-0.14187410626916613,0.006000462855857418,0.05703244900162409,-1.1546319456101628e-14,0.08383904670378417,-0.2971927025932771,-0.1900148587940445
NPF,-0.00032805286579551396,0.0024327281812063783,-0.05642286670866971,-0.3743498946854158,-0.028742082968674778,-0.010644617430278044,0.08383904670378417,0.0,-0.4984359565330923,-0.06836079088382979
OWN_RENT,-0.20999501240710752,-0.13115882869439746,-0.012423969267268006,0.45470044791229103,-0.14000525477998138,0.009323240750433143,-0.2971927025932771,-0.4984359565330923,3.774758283725532e-15,-0.02868064032824393
PINCP_DECILE,0.03538643791458663,0.06168655417747698,-0.09498632741629476,0.1531340056591925,0.026274100052956502,0.02343937672169484,-0.1900148587940445,-0.06836079088382979,-0.02868064032824393,0.0
