,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,48,2,N,5,1,5,2,1,3,1,36,2,N,1,2,60.0
1,36,2,N,5,2,4,0,0,9,1,36,2,N,2,0,100.0
2,48,2,N,5,2,2,0,3,9,1,70,2,N,3,5,40.0
3,15,2,N,3,1,6,1,0,5,1,16,2,N,1,0,80.0
4,72,1,N,7,1,5,2,2,6,1,50,1,1,1,0,40.0
5,59,2,N,8,1,1,1,7,9,1,60,2,N,1,7,80.0
6,78,2,N,5,2,3,0,3,2,1,79,2,N,2,5,60.0
7,28,2,N,10,1,1,2,9,8,2,30,2,N,1,0,60.0
8,56,2,N,11,1,1,1,9,3,1,75,2,N,1,9,80.0
9,69,2,N,9,1,3,2,5,6,1,69,2,N,1,4,80.0
10,77,2,N,9,2,3,0,3,2,1,53,2,N,2,8,60.0
11,68,2,N,10,1,6,2,6,3,2,66,2,N,1,2,60.0
12,25,2,N,11,3,6,0,1,6,2,25,2,N,3,1,100.0
13,59,2,N,6,1,2,2,7,1,1,25,2,N,1,2,60.0
14,28,1,N,5,1,1,2,5,5,1,48,2,N,1,5,60.0
15,44,2,N,4,1,2,2,7,6,1,42,2,N,1,4,60.0
16,14,2,N,4,1,N,2,N,8,1,13,2,N,1,N,80.0
17,80,2,N,3,1,6,1,2,9,2,15,1,N,1,0,40.0
18,74,1,N,5,2,5,0,3,1,2,32,2,N,3,3,40.0
19,78,2,N,6,1,3,1,2,3,1,61,1,N,1,1,40.0
20,67,2,N,12,1,5,2,3,1,1,50,2,N,1,9,60.0
21,23,2,N,8,1,6,2,3,3,1,21,2,N,1,3,80.0
22,46,2,N,10,1,4,2,8,3,2,35,2,N,1,7,60.0
23,34,2,N,6,1,1,2,4,3,2,39,2,N,1,4,80.0
24,41,2,N,8,1,4,1,7,6,2,66,2,N,1,8,60.0
25,78,2,N,7,2,3,0,5,5,2,69,1,N,2,6,40.0
26,37,2,N,3,1,5,2,6,8,1,60,1,N,1,7,40.0
27,28,1,N,8,1,4,2,8,6,2,64,2,N,1,7,40.0
28,38,2,N,10,1,2,1,0,3,1,38,2,N,1,8,80.0
29,64,2,N,6,1,3,2,4,8,2,58,2,N,1,5,60.0
30,21,2,N,5,3,6,0,0,7,2,21,2,N,3,1,80.0
31,43,2,N,3,1,2,2,0,1,1,60,2,N,1,6,60.0
32,50,2,N,12,1,1,2,7,8,1,51,1,N,1,3,40.0
33,22,2,N,5,1,6,1,2,5,2,18,2,N,1,0,60.0
34,37,2,N,5,1,2,1,1,3,1,41,2,N,1,0,60.0
35,3,2,N,1,3,N,0,N,2,2,3,2,N,3,N,100.0
36,14,2,N,4,1,N,2,N,9,1,14,2,N,1,N,100.0
37,62,2,N,7,1,1,1,8,7,1,66,1,N,1,6,40.0
38,13,2,N,3,2,N,0,N,1,2,13,2,N,2,N,100.0
39,83,2,N,9,2,2,0,3,6,2,85,2,N,2,0,60.0
40,36,2,N,9,1,2,1,6,8,2,60,2,N,1,4,60.0
41,26,2,N,5,2,2,0,0,3,1,77,1,N,3,3,20.0
42,65,2,N,1,1,5,2,2,2,2,65,2,N,1,2,100.0
43,35,2,N,10,1,1,1,6,5,2,64,2,N,1,0,60.0
44,34,2,N,10,2,2,0,0,6,1,55,2,N,2,7,60.0
45,78,1,N,5,1,4,2,3,6,1,79,2,N,1,3,60.0
46,40,2,N,1,1,4,2,7,2,2,38,2,N,1,1,60.0
47,83,2,N,12,1,3,1,9,6,1,71,2,N,1,9,80.0
48,59,1,N,6,1,4,1,9,6,1,59,2,N,1,9,80.0
49,28,2,N,9,1,2,1,2,9,1,46,2,N,1,9,60.0
50,45,2,N,4,1,4,1,0,9,1,46,2,N,1,7,60.0
51,48,2,N,7,1,5,1,3,6,2,27,2,N,1,4,60.0
52,58,2,5,10,3,6,0,7,6,1,37,2,N,3,8,40.0
53,40,2,N,7,3,2,0,0,8,2,26,2,N,2,5,40.0
54,42,2,N,12,1,4,2,9,6,1,49,2,N,1,8,60.0
55,25,2,N,5,1,1,2,1,7,1,45,2,N,1,7,60.0
56,55,2,2,9,3,2,0,0,2,2,55,2,N,2,2,40.0
57,18,2,N,4,1,6,2,0,5,2,21,2,N,1,3,60.0
58,78,2,N,11,1,5,1,3,2,1,66,2,N,1,5,60.0
59,38,2,N,1,1,4,1,6,8,2,40,2,N,1,5,60.0
