,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,-0.015165735994996224,-0.24477003369509928,0.021265194993600127,0.04380471941071107,0.0020481477992794206,-0.3605573558941443,-0.36323047767657013,-0.07394789732586933,0.10092110289786041
SEX,-0.015165735994996231,-1.1102230246251565e-16,0.0025789655996958766,-0.032638817655652706,0.04622007278032284,-0.03826776545608229,-0.0366184019352782,0.07706840130408715,0.093586750549761,-0.011078178970886695
MSP,-0.24477003369509928,0.0025789655996958766,-1.1102230246251565e-16,0.07319155654359324,-0.20978181181966618,0.14396986879913373,-0.16263140601719966,-0.1843011332170987,0.020860643958139143,0.023393864244858426
RAC1P,0.02126519499360014,-0.032638817655652706,0.07319155654359324,0.0,0.04953050645433931,-0.06356185536837662,0.1587687322084148,0.11983286879056752,0.050201077043420445,-0.0006941598091216167
HOUSING_TYPE,0.043804719410711075,0.04622007278032284,-0.20978181181966618,0.049530506454339304,0.0,0.49654244618960486,0.03848554694665916,0.1072904382141756,0.03143433406719577,-0.006858144436345949
OWN_RENT,0.0020481477992794067,-0.03826776545608229,0.14396986879913373,-0.06356185536837662,0.4965424461896048,0.0,0.05876802178022812,-0.00669558731616509,0.01965368062882305,0.009865951822363283
EDU,-0.36055735589414434,-0.0366184019352782,-0.16263140601719964,0.1587687322084148,0.03848554694665916,0.05876802178022812,-2.220446049250313e-16,-0.5430141947248817,-0.029668788185655645,-0.030608721305913078
PINCP_DECILE,-0.36323047767657013,0.07706840130408714,-0.1843011332170987,0.11983286879056752,0.10729043821417561,-0.0066955873161650865,-0.5430141947248817,-2.220446049250313e-16,-0.06822148624706878,-0.015917252358536426
DVET,-0.07394789732586933,0.09358675054976101,0.020860643958139143,0.050201077043420445,0.03143433406719577,0.01965368062882305,-0.029668788185655652,-0.06822148624706878,0.0,0.021320970331373958
DEYE,0.10092110289786041,-0.011078178970886695,0.023393864244858432,-0.0006941598091216201,-0.006858144436345949,0.009865951822363283,-0.030608721305913078,-0.015917252358536426,0.021320970331373954,2.220446049250313e-16
