,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,50,0,4,0,12,0,7,51,06-07502,1,1,68,N,N,1,25,0.0
1,27,1,6,3,2,0,0,N,30-00600,1,1,18,N,N,1,N,20.0
2,60,4,4,0,N,2,1,22,26-02702,1,1,47,0,2,4,152,20.0
3,39,0,4,0,12,2,7,352,17-03529,8,2,55,0,N,1,27,20.0
4,52,0,6,2,12,0,0,N,38-00100,5,1,22,N,N,1,N,20.0
5,30,4,6,0,2,1,1,336,32-00405,5,2,18,0,7,0,274,20.0
6,47,4,2,0,2,1,0,80,24-01004,1,1,50,0,N,3,155,20.0
7,49,3,6,0,3,2,8,115,36-04010,2,2,30,1,2,2,37,0.0
8,71,0,2,0,12,1,1,N,24-01004,2,2,39,1,11,0,501,0.0
9,13,0,4,N,4,1,1,207,32-00405,9,2,68,0,3,6,501,0.0
10,31,0,6,N,2,2,9,47,51-51255,7,1,23,0,N,6,408,0.0
11,65,4,6,2,9,0,1,413,26-02702,1,2,22,N,N,4,N,0.0
12,68,0,2,0,5,1,6,273,36-04010,6,2,43,0,7,0,501,20.0
13,23,1,1,2,4,1,0,88,17-03529,1,2,63,0,2,8,501,0.0
14,45,2,5,6,3,2,0,300,36-03710,1,2,95,0,N,2,87,0.0
15,0,0,3,0,2,1,2,497,08-00803,3,2,93,0,2,4,180,40.0
16,15,0,5,3,9,2,8,N,06-07502,1,1,48,0,N,8,501,20.0
17,81,4,3,N,2,1,7,73,24-01004,2,2,70,0,2,3,501,20.0
18,62,0,N,0,2,2,0,273,36-04010,6,2,14,1,2,N,130,20.0
19,47,0,4,2,5,1,9,223,17-03529,6,2,55,0,N,6,382,0.0
20,55,2,4,0,4,1,5,167,51-01301,1,2,78,0,N,9,501,20.0
21,53,0,3,0,9,0,2,9,36-04010,1,1,72,N,N,2,87,20.0
22,31,2,4,6,2,1,N,9,24-01004,1,2,74,0,N,7,501,0.0
23,10,4,1,0,3,1,4,56,01-01301,1,1,49,0,2,6,199,20.0
24,79,0,1,0,N,2,0,336,19-01700,8,2,69,0,2,3,217,20.0
25,75,0,6,0,9,2,6,216,26-02702,3,2,22,0,N,4,175,20.0
26,51,1,4,6,3,0,7,406,32-00405,1,1,44,N,N,2,53,0.0
27,33,1,1,0,12,1,4,495,17-03531,8,1,40,1,5,6,281,0.0
28,67,0,4,0,2,2,4,153,28-01100,9,2,46,0,N,3,96,20.0
29,79,4,N,0,3,2,N,182,06-08507,1,1,4,2,4,N,501,20.0
30,55,1,3,N,N,1,9,N,40-00200,1,2,55,0,2,2,256,20.0
31,57,4,6,0,12,2,5,157,51-01301,8,2,38,0,N,6,399,20.0
32,13,0,5,2,9,0,4,64,26-02702,1,2,54,N,N,1,22,0.0
33,75,0,6,0,9,0,0,8,13-04600,9,2,19,N,N,1,N,0.0
34,39,2,1,0,3,2,9,N,29-01901,1,2,34,0,2,9,501,40.0
35,74,0,1,0,4,2,7,74,17-03529,8,1,33,0,2,0,188,20.0
36,14,0,6,N,N,2,0,63,01-01301,9,1,65,0,3,5,222,0.0
37,26,0,6,6,2,1,5,329,26-02702,9,1,15,2,4,0,501,0.0
38,43,4,1,1,3,1,0,342,24-01004,8,1,53,2,4,9,501,0.0
39,40,0,6,2,3,1,5,N,17-03531,3,2,70,0,N,2,60,0.0
40,22,0,N,2,2,1,1,66,32-00405,8,2,8,4,6,N,102,0.0
41,71,2,6,0,9,1,1,183,36-03710,9,2,28,0,N,0,0,20.0
42,39,0,4,1,3,1,0,136,32-00405,9,1,25,0,N,2,91,0.0
43,66,0,2,0,2,1,0,89,17-03529,1,1,54,0,N,8,501,20.0
44,63,0,5,0,2,2,7,157,51-01301,1,2,32,0,N,1,38,20.0
45,8,0,6,1,2,1,0,97,19-01700,9,1,49,0,N,7,398,0.0
46,35,2,6,0,2,2,3,77,19-01700,1,1,50,0,N,9,501,20.0
47,51,4,1,0,2,1,9,55,38-00100,8,2,60,0,2,6,501,40.0
48,16,4,5,0,4,2,3,93,36-03710,2,1,50,1,3,6,298,0.0
49,4,0,N,0,N,2,3,283,28-01100,1,1,1,1,3,N,220,0.0
50,64,0,4,2,5,1,N,313,19-01700,5,1,50,0,N,8,501,0.0
51,15,4,3,0,4,2,0,215,36-03710,2,2,62,0,2,1,94,20.0
52,16,0,4,2,N,0,0,232,51-01301,2,1,55,N,N,4,196,20.0
53,50,2,4,2,12,1,0,21,36-03710,2,2,69,0,N,3,101,0.0
54,29,1,N,N,2,2,0,500,51-51255,2,1,3,3,5,N,204,0.0
55,21,4,6,0,N,1,5,72,01-01301,8,2,18,0,3,0,73,20.0
56,48,0,6,0,N,1,0,57,17-03529,8,2,17,3,5,1,501,0.0
57,34,4,6,N,4,2,7,202,28-01100,1,1,19,0,N,4,121,0.0
58,42,0,3,0,2,2,6,0,26-02702,1,1,76,0,N,5,285,20.0
59,18,1,4,0,3,2,0,235,51-01301,1,1,42,0,N,8,501,20.0
60,56,0,1,2,9,1,2,N,06-08507,8,2,48,2,4,8,501,20.0
61,10,1,4,0,9,2,8,64,06-08507,1,2,57,0,N,9,501,20.0
62,24,0,N,2,2,0,5,240,38-00100,1,2,13,N,N,N,N,0.0
63,18,0,4,0,2,1,0,318,01-01301,1,2,66,0,3,4,169,20.0
64,14,4,1,2,2,1,0,157,36-03710,2,1,57,0,2,4,298,20.0
65,17,1,6,0,9,1,5,42,30-00600,9,2,16,3,6,0,63,0.0
66,42,4,1,N,4,1,8,77,36-04010,9,2,48,0,3,8,501,20.0
67,78,0,4,0,2,1,2,N,29-01901,9,2,62,0,N,8,444,20.0
68,42,2,6,3,12,1,2,215,36-03710,1,2,51,0,2,6,501,0.0
69,84,4,6,1,N,2,1,186,17-03529,2,2,31,0,N,1,7,40.0
70,85,4,N,0,3,1,7,237,19-01700,1,2,14,3,4,N,233,0.0
71,26,0,4,0,12,0,2,7,36-03710,1,2,38,N,N,2,55,20.0
72,18,0,2,4,9,0,2,178,40-00200,1,2,84,N,N,3,N,0.0
