,Target samples,Deid. samples
0,9901,6
1,0,0
2,6984,150
3,788,25
4,0,0
5,1580,84
6,103,6
7,77,6
8,0,0
9,0,0
10,928,102
11,0,0
12,283,40
13,39,6
14,0,0
15,117,20
16,0,0
17,34,7
18,0,0
19,1380,328
20,0,0
21,0,0
22,74,21
23,88,27
24,0,0
25,266,90
26,0,0
27,0,0
28,341,142
29,0,0
30,0,0
31,418,192
32,0,0
33,73,36
34,589,301
35,0,0
36,0,0
37,0,0
38,596,372
39,0,0
40,0,0
41,0,0
42,0,0
43,1009,753
44,0,0
45,0,0
46,0,0
47,107,96
48,1478,1373
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
