,SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,EDU,HISP,PUMA,INDP_CAT
0,2,1,1,1,4,7,0,25-02800,N
1,2,1,1,1,8,10,0,25-01300,12
2,1,3,6,2,8,10,0,25-01000,10
3,1,1,1,1,6,9,0,25-00703,10
4,1,1,1,1,1,4,0,25-02800,10
5,2,4,1,1,3,5,0,25-01000,N
6,2,1,1,1,7,9,0,25-00703,9
7,1,6,1,1,7,7,0,25-01300,N
8,1,6,1,1,5,7,0,25-01300,N
9,1,1,1,1,7,12,0,25-01300,9
10,1,1,1,2,7,9,0,25-00503,3
11,2,1,1,1,6,5,0,25-02800,9
12,2,6,6,0,2,5,0,25-00503,N
13,2,N,1,2,N,3,0,25-01000,N
14,2,1,1,1,6,8,0,25-00703,12
15,1,1,1,1,8,10,0,25-01000,12
16,2,6,1,1,1,7,0,25-00503,11
17,1,1,2,1,8,7,0,25-02800,11
18,1,6,1,1,4,7,0,25-00703,10
19,1,N,9,2,N,8,0,25-00503,N
20,2,1,1,1,0,5,0,25-01000,N
21,2,1,1,1,4,5,0,25-01000,6
22,1,1,1,1,3,7,0,25-00503,14
23,2,N,1,1,N,3,0,25-00703,N
24,1,3,1,2,8,5,0,25-01300,10
25,1,1,1,1,8,5,0,25-00503,10
26,2,6,1,2,1,4,0,25-00703,14
27,1,1,1,1,6,10,0,25-00503,11
28,2,1,1,1,3,9,0,25-00703,6
29,1,1,6,1,8,10,0,25-00503,10
30,1,5,5,0,7,10,0,25-01300,N
31,2,1,1,2,6,5,0,25-00503,11
32,2,6,1,0,7,7,0,25-00703,11
33,2,1,6,2,3,12,0,25-01000,N
34,2,1,1,1,7,7,0,25-00503,10
35,1,1,1,1,9,9,0,25-01300,9
36,1,1,1,1,8,9,0,25-01300,8
37,2,6,1,1,2,5,0,25-01300,N
38,1,N,1,1,N,2,0,25-01300,N
39,1,N,1,1,N,3,0,25-00503,N
40,2,1,1,2,9,9,0,25-01000,10
41,2,1,1,1,8,9,0,25-00703,12
42,2,1,1,2,3,5,0,25-00503,6
43,2,6,1,1,9,12,0,25-00503,15
44,1,1,1,1,0,7,0,25-02800,N
45,1,N,6,2,N,3,0,25-00503,N
46,1,6,2,1,5,2,0,25-02800,1
47,2,6,1,2,2,5,0,25-00503,7
48,1,1,1,1,7,9,0,25-00703,10
49,1,3,1,2,5,9,0,25-00703,4
50,1,1,1,1,4,3,0,25-02800,N
51,1,N,1,1,N,N,0,25-02800,N
52,2,1,1,1,9,8,0,25-01300,15
