,feature,divergence
22,PWGTP,17.562368389380595
1,AGEP,13.275717914118134
23,WGTP,13.032576559286364
0,PUMA,9.036123525340075
13,EDU,6.126099216632055
16,POVPIP,6.096931039939352
11,INDP,6.074482781084451
14,PINCP,5.97015213200471
12,INDP_CAT,4.918496247214984
15,PINCP_DECILE,4.908555346570523
10,DENSITY,3.836230889847119
3,MSP,3.4588678903564927
6,NOC,3.2322356521117097
7,NPF,2.6730811580252136
9,OWN_RENT,2.4759996327873752
5,RAC1P,2.4733046251186357
17,DVET,2.0948289682087076
18,DREM,1.988223129952141
4,HISP,1.9803222658709174
20,DEYE,1.9695605222308148
8,HOUSING_TYPE,1.964543455936651
19,DPHY,1.9582672170945927
21,DEAR,1.9573344771790033
2,SEX,0.9793868741220493
