,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,-1.1102230246251565e-16,0.04710465161365164,-0.1695374400143165,-0.04508084304713175,-0.0472320718638294,-0.02795323869893547,0.08801092163806484,0.10144687199688773,,
SEX,0.04710465161365165,0.0,-0.10436214881702631,-0.08990720916937947,0.06404266641923324,-0.14494331929649504,-0.07964761336433154,-0.025960566746897423,,
MSP,-0.16953744001431653,-0.10436214881702631,0.0,-0.019906234117851918,-0.07244311296748579,0.0741091036012565,-0.27045840893794676,-0.18970163232470172,,
RAC1P,-0.045080843047131794,-0.08990720916937947,-0.019906234117851914,0.0,-0.020264364809961175,0.040084269730663105,-0.028148017874999508,-0.014330095696755071,,
HOUSING_TYPE,-0.0472320718638294,0.06404266641923324,-0.07244311296748579,-0.020264364809961164,0.0,0.06615533750881192,-0.035019101286510104,-0.006902600884795905,,
OWN_RENT,-0.027953238698935456,-0.14494331929649504,0.07410910360125651,0.040084269730663126,0.06615533750881197,0.0,-0.12569186166943314,-0.052391573303596735,,
EDU,0.08801092163806479,-0.07964761336433154,-0.27045840893794676,-0.0281480178749995,-0.03501910128651011,-0.12569186166943314,0.0,0.22208875996533495,,
PINCP_DECILE,0.10144687199688773,-0.025960566746897396,-0.18970163232470175,-0.014330095696755071,-0.006902600884795898,-0.05239157330359673,0.22208875996533506,0.0,,
DVET,,,,,,,,,,
DEYE,,,,,,,,,,
