,INDP,count_target,count_deidentified
14,4670,53,25.0
25,4680,14,5.0
3,4690,25,10.0
17,4770,28,11.0
20,4780,3,1.0
12,4795,21,5.0
2,4870,38,18.0
27,4880,11,5.0
7,4890,13,4.0
0,4971,76,28.0
16,4972,9,3.0
22,4980,5,2.0
21,4990,2,0.0
8,5070,33,11.0
10,5080,18,4.0
15,5090,22,12.0
5,5170,26,9.0
33,5180,2,0.0
19,5190,6,2.0
9,5275,19,9.0
1,5280,2,0.0
29,5370,3,1.0
18,5381,19,6.0
11,5391,101,47.0
24,5470,4,3.0
28,5480,3,1.0
4,5490,13,3.0
30,5570,7,2.0
6,5580,39,10.0
26,5593,20,9.0
32,5670,1,0.0
31,5680,4,1.0
23,5690,11,5.0
13,5790,12,8.0
