,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,0.0,0.005628180409700824,0.0003213312146333972,-0.0039328495329961355,-0.009413468513277234,-0.0001677182955949208,-0.007470845369404698,-0.011928181201505024,-0.005231740241461884,0.0066205885584983545
AGEP,0.005628180409700822,-2.220446049250313e-16,0.0009141397146672225,0.009425577841819813,0.0038414391044096496,0.004684623972923005,0.0023393853722642466,0.004611470317850974,-0.0022514299446415587,-0.004865342799757533
SEX,0.0003213312146333972,0.0009141397146672156,0.0,-0.005059383016494825,0.0009694477560894853,0.005441201649077455,-0.002325824688039501,-0.0060907304635366,0.00116334645738915,0.0010799525641601304
MSP,-0.0039328495329961355,0.009425577841819813,-0.005059383016494825,0.0,-0.0008109287162912267,-0.0022903340111726234,-5.8191488938541536e-05,0.002484914010493444,0.0013852997235716535,0.012856743093220019
HISP,-0.009413468513277234,0.0038414391044096496,0.0009694477560894853,-0.0008109287162912275,2.220446049250313e-16,0.0013521790291782382,-0.008436712021679227,-0.006865111950262709,-0.003991347364017642,0.00789830926171134
RAC1P,-0.0001677182955949208,0.004684623972923005,0.005441201649077455,-0.0022903340111726164,0.001352179029178252,0.0,-0.009420613851758082,-0.007335346553993885,0.0035935133828418897,0.0076453412137135746
NOC,-0.007470845369404698,0.0023393853722642466,-0.0023258246880394975,-5.8191488938541536e-05,-0.008436712021679227,-0.009420613851758079,0.0,-0.0014317506881517117,0.006512112061731551,0.0024164660171158148
NPF,-0.011928181201505031,0.004611470317850974,-0.0060907304635366,0.0024849140104934997,-0.006865111950262709,-0.007335346553993899,-0.0014317506881514896,0.0,0.01657486626433473,0.013433258115180646
OWN_RENT,-0.005231740241461887,-0.0022514299446415725,0.00116334645738915,0.0013852997235716535,-0.0039913473640176556,0.0035935133828418897,0.006512112061731551,0.01657486626433473,1.1102230246251565e-16,0.01041129796324411
PINCP_DECILE,0.006620588558498355,-0.004865342799757533,0.0010799525641601304,0.012856743093220019,0.00789830926171134,0.0076453412137135746,0.002416466017115787,0.013433258115180619,0.010411297963244113,0.0
