,Target samples,Deid. samples
0,77,0
1,3334,35
2,0,0
3,0,0
4,321,12
5,2310,121
6,425,28
7,0,0
8,343,28
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,6,1
15,11,2
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,0,0
23,0,0
24,0,0
25,253,84
26,0,0
27,11,4
28,0,0
29,0,0
30,7,3
31,0,0
32,0,0
33,6,3
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,7,8
54,0,0
55,0,0
56,0,0
57,121,170
58,0,0
59,0,0
60,0,0
61,57,89
62,0,0
63,0,0
64,73,130
65,6,11
66,0,0
67,1,2
68,0,0
69,11,25
70,0,0
71,0,0
72,8,21
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,2,7
79,0,0
80,0,0
81,0,0
82,0,0
83,3,15
84,0,0
85,89,507
86,1,6
87,0,0
88,49,344
89,0,0
90,34,304
91,10,104
92,1,11
93,3,39
94,8,130
95,0,0
96,19,458
97,4,116
98,16,679
99,7,4137
