,Target samples,Deid. samples
0,29,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,14,1
8,0,0
9,0,0
10,0,0
11,8,1
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,14,3
19,21,5
20,0,0
21,0,0
22,0,0
23,0,0
24,25,8
25,3,1
26,0,0
27,0,0
28,0,0
29,0,0
30,0,0
31,18,8
32,0,0
33,2,1
34,0,0
35,0,0
36,21,12
37,0,0
38,35,21
39,0,0
40,56,37
41,0,0
42,0,0
43,0,0
44,0,0
45,0,0
46,221,187
47,0,0
48,306,286
49,3577,3411
50,574,575
51,745,774
52,1697,1827
53,0,0
54,0,0
55,9,11
56,176,231
57,0,0
58,0,0
59,0,0
60,0,0
61,46,73
62,20,32
63,0,0
64,0,0
65,0,0
66,0,0
67,4,8
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,5,16
77,0,0
78,0,0
79,0,0
80,3,12
81,0,0
82,0,0
83,0,0
84,0,0
85,2,11
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,3,30
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,52
