,INDP,count_target,count_deidentified
21,1070,1,4
35,1080,3,11
53,1090,1,3
34,1170,2,7
20,1180,2,16
12,1190,9,15
42,1270,1,3
11,1280,5,8
6,1370,6,7
16,1480,2,11
52,1490,1,11
39,1570,1,9
26,1691,3,12
45,1770,3,11
50,1790,1,8
29,1870,3,8
0,1880,2,8
1,1990,14,15
48,2170,1,7
43,2180,1,4
7,2190,64,63
22,2270,4,8
54,2280,1,16
5,2290,13,8
32,2370,4,12
44,2470,1,12
49,2480,1,12
27,2490,1,8
15,2570,2,12
41,2590,1,7
25,2670,1,8
46,2690,1,11
55,2790,1,12
36,2870,4,16
31,2880,15,12
33,2970,1,7
9,2980,5,8
51,3080,1,4
8,3095,2,16
14,3291,21,27
24,3365,7,7
30,3370,6,11
10,3380,44,23
18,3390,56,50
17,3470,1,11
19,3490,16,23
38,3570,5,8
3,3580,31,22
2,3590,2,12
37,3680,2,4
40,3875,3,3
28,3895,8,8
13,3960,29,28
47,3970,2,8
4,3980,13,16
23,3990,10,12
