SEX,MSP,RAC1P,OWN_RENT,PINCP_DECILE,HISP,PUMA,AGEP,NOC,NPF,POVPIP
1,6,1,0,1,0,25-00503,18,N,N,N
2,6,1,0,0,0,25-00703,21,0,N,N
2,6,9,0,3,0,25-00503,22,N,N,N
1,6,1,1,0,0,25-01300,58,N,N,N
2,6,1,0,1,0,25-00703,18,N,N,N
1,6,1,0,9,0,25-00703,18,N,N,230
2,6,1,0,1,0,25-00503,21,N,N,65
1,6,1,0,0,0,25-00503,18,N,N,N
2,2,2,0,3,0,25-01000,57,N,N,N
1,6,1,2,N,0,25-00503,20,N,N,N
2,6,1,0,0,0,25-00503,89,N,N,N
2,N,1,0,2,0,25-00703,57,N,N,93
1,6,1,0,0,0,25-01000,18,N,N,N
1,6,1,0,1,0,25-00503,19,N,N,N
2,6,1,0,N,0,25-00703,21,N,N,N
2,6,1,0,2,0,25-00503,21,N,N,N
2,2,1,0,0,4,25-01300,21,N,N,N
2,6,1,0,1,0,25-00703,19,N,N,N
2,6,1,1,1,0,25-01300,18,N,N,N
2,6,1,1,1,0,25-01300,88,N,N,18
2,6,1,0,2,0,25-01300,19,3,N,N
2,6,1,1,1,0,25-00703,19,N,3,N
2,1,1,0,2,0,25-02800,81,1,5,N
1,6,1,0,0,0,25-02800,53,2,N,106
2,6,2,0,1,0,25-01300,39,N,N,21
2,3,1,0,1,0,25-01000,94,N,N,N
1,6,1,0,1,0,25-00503,21,N,N,N
2,6,1,0,1,0,25-00703,20,2,N,N
1,6,1,0,0,0,25-01300,19,N,N,N
1,2,2,0,0,0,25-02800,69,N,N,N
2,6,1,0,2,0,25-01300,18,0,N,N
2,6,1,1,5,0,25-00503,90,N,N,0
1,6,1,0,0,0,25-00703,17,N,N,N
1,2,1,0,5,0,25-01000,69,2,N,N
1,6,1,1,1,2,25-01000,34,N,N,26
1,6,1,1,2,0,25-00703,19,0,N,N
2,6,1,0,2,0,25-01300,41,N,N,91
2,6,1,0,0,2,25-00503,20,N,N,N
2,3,1,0,2,0,25-01000,89,N,N,215
2,6,6,0,2,0,25-01000,24,N,N,52
1,6,1,0,2,4,25-00703,21,0,N,N
1,6,8,0,1,4,25-02800,31,2,N,15
2,6,1,0,1,0,25-00703,18,0,N,N
2,6,9,0,2,0,25-00503,27,N,N,N
2,3,1,1,2,0,25-01300,88,0,N,N
2,6,1,0,1,0,25-00503,18,N,N,N
2,6,1,0,1,0,25-00703,83,0,N,39
2,4,1,0,9,0,25-01300,62,N,N,37
2,6,1,0,0,0,25-00703,21,N,N,N
2,6,1,0,1,0,25-00703,19,N,N,N
1,6,1,0,1,0,25-01300,18,N,N,N
2,6,1,0,4,0,25-01300,89,N,N,N
2,2,1,0,0,0,25-00503,85,N,N,N
2,6,1,1,2,0,25-00503,52,N,N,70
2,3,1,0,2,0,25-00703,94,0,N,N
2,6,1,0,1,0,25-01000,77,N,N,501
1,2,1,0,0,0,25-00703,27,N,N,N
2,4,1,0,2,0,25-01000,88,N,N,N
2,6,1,0,1,0,25-00503,21,N,N,N
1,4,1,0,2,0,25-01300,71,N,N,N
2,3,1,0,0,0,25-02800,94,N,N,N
1,3,1,1,3,0,25-00703,94,N,N,N
2,6,1,2,2,0,25-00703,70,N,2,89
2,4,2,2,1,0,25-02800,51,N,N,N
1,2,1,1,7,0,25-00503,25,N,N,N
1,6,1,1,0,0,25-00503,19,N,N,N
1,6,6,0,0,0,25-02800,19,N,N,N
2,3,1,0,1,0,25-01000,78,N,2,N
1,4,1,0,3,0,25-01000,72,N,N,N
1,6,8,0,0,4,25-00503,30,0,N,N
1,6,1,0,1,0,25-00503,20,N,N,N
2,6,1,1,0,0,25-00503,18,0,N,N
1,6,1,0,3,0,25-01000,40,2,N,173
1,6,1,0,3,0,25-01300,56,N,N,N
1,6,1,0,1,0,25-00703,21,N,N,N
2,6,2,0,1,0,25-00703,19,0,N,N
2,6,1,1,2,0,25-00503,19,N,N,N
2,6,1,0,2,4,25-00503,22,N,N,N
1,6,2,0,2,0,25-00503,21,N,N,N
2,6,1,0,2,0,25-00503,19,N,N,N
1,6,2,0,2,0,25-00703,20,N,N,N
2,4,1,0,0,0,25-01300,49,0,5,0
2,6,1,0,0,0,25-01300,82,N,3,N
1,6,9,0,5,0,25-00503,28,N,N,90
2,2,1,0,0,0,25-01300,94,N,N,N
2,2,1,0,3,0,25-00703,57,N,N,N
1,6,1,1,3,0,25-00503,20,N,5,N
2,6,1,1,0,0,25-00503,21,N,3,N
