,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,0.0,0.09154640144849854,0.00116458248302336,0.020294697079496576,-0.16057657008975174,0.002807957850579239,-0.13082229183443886,-0.12839090925699712,0.06813370078028239,0.13345913391232594
AGEP,0.09154640144849854,-2.55351295663786e-15,0.0030093684235417417,-0.3670007829468078,0.00888723749408038,0.03700249581437069,0.24553815167307605,0.3890564973958881,0.029268837218262428,-0.2213236190900898
SEX,0.00116458248302336,0.0030093684235417417,-9.880984919163893e-15,0.006911807037886424,-0.023262679159263597,-0.0175576747827936,-0.030063524481661406,-0.06690493372671708,-0.0604795225969516,0.03192192049714435
MSP,0.020294697079496576,-0.3670007829468078,0.006911807037886424,-5.551115123125783e-15,0.04780459378480101,0.05063189883565902,0.38832508317047,0.36123013374746843,0.09927254359311956,-0.4141320868681378
HISP,-0.16057657008975174,0.00888723749408038,-0.023262679159263597,0.04780459378480101,-1.5543122344752192e-15,-0.20548172811570584,0.012038187990344007,-0.06150566803332049,-0.09411441272327568,0.08840577541792369
RAC1P,0.002807957850579239,0.03700249581437069,-0.0175576747827936,0.05063189883565902,-0.20548172811570584,0.0,0.02722467120280946,-0.054819595520581486,-0.07360432395065696,0.10557228378840622
NOC,-0.13082229183443886,0.24553815167307605,-0.030063524481661406,0.38832508317047,0.012038187990344007,0.02722467120280946,5.662137425588298e-15,-0.5687450175190742,-0.18197498418286912,0.20503570185520223
NPF,-0.12839090925699712,0.3890564973958881,-0.06690493372671708,0.36123013374746843,-0.06150566803332049,-0.054819595520581486,-0.5687450175190742,1.4432899320127035e-15,-0.1415840867354806,0.38919964954687486
OWN_RENT,0.06813370078028239,0.029268837218262428,-0.0604795225969516,0.09927254359311956,-0.09411441272327568,-0.07360432395065696,-0.18197498418286912,-0.1415840867354806,3.885780586188048e-15,-0.1708641492823469
PINCP_DECILE,0.13345913391232594,-0.2213236190900898,0.03192192049714435,-0.4141320868681378,0.08840577541792369,0.10557228378840622,0.20503570185520223,0.38919964954687486,-0.1708641492823469,-4.440892098500626e-16
