,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,51,2,6,1,2,2,N,5,0,1,6970,9,1,N,N,1,80000.0,5,131,48-02515,55.0,1,1,76.0,68,2,6,2,2,2,N,1,6991,0,2,278000.0,9,501,61,61,37.5
1,63,2,2,2,2,2,N,10,0,1,670,6,1,0,5,1,10500.0,5,245,48-02101,55.0,1,1,25.0,71,2,2,2,2,2,N,1,4670,0,2,41400.0,6,425,55,55,56.25
2,1,2,2,2,N,N,N,N,1,1,N,N,N,2,3,2,N,N,316,48-02102,55.0,1,2,76.0,0,2,2,2,N,N,N,1,N,2,4,N,N,407,465,373,68.75
3,31,2,2,2,2,2,N,4,0,1,N,N,6,0,2,2,15000.0,3,348,48-02101,55.0,1,2,76.0,16,2,2,2,2,2,N,1,N,2,6,0.0,0,500,52,31,50.0
4,67,2,2,2,2,2,N,9,0,1,3180,11,4,0,2,2,880.0,5,461,48-02101,55.0,1,2,76.0,38,2,2,2,2,2,N,1,7860,3,4,53000.0,7,226,50,50,43.75
5,79,2,5,2,2,2,N,9,0,1,4195,15,4,0,2,1,48300.0,1,356,48-02516,55.0,1,2,76.0,74,2,5,2,2,2,N,1,9160,0,N,100000.0,9,501,88,88,50.0
6,70,2,7,2,2,2,N,7,0,1,5381,11,3,0,3,1,780.0,6,499,48-02510,55.0,1,2,25.0,72,2,7,2,2,2,N,1,7870,0,2,120.0,1,228,94,94,50.0
7,20,2,2,2,2,2,N,7,1,1,770,3,6,0,2,1,185200.0,1,299,48-02102,55.0,1,1,25.0,21,2,2,2,2,2,N,1,770,0,2,31200.0,5,501,145,99,62.5
8,34,2,5,2,2,2,N,9,0,1,3590,10,1,1,3,2,60000.0,7,501,48-02516,157.0,6,2,179.0,34,2,5,2,2,2,N,1,7380,1,3,60000.0,7,501,79,88,81.25
9,31,2,5,2,2,2,N,9,0,1,9160,15,6,0,N,2,15000.0,3,180,48-02516,55.0,1,2,76.0,23,2,5,2,2,2,N,1,9090,0,2,7400.0,2,314,252,186,50.0
10,26,2,7,1,2,2,N,4,0,1,1170,6,1,0,2,1,45000.0,6,40,48-02507,361.0,1,2,332.0,61,2,7,2,2,2,N,1,5391,0,2,32700.0,5,501,52,46,50.0
11,34,2,6,2,1,2,N,10,0,1,7860,11,6,4,6,2,10600.0,7,134,48-02515,157.0,1,2,179.0,28,2,6,2,2,2,N,1,7870,0,N,49000.0,7,371,101,101,43.75
12,60,2,6,2,1,2,N,5,0,1,8670,12,1,0,5,1,30010.0,2,297,48-02515,463.0,1,1,486.0,39,2,6,2,2,2,N,1,8090,3,5,70000.0,8,404,56,56,43.75
13,1,2,7,2,N,N,N,N,1,1,N,N,N,1,3,2,N,N,176,48-02507,55.0,1,2,25.0,1,2,7,2,N,N,N,1,N,2,5,N,N,80,306,175,68.75
14,70,2,6,2,2,2,N,12,0,1,N,N,1,0,7,1,483500.0,8,324,48-02515,55.0,1,1,25.0,82,2,6,2,2,2,N,1,N,0,2,101200.0,9,501,89,88,56.25
15,85,2,2,2,1,2,N,7,0,1,N,N,3,0,N,1,375000.0,9,501,48-02102,55.0,2,2,25.0,63,1,2,2,1,2,N,1,N,0,2,30100.0,5,230,44,44,50.0
16,76,2,6,2,2,2,N,6,0,1,3580,4,3,0,4,1,94700.0,3,316,48-02515,55.0,1,2,76.0,64,2,6,2,2,2,N,1,3895,0,2,47600.0,6,274,37,38,50.0
17,18,2,6,2,2,2,N,5,0,1,N,N,6,1,3,2,241800.0,7,79,48-02515,55.0,1,1,128.0,65,2,6,2,2,2,N,1,N,0,N,11100.0,3,91,35,35,50.0
18,48,2,5,2,2,2,N,10,0,1,5370,15,1,0,N,1,40000.0,6,501,48-02516,55.0,1,1,76.0,29,2,5,2,2,2,N,1,9160,0,6,55000.0,7,454,224,190,50.0
19,74,2,7,2,2,2,N,9,0,1,N,N,4,2,4,2,63900.0,7,233,48-02507,55.0,1,2,76.0,60,1,7,2,1,1,N,1,N,0,N,9200.0,2,69,101,102,31.25
20,56,2,7,2,2,2,N,7,0,1,8680,14,1,0,6,1,0.0,0,440,48-02507,55.0,1,2,76.0,38,2,7,2,2,2,N,1,8590,1,3,12400.0,3,451,40,54,43.75
