,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,54,4,4,0,N,2,4,249,25-00703,2,1,57,0,N,5,267,40.0
1,55,2,1,0,2,1,3,500,25-01000,6,2,59,0,2,4,501,40.0
2,64,0,4,0,N,2,1,63,25-02800,2,2,65,0,N,2,65,40.0
3,25,0,2,N,N,0,1,98,25-01300,2,1,27,N,N,2,N,40.0
4,37,4,1,2,5,2,2,378,25-01300,1,2,36,2,5,2,369,60.0
5,19,4,6,N,N,0,0,N,25-00503,1,2,19,N,N,0,N,100.0
6,59,3,1,1,3,1,8,500,25-00503,1,2,62,1,3,9,501,40.0
7,7,1,N,2,4,1,9,43,25-01000,8,2,8,2,4,N,431,40.0
8,79,0,3,0,N,2,0,105,25-02800,6,2,78,0,N,0,0,60.0
9,27,0,6,N,N,0,2,71,25-01300,6,2,27,N,N,2,69,80.0
10,1,1,N,2,4,1,9,500,25-01300,1,2,2,2,4,N,501,40.0
11,44,2,1,2,4,1,8,499,25-00703,1,1,49,2,4,9,501,40.0
12,40,0,1,2,4,1,8,437,25-01000,9,1,39,2,4,8,430,60.0
13,61,0,4,0,2,2,6,501,25-00503,6,2,59,0,2,6,501,80.0
14,12,4,N,2,4,1,N,501,25-00503,1,2,11,2,4,N,501,80.0
15,18,4,6,2,7,1,0,352,25-00703,9,1,20,2,7,1,366,40.0
16,25,1,6,0,N,1,6,499,25-01000,1,2,31,0,N,7,501,40.0
17,32,0,5,0,N,2,8,500,25-02800,6,1,36,0,N,9,501,40.0
18,20,0,6,N,N,0,1,N,25-00703,7,2,20,N,N,1,N,100.0
19,17,4,6,N,N,0,1,94,25-00703,1,1,21,N,N,2,N,40.0
20,15,0,6,N,N,0,8,95,25-00703,9,1,18,N,N,9,N,40.0
21,0,4,N,1,3,1,9,500,25-01300,8,2,1,1,3,N,501,40.0
22,1,1,N,0,4,1,9,500,25-00503,1,1,3,0,4,N,501,40.0
23,38,2,1,2,4,1,6,499,25-02800,1,1,42,2,4,7,501,40.0
24,14,0,2,N,N,0,0,91,25-00503,6,2,19,N,N,0,N,60.0
25,53,2,1,0,2,2,1,496,25-01000,1,2,58,0,2,2,62,40.0
26,15,4,6,2,4,1,0,31,25-01000,1,1,17,2,4,1,326,40.0
27,62,0,5,0,N,1,9,501,25-00503,9,1,60,0,N,9,501,80.0
28,29,0,6,N,N,0,3,147,25-01000,8,1,29,N,N,3,141,80.0
29,17,4,6,N,N,0,0,N,25-00703,8,2,16,N,N,0,N,80.0
30,40,0,1,2,4,1,0,230,25-01000,8,2,46,2,4,0,276,60.0
31,23,0,6,2,7,1,7,500,25-02800,6,1,25,2,7,8,501,40.0
32,45,4,1,2,4,1,7,452,25-01000,8,2,40,2,4,7,431,60.0
33,15,2,N,1,3,1,N,51,25-02800,2,2,12,1,3,N,501,60.0
34,64,0,1,0,2,1,1,501,25-00503,9,1,64,0,2,1,501,100.0
35,42,0,1,0,2,2,8,500,25-00503,9,1,43,0,2,9,501,40.0
36,16,4,6,2,4,2,0,93,25-00503,9,1,16,2,4,0,93,100.0
37,29,4,6,N,N,0,0,141,25-02800,8,1,31,N,N,1,15,40.0
38,52,2,1,1,3,1,3,442,25-02800,1,2,49,1,3,3,431,60.0
39,58,0,6,N,N,0,1,54,25-02800,2,2,63,N,N,2,55,40.0
40,1,4,N,1,3,1,9,500,25-02800,1,2,2,1,3,N,501,40.0
41,9,1,N,3,5,2,9,162,25-00703,1,1,11,3,5,N,176,40.0
42,7,4,N,2,4,1,N,202,25-00503,9,1,7,2,4,N,195,80.0
43,80,0,3,N,N,0,0,95,25-02800,6,2,84,N,N,0,N,60.0
44,43,0,4,1,2,1,3,120,25-02800,6,2,40,1,2,3,102,60.0
45,27,2,6,N,N,0,0,124,25-00703,1,1,24,N,N,0,0,60.0
46,79,0,3,0,3,1,1,500,25-01300,6,2,81,0,3,2,501,40.0
47,25,0,6,0,4,1,1,4,25-01000,6,1,23,0,4,1,379,60.0
