,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,59,0,4,0,N,2,9,358,25-01300,6,1,52,1,2,9,501,20.0
1,22,2,6,N,N,0,1,N,25-00503,9,2,18,N,N,1,N,80.0
2,68,2,4,0,2,2,2,309,25-00703,1,1,56,0,2,2,123,60.0
3,65,4,3,0,N,2,4,246,25-01000,1,2,65,0,2,4,305,60.0
4,55,0,2,0,N,2,3,152,25-00503,2,1,55,0,N,4,211,60.0
5,18,4,6,N,N,0,0,N,25-02800,8,1,31,N,N,1,15,40.0
6,54,2,1,0,4,1,6,501,25-00703,8,1,54,0,2,6,501,80.0
7,6,0,N,1,2,2,N,299,25-02800,2,1,5,3,6,N,240,20.0
8,74,0,3,0,N,2,2,88,25-01000,6,2,84,0,N,1,28,40.0
9,11,1,N,2,3,2,N,256,25-00703,1,1,11,3,5,N,176,40.0
10,6,4,N,2,4,1,N,61,25-01300,8,1,6,1,3,N,501,40.0
11,32,0,6,0,2,1,4,162,25-00503,9,2,16,2,4,0,501,0.0
12,56,4,1,1,3,1,7,501,25-01300,8,2,38,1,3,8,501,60.0
13,79,4,6,0,3,1,1,501,25-00703,9,2,19,2,7,1,366,20.0
14,15,4,6,2,4,1,0,501,25-01000,1,1,17,2,4,1,326,40.0
15,56,4,2,0,2,2,4,474,25-00703,1,2,28,0,2,4,309,60.0
16,14,4,N,5,7,2,N,155,25-01000,1,2,8,5,7,N,155,80.0
17,36,0,1,1,3,2,8,501,25-01000,6,1,29,0,2,8,501,40.0
18,53,3,1,0,2,2,9,501,25-00503,1,1,44,2,4,9,501,40.0
19,0,4,N,3,4,1,N,246,25-00503,9,2,6,2,4,N,195,40.0
20,35,0,1,2,4,2,8,501,25-00503,9,1,43,0,2,9,501,20.0
21,63,0,6,N,N,0,2,111,25-02800,2,2,63,N,N,2,55,80.0
22,14,4,N,2,4,1,N,268,25-00703,9,1,11,2,7,N,366,40.0
23,39,4,1,2,4,1,8,501,25-01000,8,2,40,2,4,7,431,40.0
24,48,0,1,2,4,1,6,498,25-00703,2,1,50,0,4,4,501,20.0
25,78,0,4,0,N,2,4,195,25-00703,9,2,50,3,4,4,105,20.0
26,51,0,4,0,2,1,9,501,25-01300,6,1,56,1,3,8,501,20.0
27,55,2,4,2,7,2,5,501,25-00503,1,1,55,0,N,5,305,40.0
28,7,4,N,2,4,1,N,61,25-01000,8,1,5,2,4,N,431,60.0
29,74,0,3,0,N,1,6,501,25-00703,2,2,52,0,4,6,478,40.0
30,78,4,1,0,2,2,2,219,25-01300,1,2,36,2,5,2,369,20.0
31,59,0,5,0,N,2,9,469,25-00503,1,1,46,2,3,9,501,20.0
32,9,1,N,2,4,1,N,501,25-00503,1,1,3,0,4,N,501,60.0
33,23,4,6,1,4,1,0,327,25-02800,1,1,29,0,3,7,501,0.0
34,51,0,6,2,3,1,8,501,25-00503,2,1,41,0,N,8,501,40.0
35,31,4,6,1,2,1,6,501,25-01300,1,2,23,0,2,2,501,40.0
36,39,0,1,2,4,1,8,501,25-01000,9,1,39,2,4,8,430,80.0
37,54,0,4,1,2,2,2,309,25-00703,5,1,57,0,N,2,90,20.0
38,69,0,1,0,2,2,0,148,25-00503,2,1,44,0,2,0,207,60.0
39,20,2,6,N,N,0,1,N,25-00703,1,1,24,N,N,0,0,40.0
40,17,2,6,N,N,0,0,N,25-02800,8,1,48,N,N,3,N,60.0
41,35,4,6,0,4,2,7,501,25-01300,1,1,24,0,N,8,501,40.0
42,73,0,2,N,N,0,4,N,25-00503,6,2,19,N,N,0,N,60.0
43,45,2,1,2,4,1,8,501,25-02800,1,1,42,2,4,7,501,60.0
44,21,4,2,0,3,1,8,501,25-02800,1,2,24,0,4,2,501,40.0
45,12,4,N,2,4,1,N,501,25-02800,1,2,2,1,3,N,501,40.0
46,48,1,1,4,7,1,7,495,25-01000,8,1,38,2,4,5,431,0.0
47,38,1,1,3,5,1,7,501,25-02800,8,1,66,0,4,7,361,20.0
48,43,4,6,0,4,1,5,501,25-00703,9,1,20,2,7,1,366,0.0
49,8,0,N,2,4,1,N,501,25-01000,8,1,14,2,4,N,276,60.0
50,20,2,6,N,N,0,2,N,25-00503,2,1,21,N,N,2,N,80.0
51,27,2,6,0,N,2,5,301,25-00703,1,2,43,0,4,5,397,40.0
52,60,0,2,0,N,1,9,501,25-01300,6,1,46,0,N,9,501,80.0
53,18,0,6,0,2,2,1,101,25-01000,9,1,17,1,2,1,344,40.0
54,82,4,6,N,N,0,0,N,25-02800,1,1,50,N,N,0,N,80.0
55,49,4,6,0,2,2,3,385,25-00503,2,2,24,1,6,3,137,20.0
56,49,4,4,0,N,1,6,456,25-01000,1,1,53,1,3,8,501,0.0
57,57,0,4,0,N,1,6,369,25-00503,9,1,50,0,N,6,464,60.0
58,35,0,2,0,N,2,0,0,25-01300,6,1,54,0,N,9,501,40.0
59,48,4,4,0,2,2,4,474,25-02800,1,2,48,0,3,4,324,60.0
60,58,0,1,0,3,1,8,501,25-02800,9,1,72,0,2,2,501,40.0
61,42,4,1,2,4,2,8,501,25-00503,8,2,53,0,3,3,361,0.0
62,45,0,1,2,5,2,3,164,25-01000,6,2,26,0,2,3,501,20.0
63,20,0,6,0,4,1,1,461,25-02800,9,1,15,2,6,1,327,20.0
64,21,4,6,N,N,0,1,N,25-00703,8,2,16,N,N,0,N,60.0
65,19,4,6,N,N,0,1,N,25-00703,8,1,21,N,N,1,N,80.0
66,39,0,4,3,4,1,8,501,25-02800,6,2,40,1,2,3,102,0.0
67,50,2,1,0,4,2,4,397,25-01000,1,1,58,0,2,0,62,20.0
68,8,0,N,1,2,2,N,227,25-01300,2,2,1,1,4,N,501,40.0
69,53,0,4,0,2,1,9,501,25-01000,6,2,63,0,N,3,127,20.0
70,3,4,N,2,3,2,N,44,25-00503,2,1,3,1,6,N,137,40.0
71,67,2,1,0,2,1,1,501,25-01300,1,2,45,3,5,1,420,20.0
72,24,0,6,0,N,2,4,244,25-02800,8,1,29,0,2,5,266,20.0
