,INDP,count_target,count_deidentified
6,4670,75,80
34,4680,5,14
0,4690,36,14
2,4770,42,55
16,4780,5,41
17,4795,49,40
10,4870,59,109
8,4880,26,40
20,4890,28,94
7,4971,189,161
30,4972,31,13
26,4980,22,55
29,4990,9,82
5,5070,66,42
25,5080,38,28
31,5090,50,53
4,5170,124,94
27,5180,15,13
24,5190,16,97
18,5275,57,109
19,5280,5,41
23,5295,5,42
14,5370,17,40
12,5381,44,70
3,5391,154,107
28,5470,14,68
21,5480,14,40
13,5490,21,42
1,5570,15,28
15,5580,32,82
22,5593,52,70
32,5670,4,42
33,5680,8,55
9,5690,13,56
11,5790,41,54
