,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,5.551115123125783e-16,-0.03599049299662294,0.03112949785655969,-0.008312903267882532,,-0.08797057863553592,0.16889939972700407,0.13050633192399774,,
SEX,-0.03599049299662294,-1.3322676295501878e-14,-0.018663936807367245,0.03182541003184728,,-0.00895489930045464,-0.004812140780978531,-0.04566053827516112,,
MSP,0.03112949785655969,-0.018663936807367245,-5.88418203051333e-15,-0.13292476744251083,,-0.14807493206980274,0.009173161346343994,0.028641244746238387,,
RAC1P,-0.008312903267882532,0.03182541003184728,-0.13292476744251083,0.0,,-0.04550254809603073,-0.020476153981005316,-0.06623972020303859,,
HOUSING_TYPE,,,,,,,,,,
OWN_RENT,-0.08797057863553592,-0.00895489930045464,-0.14807493206980274,-0.04550254809603073,,0.0,-0.1454225979122701,-0.17449086644497142,,
EDU,0.16889939972700407,-0.004812140780978531,0.009173161346343994,-0.020476153981005316,,-0.1454225979122701,4.107825191113079e-15,0.11250359197813264,,
PINCP_DECILE,0.13050633192399774,-0.04566053827516112,0.028641244746238387,-0.06623972020303859,,-0.17449086644497142,0.11250359197813264,0.0,,
DVET,,,,,,,,,,
DEYE,,,,,,,,,,
