,feature,divergence
22,PWGTP,13.389725770340746
23,WGTP,8.943774886234356
10,DENSITY,4.318627508611872
1,AGEP,4.006955900500097
14,PINCP,1.5511927860300898
15,PINCP_DECILE,0.8736025802167572
7,NPF,0.8203073442868319
11,INDP,0.7843268922051648
16,POVPIP,0.7312121212121212
3,MSP,0.7069039451114921
9,OWN_RENT,0.6773645120654856
13,EDU,0.6494014356458133
12,INDP_CAT,0.2889100847020142
4,HISP,0.2501529864013784
6,NOC,0.18595511561592187
0,PUMA,0.06766566766566762
2,SEX,0.04002365302165234
5,RAC1P,0.03996995192307694
19,DPHY,0.02362213682729747
8,HOUSING_TYPE,0.02166249575430087
18,DREM,0.01815459910087104
17,DVET,0.007069476210115856
21,DEAR,0.0054297845404165865
20,DEYE,0.000850317501160866
