,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,-0.06310855710905253,-0.008232588481065575,0.20028278833062488,0.034099628887931915,0.03427325941196206,-0.11222248082144293,-0.12304836594822716,-0.0759582806976639,0.11828213614263655
SEX,-0.06310855710905253,0.0,-0.008168484521302921,-0.040522273847098694,0.01459514917431327,0.005235262525145373,-0.04226882358381243,0.06317414265552247,0.08631192884109054,0.027026126538799957
MSP,-0.008232588481065575,-0.008168484521302921,0.0,0.08217188042650067,-0.21285873663571703,0.03461760672088232,-0.0296245852990403,-0.013233341944745985,-0.004292418915724386,0.034801649822700925
RAC1P,0.20028278833062488,-0.04052227384709869,0.08217188042650067,0.0,-0.012633909187550932,-0.022616233917294757,0.09702215521038625,0.13154255581864185,-0.0015221326562929998,-0.05369496320097695
HOUSING_TYPE,0.034099628887931915,0.01459514917431327,-0.21285873663571697,-0.012633909187550939,-2.220446049250313e-16,0.5395376541403815,0.009935841601577372,0.018087215219103947,0.0014289275198891773,0.0801459639801112
OWN_RENT,0.03427325941196206,0.005235262525145371,0.03461760672088232,-0.022616233917294757,0.5395376541403815,0.0,-0.003980866370709379,-0.028259150497897692,-0.002673665155162686,-0.002212044924327205
EDU,-0.1122224808214429,-0.04226882358381243,-0.029624585299040287,0.09702215521038624,0.009935841601577372,-0.003980866370709379,0.0,-0.024818049896851435,-0.025073923057952398,-0.025375279255894292
PINCP_DECILE,-0.12304836594822718,0.06317414265552247,-0.013233341944745972,0.13154255581864185,0.01808721521910392,-0.028259150497897692,-0.024818049896851435,2.220446049250313e-16,-0.04580001118530863,-0.033892700763955036
DVET,-0.0759582806976639,0.08631192884109054,-0.004292418915724388,-0.0015221326562929998,0.0014289275198891773,-0.002673665155162686,-0.0250739230579524,-0.04580001118530863,0.0,0.05541687010140281
DEYE,0.11828213614263655,0.027026126538799954,0.034801649822700925,-0.053694963200976956,0.0801459639801112,-0.0022120449243272014,-0.025375279255894292,-0.033892700763955036,0.055416870101402824,0.0
