,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,48,0,1,2,4,1,8,501,06-08507,8,2,48,2,4,8,501,100.0
1,14,2,N,2,4,1,N,501,24-01004,2,1,14,2,4,N,501,100.0
2,47,0,4,2,5,2,0,96,38-00100,5,2,47,2,5,0,96,100.0
3,26,0,2,0,N,2,1,22,29-01901,1,2,26,0,N,1,22,100.0
4,85,0,3,0,2,2,3,102,30-00600,5,2,85,0,2,3,102,100.0
5,1,4,N,2,3,2,N,122,51-01301,8,1,1,2,3,N,122,100.0
6,28,0,1,3,5,1,4,83,30-00600,5,1,28,3,5,4,83,100.0
7,11,1,N,1,5,2,N,122,38-00100,3,2,11,1,5,N,122,100.0
8,37,4,6,0,N,2,2,83,24-01004,2,2,37,0,N,2,83,100.0
9,63,0,4,N,N,0,2,N,38-00100,5,2,63,N,N,2,N,100.0
10,25,1,6,N,N,0,5,N,06-07502,8,1,25,N,N,5,N,100.0
11,64,0,4,0,N,1,8,501,19-01700,2,2,64,0,N,8,501,100.0
12,61,0,3,0,N,1,5,228,19-01700,2,2,61,0,N,5,228,100.0
13,21,2,6,N,N,0,3,N,38-00100,1,1,21,N,N,3,N,100.0
14,49,0,6,0,N,1,7,398,19-01700,9,1,49,0,N,7,398,100.0
15,29,1,1,0,4,2,0,134,06-07502,8,1,29,0,4,0,134,100.0
16,15,1,6,N,N,0,0,N,29-01901,1,1,15,N,N,0,N,100.0
17,74,0,3,N,N,0,1,N,17-03529,2,2,74,N,N,1,N,100.0
18,84,0,3,0,2,1,9,501,06-07502,6,1,84,0,2,9,501,100.0
19,72,0,3,0,N,1,5,246,13-04600,1,2,72,0,N,5,246,100.0
20,33,0,2,N,N,0,0,N,13-04600,6,1,33,N,N,0,N,100.0
21,13,0,N,N,N,0,N,N,36-04010,1,1,13,N,N,N,N,100.0
22,48,1,1,1,5,1,3,211,19-01700,8,2,48,1,5,3,211,100.0
23,62,0,4,0,N,1,8,444,29-01901,9,2,62,0,N,8,444,100.0
24,31,0,1,0,2,2,8,501,51-01301,9,1,31,0,2,8,501,100.0
25,60,0,3,0,N,1,4,157,36-03710,2,1,60,0,N,4,157,100.0
26,75,0,3,0,N,1,7,482,06-07502,2,2,75,0,N,7,482,100.0
27,42,0,4,1,2,1,6,260,51-01301,2,2,42,1,2,6,260,100.0
28,61,1,3,0,N,1,6,264,30-00600,1,1,61,0,N,6,264,100.0
29,88,0,2,N,N,0,4,138,40-00200,1,1,88,N,N,4,138,100.0
30,37,1,6,0,2,2,2,48,06-08507,1,1,37,0,2,2,48,100.0
31,36,0,2,N,N,0,7,N,32-00405,2,1,36,N,N,7,N,100.0
32,23,0,6,0,4,1,4,501,06-08507,7,2,23,0,4,4,501,100.0
33,81,0,3,0,N,2,2,87,26-02702,2,2,81,0,N,2,87,100.0
34,39,0,6,0,N,2,8,501,51-01301,8,1,39,0,N,8,501,100.0
35,36,1,4,0,N,2,5,301,08-00803,1,1,36,0,N,5,301,100.0
36,17,0,6,2,9,1,0,199,13-04600,6,2,17,2,9,0,199,100.0
37,36,0,5,0,2,2,2,107,40-00200,3,1,36,0,2,2,107,100.0
38,29,1,4,N,N,0,0,N,13-04600,1,1,29,N,N,0,N,100.0
39,42,0,4,0,N,1,9,501,26-02702,9,1,42,0,N,9,501,100.0
40,40,3,4,0,N,2,6,413,51-51255,2,2,40,0,N,6,413,100.0
41,1,0,N,1,3,2,N,122,19-01700,6,1,1,1,3,N,122,100.0
42,5,0,N,1,3,1,N,501,19-01700,3,1,5,1,3,N,501,100.0
43,65,3,3,0,N,1,4,237,38-00100,1,1,65,0,N,4,237,100.0
44,32,1,1,3,5,1,6,331,38-00100,9,1,32,3,5,6,331,100.0
45,38,1,5,0,N,1,4,167,19-01700,1,1,38,0,N,4,167,100.0
46,43,0,5,0,N,2,7,501,51-51255,9,1,43,0,N,7,501,100.0
47,76,0,3,0,N,2,5,285,26-02702,1,1,76,0,N,5,285,100.0
48,30,0,1,1,3,1,9,501,40-00200,5,1,30,1,3,9,501,100.0
49,69,4,1,1,6,1,1,480,51-51255,8,1,69,1,6,1,480,100.0
50,25,0,6,0,N,2,7,482,17-03529,8,1,25,0,N,7,482,100.0
51,27,0,6,0,N,2,2,60,08-00803,8,2,27,0,N,2,60,100.0
52,11,0,N,2,9,1,N,199,13-04600,6,1,11,2,9,N,199,100.0
53,62,4,4,N,N,0,0,N,24-01004,8,2,62,N,N,0,N,100.0
54,48,0,5,0,4,2,2,34,40-00200,1,2,48,0,4,2,34,100.0
55,85,0,2,N,N,0,0,N,06-08507,6,2,85,N,N,0,N,100.0
56,70,0,5,N,N,0,0,N,29-01901,2,2,70,N,N,0,N,100.0
57,20,0,6,N,N,0,0,0,08-00803,2,1,20,N,N,0,0,100.0
58,50,4,4,0,N,2,6,416,24-01004,1,2,50,0,N,6,416,100.0
59,44,0,4,0,N,2,4,129,28-01100,3,1,44,0,N,4,129,100.0
60,32,1,5,0,N,2,6,227,28-01100,1,1,32,0,N,6,227,100.0
61,48,0,5,0,N,2,8,501,06-07502,1,1,48,0,N,8,501,100.0
62,84,0,3,N,N,0,1,N,17-03529,2,1,84,N,N,1,N,100.0
63,60,0,2,N,N,0,0,N,08-00803,1,2,60,N,N,0,N,100.0
64,20,0,6,0,3,1,2,324,29-01901,9,2,20,0,3,2,324,100.0
65,57,4,4,0,3,1,4,316,51-51255,1,2,57,0,3,4,316,100.0
66,52,0,1,0,4,1,5,329,01-01301,9,1,52,0,4,5,329,100.0
67,25,1,1,3,6,2,6,222,38-00100,8,1,25,3,6,6,222,100.0
68,51,0,3,0,N,2,8,501,51-01301,9,2,51,0,N,8,501,100.0
69,28,1,6,N,N,0,2,N,24-01004,1,1,28,N,N,2,N,100.0
70,55,1,4,0,N,1,8,472,19-01700,8,1,55,0,N,8,472,100.0
71,15,1,6,4,6,1,0,501,38-00100,8,1,15,4,6,0,501,100.0
72,51,2,6,0,2,1,6,501,36-03710,1,2,51,0,2,6,501,100.0
73,73,4,3,N,N,0,0,N,08-00803,1,2,73,N,N,0,N,100.0
74,31,2,1,1,3,2,8,501,51-51255,6,2,31,1,3,8,501,100.0
75,46,0,1,2,4,2,6,417,19-01700,9,2,46,2,4,6,417,100.0
76,67,0,3,0,N,2,3,137,08-00803,9,2,67,0,N,3,137,100.0
77,82,0,3,0,N,1,3,119,17-03531,8,2,82,0,N,3,119,100.0
78,32,3,5,N,N,0,3,149,36-03710,1,2,32,N,N,3,149,100.0
79,63,3,6,0,N,1,1,11,32-00405,8,2,63,0,N,1,11,100.0
80,9,0,N,2,9,1,N,199,13-04600,6,2,9,2,9,N,199,100.0
81,39,4,4,N,N,0,1,N,08-00803,9,1,39,N,N,1,N,100.0
82,59,4,1,0,7,1,5,274,32-00405,5,1,59,0,7,5,274,100.0
83,74,2,4,0,N,1,7,501,24-01004,1,2,74,0,N,7,501,100.0
84,18,1,6,N,N,0,1,N,30-00600,1,1,18,N,N,1,N,100.0
85,57,4,1,2,4,2,0,38,51-01301,8,1,57,2,4,0,38,100.0
86,52,0,1,2,9,1,5,199,13-04600,6,1,52,2,9,5,199,100.0
87,55,0,2,N,N,0,2,N,13-04600,2,2,55,N,N,2,N,100.0
88,22,0,6,N,N,0,1,N,38-00100,5,1,22,N,N,1,N,100.0
89,44,1,4,N,N,0,2,53,32-00405,1,1,44,N,N,2,53,100.0
90,38,0,1,0,2,2,9,501,38-00100,6,2,38,0,2,9,501,100.0
91,67,0,4,N,N,0,2,N,24-01004,3,2,67,N,N,2,N,100.0
92,25,0,1,1,3,2,4,122,19-01700,6,1,25,1,3,4,122,100.0
93,35,1,1,3,5,2,1,150,38-00100,9,2,35,3,5,1,150,100.0
94,14,4,N,3,5,1,N,421,26-02702,1,1,14,3,5,N,421,100.0
95,11,0,N,0,4,1,N,142,32-00405,9,2,11,0,4,N,142,100.0
96,31,0,6,1,6,1,6,501,36-04010,9,1,31,1,6,6,501,100.0
97,45,0,4,0,6,2,2,48,26-02702,9,2,45,0,6,2,48,100.0
98,33,2,1,5,7,1,1,22,40-00200,5,2,33,5,7,1,22,100.0
99,14,0,N,1,3,1,N,501,06-08507,2,1,14,1,3,N,501,100.0
100,59,0,6,0,N,1,0,0,36-03710,1,2,59,0,N,0,0,100.0
101,40,1,4,1,3,2,3,105,19-01700,8,1,40,1,3,3,105,100.0
102,47,4,1,2,4,1,8,501,51-01301,9,1,47,2,4,8,501,100.0
103,41,4,1,2,4,1,9,501,08-00803,1,1,41,2,4,9,501,100.0
104,49,4,1,0,2,1,6,199,01-01301,1,1,49,0,2,6,199,100.0
105,41,4,6,1,2,1,8,501,26-02702,1,1,41,1,2,8,501,100.0
106,71,0,1,0,2,2,6,455,36-04010,8,2,71,0,2,6,455,100.0
107,48,4,1,2,4,1,7,501,51-01301,8,1,48,2,4,7,501,100.0
108,58,0,4,0,N,1,7,501,08-00803,6,1,58,0,N,7,501,100.0
109,43,4,1,0,2,2,3,213,28-01100,8,2,43,0,2,3,213,100.0
110,23,1,2,0,3,1,4,377,40-00200,1,1,23,0,3,4,377,100.0
111,73,0,3,N,N,0,3,N,29-01901,1,1,73,N,N,3,N,100.0
112,56,4,3,0,2,2,5,187,51-01301,1,2,56,0,2,5,187,100.0
113,28,2,1,3,5,2,0,3,32-00405,1,2,28,3,5,0,3,100.0
114,40,3,4,0,N,1,6,302,32-00405,1,1,40,0,N,6,302,100.0
115,41,4,2,1,7,1,0,501,38-00100,1,2,41,1,7,0,501,100.0
116,57,0,1,0,3,2,0,253,26-02702,9,2,57,0,3,0,253,100.0
117,64,0,1,0,2,1,0,424,17-03531,1,2,64,0,2,0,424,100.0
118,13,0,N,N,N,0,N,N,38-00100,1,2,13,N,N,N,N,100.0
119,61,1,4,0,N,2,3,136,30-00600,8,2,61,0,N,3,136,100.0
120,37,0,1,3,7,1,2,105,28-01100,6,2,37,3,7,2,105,100.0
121,31,0,6,N,N,0,0,N,38-00100,3,1,31,N,N,0,N,100.0
122,53,4,1,4,12,2,8,362,30-00600,1,1,53,4,12,8,362,100.0
123,84,0,4,0,N,2,3,114,32-00405,3,1,84,0,N,3,114,100.0
124,74,0,4,0,N,1,9,501,08-00803,6,2,74,0,N,9,501,100.0
125,95,2,5,0,N,2,2,87,36-03710,1,2,95,0,N,2,87,100.0
126,29,0,6,0,3,2,7,501,36-04010,6,2,29,0,3,7,501,100.0
127,33,1,1,2,4,1,7,232,36-03710,3,1,33,2,4,7,232,100.0
128,28,1,6,0,N,2,7,415,17-03529,2,2,28,0,N,7,415,100.0
129,76,4,4,0,N,2,3,109,36-03710,3,2,76,0,N,3,109,100.0
130,57,1,6,0,2,2,2,48,40-00200,2,2,57,0,2,2,48,100.0
131,48,1,4,0,2,2,7,423,32-00405,3,1,48,0,2,7,423,100.0
132,41,1,4,0,2,1,5,247,40-00200,8,1,41,0,2,5,247,100.0
133,35,1,1,0,6,1,9,501,51-01301,2,2,35,0,6,9,501,100.0
134,62,0,3,0,N,1,2,68,28-01100,9,2,62,0,N,2,68,100.0
135,4,1,N,2,4,2,N,264,32-00405,6,2,4,2,4,N,264,100.0
136,84,0,4,0,N,2,7,501,24-01004,9,1,84,0,N,7,501,100.0
137,67,3,4,0,N,2,7,501,51-01301,1,2,67,0,N,7,501,100.0
138,58,4,1,0,7,1,4,274,32-00405,5,2,58,0,7,4,274,100.0
139,43,2,1,0,3,2,8,447,32-00405,8,1,43,0,3,8,447,100.0
140,41,1,5,0,3,1,6,475,30-00600,1,2,41,0,3,6,475,100.0
141,26,0,1,1,3,1,4,501,38-00100,4,2,26,1,3,4,501,100.0
142,35,3,4,0,N,2,8,501,08-00803,1,1,35,0,N,8,501,100.0
143,28,0,1,1,3,2,6,194,32-00405,9,1,28,1,3,6,194,100.0
144,34,0,2,0,N,2,8,501,51-01301,2,2,34,0,N,8,501,100.0
145,76,2,1,0,2,1,3,501,19-01700,1,2,76,0,2,3,501,100.0
146,69,0,3,N,N,0,6,N,40-00200,5,2,69,N,N,6,N,100.0
147,41,0,5,N,N,0,2,N,38-00100,1,2,41,N,N,2,N,100.0
148,54,3,1,3,5,2,7,371,06-07502,1,1,54,3,5,7,371,100.0
149,67,0,1,0,3,2,0,253,26-02702,9,1,67,0,3,0,253,100.0
150,16,3,6,3,5,2,1,371,06-07502,1,1,16,3,5,1,371,100.0
151,46,0,4,0,2,1,5,200,26-02702,6,2,46,0,2,5,200,100.0
152,25,4,6,0,N,2,5,213,13-04600,1,2,25,0,N,5,213,100.0
153,31,4,6,0,N,2,1,7,17-03529,2,2,31,0,N,1,7,100.0
154,78,1,4,0,N,1,3,137,19-01700,1,1,78,0,N,3,137,100.0
155,14,1,N,2,3,2,N,122,51-01301,8,1,14,2,3,N,122,100.0
156,84,4,3,0,N,1,6,393,51-51255,1,2,84,0,N,6,393,100.0
