,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE
PUMA,5.218048215738236e-15,0.011005273044561618,-0.012891844723348148,0.01275029735456783,0.0013308643428974875,0.08218229726818382,0.08943648671536904,0.12604493975482042,0.08812430661621559,-0.033597786922439185
AGEP,0.011005273044561618,0.0,-0.06709546255154687,-0.1756726512699854,0.14392641681501017,0.033896877436246836,0.44764422504690254,0.36749681398426026,0.1810722890496035,-0.533242150457129
SEX,-0.012891844723348148,-0.06709546255154687,2.6645352591003757e-15,-0.07449614388973051,-0.04142772082700111,0.009461984923765168,0.044734473057572915,0.057449595806077725,-0.011553714902285786,0.12440726856484166
MSP,0.01275029735456783,-0.1756726512699854,-0.07449614388973051,1.3322676295501878e-15,0.09622871967610286,0.07450260838414544,0.3912490650896703,0.436249847516227,0.020726214234134455,-0.1410762240514809
HISP,0.0013308643428974875,0.14392641681501017,-0.04142772082700111,0.09622871967610286,-1.2212453270876722e-15,-0.09448836034239941,-0.06739909668400734,-0.10264239024697819,-0.052906905591236036,0.12760089414227885
RAC1P,0.08218229726818382,0.033896877436246836,0.009461984923765168,0.07450260838414544,-0.09448836034239941,5.10702591327572e-15,-0.004237042764781873,-0.07056913260926667,0.0018081789328003167,0.16379175010862707
NOC,0.08943648671536904,0.44764422504690254,0.044734473057572915,0.3912490650896703,-0.06739909668400734,-0.004237042764781873,0.0,-0.6173295757430663,-0.1361687648551299,0.37734095571132775
NPF,0.12604493975482042,0.36749681398426026,0.057449595806077725,0.436249847516227,-0.10264239024697819,-0.07056913260926667,-0.6173295757430663,1.1102230246251565e-16,0.03571731668257619,0.3177113761138762
OWN_RENT,0.08812430661621559,0.1810722890496035,-0.011553714902285786,0.020726214234134455,-0.052906905591236036,0.0018081789328003167,-0.1361687648551299,0.03571731668257619,0.0,0.06666789118051555
PINCP_DECILE,-0.033597786922439185,-0.533242150457129,0.12440726856484166,-0.1410762240514809,0.12760089414227885,0.16379175010862707,0.37734095571132775,0.3177113761138762,0.06666789118051555,-3.885780586188048e-15
