,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,40,2,N,11,1,1,2,8,8,2,33,2,N,1,8,80.0
1,28,2,N,5,1,2,1,3,8,1,32,2,N,1,2,60.0
2,94,2,N,5,2,4,0,5,8,2,49,2,N,2,3,60.0
3,9,2,N,3,1,N,2,N,5,2,6,2,N,1,N,80.0
4,30,2,N,6,1,6,1,5,6,1,21,2,N,1,0,60.0
5,24,2,N,11,1,1,2,0,3,2,34,2,N,1,4,60.0
6,18,2,N,3,1,6,1,1,8,2,15,2,N,1,0,60.0
7,73,2,N,4,1,3,2,2,6,1,51,2,N,1,3,60.0
8,28,2,N,7,1,2,2,2,5,2,28,2,N,1,0,80.0
9,45,2,N,5,1,2,2,6,3,2,44,2,N,1,4,60.0
10,47,2,N,8,1,1,1,6,5,1,44,1,N,1,1,40.0
11,36,2,N,4,1,4,1,7,8,1,54,2,N,1,9,60.0
12,50,2,N,10,1,4,2,3,9,1,84,2,N,1,7,60.0
13,69,2,N,12,1,1,2,9,8,1,51,1,N,1,3,40.0
14,69,2,N,8,1,4,2,4,6,2,64,2,N,1,7,60.0
15,60,2,N,6,2,4,0,0,9,1,39,2,N,2,1,60.0
16,51,2,N,12,1,5,2,9,1,1,50,2,N,1,9,80.0
17,62,2,N,9,1,3,2,5,6,1,69,2,N,1,4,60.0
18,83,2,N,3,1,2,2,3,8,2,83,2,N,1,2,80.0
19,43,2,5,10,1,4,1,9,9,1,42,2,N,1,9,60.0
20,65,2,N,3,1,2,2,9,1,1,60,2,N,1,6,60.0
21,39,2,N,4,1,2,1,6,8,1,54,2,N,1,3,60.0
22,66,2,N,7,1,1,1,5,7,1,66,1,N,1,6,60.0
23,60,2,N,5,3,2,0,2,3,1,77,1,N,3,3,40.0
24,67,2,N,6,1,3,2,1,1,1,68,2,N,1,3,60.0
25,52,2,N,8,1,5,2,0,9,1,54,2,N,1,3,60.0
26,67,2,N,5,1,3,1,3,8,2,76,2,N,1,2,60.0
27,56,2,N,8,1,2,2,2,9,2,40,1,N,1,7,40.0
28,83,2,N,4,1,3,2,7,9,2,63,1,N,1,1,40.0
29,22,2,N,9,3,6,0,6,9,1,56,2,N,3,1,60.0
30,29,2,N,10,1,6,2,5,3,2,66,2,N,1,2,60.0
31,29,2,N,10,3,2,0,0,1,2,35,2,N,3,3,60.0
32,34,2,N,6,1,1,1,6,5,2,61,2,N,1,0,60.0
33,86,2,N,1,1,3,1,4,8,2,74,2,N,1,0,60.0
34,60,2,N,1,1,4,2,7,8,1,40,2,N,1,3,60.0
35,69,2,N,1,1,4,1,7,6,2,49,2,N,1,2,60.0
36,55,2,N,4,3,5,0,0,1,1,56,1,N,3,1,40.0
37,2,2,N,N,1,N,1,N,7,2,2,2,N,1,N,100.0
38,45,2,N,8,1,4,1,9,6,2,66,2,N,1,8,60.0
39,59,2,N,6,1,1,1,4,8,2,57,2,N,1,9,60.0
40,13,2,N,3,1,N,1,N,7,2,13,2,N,1,N,100.0
41,49,2,N,10,1,5,2,0,6,2,31,2,N,1,4,60.0
42,76,2,N,7,1,5,2,3,3,2,49,2,N,1,2,60.0
43,70,2,N,10,3,4,0,6,1,1,77,1,N,2,2,20.0
44,31,2,N,5,1,5,2,4,3,1,36,2,N,1,2,60.0
45,43,2,N,5,1,2,1,2,9,2,79,2,N,1,5,60.0
46,50,2,6,7,1,1,1,8,5,1,47,2,N,1,4,40.0
47,76,2,N,3,1,3,1,2,6,1,89,2,N,1,6,60.0
48,83,2,N,8,1,6,2,2,3,1,21,2,N,1,3,60.0
49,14,2,N,3,2,N,0,N,9,1,10,2,N,2,N,80.0
50,42,2,N,10,1,2,2,1,8,1,38,2,N,1,6,60.0
51,55,2,N,5,2,5,0,2,2,1,56,2,N,3,1,40.0
52,37,2,N,11,1,6,2,9,9,1,30,2,N,1,6,60.0
53,61,2,N,3,2,4,0,3,2,1,70,2,N,2,1,60.0
54,49,2,N,5,1,4,1,8,7,2,49,2,N,1,7,80.0
55,73,2,N,12,3,2,0,9,1,1,30,2,N,3,8,60.0
56,80,1,N,12,1,4,2,6,6,1,49,2,N,1,8,40.0
57,36,2,N,4,1,4,1,4,9,1,46,2,N,1,7,60.0
58,14,2,N,4,1,N,2,N,9,1,14,2,N,1,N,100.0
59,31,2,N,3,2,2,0,0,2,1,60,2,N,2,0,80.0
60,33,2,N,3,1,5,2,4,2,2,74,1,N,1,2,40.0
61,66,1,N,3,1,2,1,2,8,2,45,2,N,1,8,40.0
62,56,2,N,9,3,5,0,7,1,1,63,2,N,2,0,40.0
63,34,2,N,8,1,2,1,6,9,2,40,2,N,1,0,60.0
64,72,2,N,4,2,5,0,2,2,2,70,2,N,2,0,60.0
65,93,2,N,1,1,4,1,3,8,2,40,2,N,1,5,60.0
66,19,2,N,5,3,6,0,2,3,1,19,2,N,3,0,80.0
67,34,2,N,3,3,6,0,0,2,2,19,2,N,3,0,80.0
68,80,2,N,8,1,3,2,0,9,2,51,2,N,1,8,60.0
69,59,2,N,6,1,5,1,5,2,2,59,2,N,1,3,80.0
70,43,2,N,9,1,4,2,7,3,2,47,2,N,1,6,60.0
71,6,2,N,1,1,N,1,N,5,1,4,2,N,1,N,80.0
72,51,2,N,8,1,4,1,2,6,1,44,2,N,1,6,60.0
