,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,0.0,-0.007515361119095926,0.06494823777531139,0.06844130486091753,,0.004676925390204173,0.09092776426415788,0.0755041266692793,,
SEX,-0.007515361119095912,0.0,0.00724488957382665,-0.015528017167030676,,-0.008939830955256859,-0.02820664219975865,0.10397480373965585,,
MSP,0.06494823777531136,0.007244889573826654,0.0,-0.08191125355855643,,-0.036330004568434736,0.1453114831359302,0.13134722524637155,,
RAC1P,0.06844130486091751,-0.01552801716703067,-0.08191125355855643,0.0,,-0.05347166258776443,0.028745417683097355,0.054026632557133566,,
HOUSING_TYPE,,,,,,,,,,
OWN_RENT,0.004676925390204145,-0.00893983095525686,-0.036330004568434736,-0.053471662587764424,,0.0,-0.00019383911782478586,-0.013818001081560512,,
EDU,0.09092776426415794,-0.02820664219975865,0.14531148313593015,0.028745417683097345,,-0.00019383911782478586,0.0,-0.03802713290688786,,
PINCP_DECILE,0.0755041266692793,0.10397480373965584,0.13134722524637146,0.05402663255713357,,-0.013818001081560491,-0.03802713290688764,0.0,,
DVET,,,,,,,,,,
DEYE,,,,,,,,,,
