,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,65,2,N,12,1,1,2,9,9,1,36,2,N,1,8,60.0
1,36,2,N,3,1,1,2,5,9,1,40,2,N,1,2,60.0
2,18,2,N,7,1,6,2,4,9,2,20,2,N,1,2,60.0
3,22,2,N,3,1,4,2,2,1,1,56,2,N,1,2,80.0
4,70,2,N,2,1,1,2,7,6,2,65,2,N,1,2,60.0
5,18,2,N,10,1,1,2,5,2,1,44,2,N,1,0,60.0
6,80,2,N,6,1,5,1,9,1,2,44,2,N,1,4,60.0
7,79,2,N,1,1,2,2,2,1,2,94,2,N,1,7,60.0
8,52,2,N,8,1,6,1,2,9,2,31,2,N,1,7,60.0
9,52,2,N,12,1,6,1,3,6,2,45,2,N,1,9,60.0
10,36,2,N,1,1,6,1,0,2,1,26,2,N,1,0,80.0
11,51,2,N,1,1,3,1,8,6,2,84,2,N,1,2,60.0
12,68,2,N,12,1,2,1,2,1,1,69,2,N,1,9,60.0
13,80,2,N,3,1,3,2,2,1,1,67,1,N,1,1,40.0
14,50,2,N,9,1,3,1,8,6,2,81,2,N,1,2,60.0
15,50,2,N,12,1,4,2,7,1,1,72,2,N,1,2,60.0
16,49,2,N,3,1,4,1,0,6,2,63,2,N,1,3,60.0
17,37,2,N,7,1,4,2,4,6,1,54,2,N,1,2,60.0
18,15,2,N,3,1,6,1,9,2,2,15,2,N,1,0,80.0
19,20,2,N,6,1,1,1,0,2,1,50,2,N,1,6,60.0
20,50,2,N,5,1,1,2,7,6,2,72,2,N,1,1,60.0
21,55,2,N,5,1,2,1,8,6,1,49,2,N,1,0,60.0
22,57,2,N,7,1,6,2,5,6,1,30,2,N,1,6,60.0
23,52,2,N,10,1,6,2,7,6,2,28,2,N,1,9,60.0
24,56,2,N,7,1,1,2,6,2,1,34,2,N,1,3,60.0
25,37,2,N,8,1,1,1,0,2,1,60,2,N,1,5,60.0
26,48,2,N,9,1,5,2,9,1,1,50,2,N,1,9,80.0
27,49,2,N,4,1,N,1,8,6,1,14,2,N,1,N,60.0
28,81,2,N,8,1,3,1,8,6,1,83,2,N,1,6,60.0
29,34,2,N,7,1,6,1,9,9,2,19,2,N,1,1,60.0
