,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,61,2,N,7,1,4,2,3,9,1,61,2,N,1,3,100.0
1,60,2,N,2,1,1,1,0,1,2,60,2,N,1,0,100.0
2,76,2,N,1,1,3,2,2,1,2,76,2,N,1,2,100.0
3,61,2,N,6,1,1,1,0,5,2,61,2,N,1,0,100.0
4,2,2,N,N,3,N,0,N,2,2,2,2,N,3,N,100.0
5,54,2,N,8,1,1,1,6,5,2,54,2,N,1,6,100.0
6,34,2,N,7,1,6,2,5,5,1,34,2,N,1,5,100.0
7,51,2,N,7,3,4,0,4,2,1,51,2,N,3,4,100.0
8,78,2,N,1,1,6,1,5,5,1,78,2,N,1,5,100.0
9,31,2,N,7,1,5,2,3,8,1,31,2,N,1,3,100.0
10,40,2,N,8,1,6,2,0,5,2,40,2,N,1,0,100.0
11,60,2,N,10,1,5,2,2,8,2,60,2,N,1,2,100.0
12,56,1,N,4,3,5,0,1,1,1,56,1,N,3,1,100.0
13,60,2,N,3,3,6,0,0,6,2,60,2,N,3,0,100.0
