,feature,divergence
23,WGTP,2.4838877909530077
1,AGEP,1.5896618625277164
22,PWGTP,1.164176245210728
14,PINCP,0.9593867011520487
11,INDP,0.7404556907764046
15,PINCP_DECILE,0.419470717008562
12,INDP_CAT,0.31558273667462217
7,NPF,0.2736507032776492
13,EDU,0.23057532621589555
16,POVPIP,0.07569719831060387
3,MSP,0.06394445407330819
2,SEX,0.05115466275836367
6,NOC,0.03738055365221972
18,DREM,0.017724917275394894
5,RAC1P,0.015683799662584992
9,OWN_RENT,0.008462476874815668
19,DPHY,0.005911484247206861
17,DVET,0.004037001282597336
21,DEAR,0.0025677826832125675
8,HOUSING_TYPE,0.0016363018162241817
4,HISP,0.0008531143234009435
20,DEYE,0.0008270770278946057
10,DENSITY,0.0
0,PUMA,0.0
