,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,52,2,5,2,1,2,N,8,0,1,N,N,5,0,6,1,29100.0,5,245,48-02516,364,9,2,368,52,2,5,2,1,2,N,1,N,0,6,27900.0,5,240,357,356,75.0
1,39,2,7,2,2,2,N,5,1,1,4390,4,1,2,4,1,22900.0,4,320,48-02510,114,1,1,114,35,2,7,2,2,2,N,1,3990,2,4,20000.0,4,295,106,105,62.5
2,36,2,2,2,2,2,N,9,0,1,7870,11,1,1,3,2,64600.0,7,492,48-02102,55,1,2,54,35,2,2,2,2,2,N,1,7860,1,3,62500.0,7,492,53,52,68.75
3,62,2,7,2,2,2,N,9,0,1,4990,1,1,0,2,1,23500.0,9,501,48-02507,109,1,1,110,60,2,7,2,2,2,N,1,490,0,2,220000.0,9,501,105,106,68.75
4,27,2,6,2,2,2,N,7,0,1,6470,7,6,1,2,2,246700.0,4,187,48-02515,258,2,1,205,27,2,6,2,2,2,N,1,6390,1,2,24000.0,4,183,253,202,68.75
5,36,2,6,2,2,2,N,5,0,1,1490,3,6,1,2,1,74500.0,7,440,48-02515,82,1,1,82,45,2,6,2,2,2,N,1,770,0,N,8500.0,2,64,126,126,43.75
6,3,2,7,2,N,N,N,N,0,1,N,N,N,1,3,2,N,N,165,48-02510,99,9,1,72,2,2,7,2,N,N,N,1,N,1,3,N,N,154,92,67,75.0
7,54,2,2,2,2,2,N,8,0,1,5790,6,4,0,2,1,56700.0,6,339,48-02101,83,1,1,83,54,2,2,2,2,2,N,1,4870,0,N,5000.0,2,37,57,47,56.25
8,62,2,2,2,2,2,N,7,0,1,8564,13,3,0,N,1,59000.0,2,418,48-02101,71,1,2,72,58,2,2,2,2,2,N,1,8470,0,N,5400.0,2,40,64,65,62.5
9,66,1,6,2,2,2,N,4,0,1,1180,3,1,0,2,1,79200.0,7,500,48-02515,63,1,1,66,67,2,6,2,2,2,N,1,770,0,2,27000.0,5,450,15,15,50.0
