,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,84,0,5,0,N,2,4,151,06-08507,1,2,39,1,2,2,40,0.0
1,90,4,3,1,3,0,0,N,08-00803,1,2,73,N,N,0,N,40.0
2,70,1,4,0,N,2,0,171,32-00405,9,1,61,0,N,3,97,40.0
3,59,0,4,0,N,1,4,198,30-00600,9,1,73,1,4,4,108,20.0
4,83,3,6,0,3,2,3,246,17-03529,1,2,40,0,N,4,180,20.0
5,84,0,3,0,N,2,1,71,32-00405,9,1,61,0,N,3,116,40.0
6,38,0,2,3,5,2,6,380,26-02702,6,2,29,0,N,0,0,0.0
7,80,0,3,2,4,0,5,143,17-03529,2,2,74,N,N,1,N,0.0
8,65,3,3,0,2,1,7,501,51-01301,1,2,90,0,N,7,501,60.0
9,70,1,1,0,2,1,0,378,13-04600,8,1,58,0,3,2,261,20.0
10,26,0,1,0,2,2,N,49,17-03529,8,1,33,0,2,0,188,40.0
11,20,3,6,0,2,1,N,233,06-08507,1,2,23,0,2,3,113,40.0
12,78,0,5,0,N,2,9,501,06-07502,1,2,58,0,N,4,152,40.0
13,6,0,N,3,5,1,9,501,24-01004,8,1,10,2,4,N,501,20.0
14,41,0,1,0,2,1,0,118,40-00200,2,1,57,0,2,0,86,60.0
15,80,1,3,0,N,1,1,501,51-01301,1,2,85,0,2,2,123,20.0
16,70,2,1,0,6,2,8,149,32-00405,8,1,43,0,3,8,447,40.0
17,27,1,5,2,4,1,5,194,32-00405,8,2,64,0,2,0,28,0.0
18,4,4,N,0,3,1,7,501,26-02702,1,1,14,3,5,N,421,0.0
19,38,4,2,2,4,1,2,501,51-01301,1,2,16,1,4,1,501,40.0
20,56,0,1,0,3,1,N,501,26-02702,3,2,52,0,2,9,501,40.0
21,70,2,1,0,2,2,2,47,51-51255,1,2,28,0,2,7,501,40.0
22,67,3,1,3,4,1,9,501,24-01004,1,1,61,0,2,9,501,40.0
23,22,1,6,N,N,2,5,264,32-00405,9,2,15,1,2,0,72,0.0
24,48,0,4,0,N,2,0,501,17-03529,9,2,65,0,N,2,107,40.0
25,9,2,N,6,8,2,5,48,24-01004,1,2,10,4,6,N,501,0.0
26,70,0,3,N,N,1,N,489,36-04010,1,2,75,0,3,8,501,0.0
27,34,0,6,0,5,2,9,501,26-02702,3,1,21,0,N,3,114,20.0
28,33,4,6,3,5,2,3,102,32-00405,9,2,55,0,N,1,6,0.0
29,55,0,4,0,N,1,1,501,13-04600,7,2,49,0,N,7,381,40.0
30,61,0,4,4,5,2,2,179,38-00100,3,2,38,0,10,1,44,0.0
31,20,0,6,2,3,2,1,7,08-00803,8,2,27,0,N,2,60,0.0
32,65,2,1,2,6,1,0,501,24-01004,1,1,62,0,3,9,501,20.0
33,37,2,1,0,3,2,1,37,40-00200,1,1,31,2,4,5,97,0.0
34,64,0,4,0,N,2,7,349,17-03531,1,2,63,0,N,8,501,40.0
35,66,0,4,0,N,1,4,305,32-00405,9,2,68,0,3,6,501,20.0
36,41,1,1,0,2,2,4,273,51-51255,8,2,36,0,2,8,501,40.0
37,63,4,4,2,3,1,8,501,26-02702,1,2,52,1,2,5,184,0.0
38,56,0,4,0,N,2,3,113,51-01301,6,2,47,0,N,9,501,40.0
39,35,0,1,0,2,2,4,190,06-07502,9,2,46,2,4,2,501,0.0
40,13,4,N,1,6,2,3,109,06-08507,1,1,4,2,4,N,501,0.0
41,52,0,6,0,N,1,2,165,40-00200,7,2,17,3,4,0,2,0.0
42,24,1,6,0,N,1,3,101,30-00600,3,2,35,0,6,1,199,20.0
43,95,0,5,0,N,0,1,N,30-00600,1,1,51,N,N,0,N,40.0
44,30,1,6,0,N,1,3,182,51-51255,9,2,36,0,N,8,501,40.0
45,64,4,4,N,N,2,N,188,06-08507,1,1,48,0,N,9,501,20.0
46,85,0,2,3,5,1,N,501,17-03529,9,1,58,1,4,4,501,20.0
47,52,0,2,0,N,1,3,501,06-07502,6,2,51,1,2,7,392,0.0
48,51,0,4,4,5,1,1,224,29-01901,9,2,62,0,N,8,444,0.0
49,33,4,1,2,4,1,4,188,24-01004,2,2,37,1,3,7,344,0.0
50,40,1,6,0,2,2,N,211,19-01700,9,2,17,1,2,0,0,20.0
51,0,1,N,3,4,1,5,365,30-00600,9,1,11,3,6,N,63,20.0
52,63,0,6,0,N,0,0,N,17-03529,9,2,20,N,N,0,N,60.0
53,69,1,4,0,3,1,4,199,01-01301,1,1,70,0,2,0,176,20.0
54,64,0,3,0,N,0,0,N,36-03710,2,2,95,N,N,0,N,60.0
55,87,2,1,1,4,2,9,501,51-01301,1,1,42,2,4,7,282,20.0
56,23,0,2,0,3,0,N,N,51-01301,1,1,84,N,N,3,N,20.0
57,21,2,6,0,N,2,2,70,17-03529,2,2,19,0,2,2,84,40.0
58,21,1,6,0,N,2,0,0,40-00200,2,2,57,0,2,2,48,20.0
59,20,0,5,0,N,0,7,N,01-01301,2,1,37,N,N,5,189,20.0
60,39,0,2,N,N,2,2,396,51-01301,2,1,55,0,N,2,91,40.0
61,33,3,6,2,4,2,9,501,51-51255,1,1,28,0,N,6,404,0.0
62,69,1,3,N,N,2,N,352,30-00600,1,2,66,0,N,2,99,20.0
63,56,0,2,0,N,2,N,368,17-03529,6,2,27,0,N,1,39,40.0
64,21,0,6,1,3,1,4,282,13-04600,6,2,17,2,9,0,199,0.0
65,51,0,5,0,3,2,4,138,19-01700,6,1,54,0,N,9,501,20.0
66,61,0,4,0,2,1,5,441,38-00100,5,1,53,0,N,4,228,20.0
67,62,0,1,0,4,2,2,41,36-04010,8,2,71,0,2,6,455,20.0
68,85,0,1,1,2,1,9,501,30-00600,5,1,28,3,5,4,83,0.0
69,11,1,N,1,3,1,5,220,13-04600,1,2,7,1,3,N,321,40.0
70,79,0,4,0,2,0,0,N,36-03710,2,2,48,N,N,2,49,0.0
71,64,4,6,1,3,2,7,501,51-51255,9,1,41,0,2,7,455,20.0
