,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,13,2,N,2,4,1,N,115,48-02507,1,1,13,2,3,N,115,80.0
1,41,0,6,0,2,1,0,150,48-02102,6,2,16,1,3,0,295,20.0
2,8,2,N,3,5,2,N,33,48-02516,1,2,3,1,2,N,189,20.0
3,46,1,5,0,N,2,6,301,48-02102,1,1,66,0,N,7,428,40.0
4,15,1,6,2,4,1,0,463,48-02516,8,1,21,0,5,4,287,0.0
5,26,0,6,N,N,0,3,N,48-02510,9,2,60,N,N,1,N,60.0
6,63,0,3,0,2,1,2,398,48-02101,6,2,92,0,4,2,413,40.0
7,17,4,6,1,4,1,3,501,48-02510,9,2,22,0,3,1,481,0.0
8,17,4,6,3,7,1,1,5,48-02510,9,1,18,0,3,3,481,0.0
9,57,2,1,0,2,1,5,501,48-02516,8,2,38,3,5,5,261,20.0
10,55,0,3,0,N,1,8,501,48-02510,6,2,50,0,3,7,252,20.0
11,52,4,4,0,N,2,4,137,48-02101,1,2,27,2,3,3,91,0.0
12,27,1,2,0,N,1,7,380,48-02515,8,2,32,3,8,0,210,0.0
13,17,4,6,2,4,1,0,137,48-02507,8,2,27,2,8,3,201,20.0
14,66,4,6,0,2,1,3,122,48-02102,1,2,20,0,4,2,406,20.0
15,18,2,6,1,4,1,4,501,48-02510,8,1,39,3,4,9,501,40.0
16,86,0,5,N,N,0,2,N,48-02101,1,2,40,N,N,6,N,60.0
17,29,0,1,0,2,2,6,390,48-02516,3,2,29,0,2,6,439,80.0
18,28,2,1,2,4,1,0,63,48-02102,8,2,30,2,4,0,196,60.0
19,5,4,N,2,4,2,N,321,48-02515,1,2,6,2,4,N,321,80.0
20,21,1,5,2,5,2,3,200,48-02507,1,2,55,0,2,6,430,0.0
21,80,4,4,3,5,2,6,209,48-02515,8,2,49,0,N,3,128,0.0
22,35,0,5,N,N,0,0,N,48-02515,1,2,47,N,N,0,N,80.0
23,36,0,6,0,N,2,8,501,48-02510,7,1,59,0,N,8,501,80.0
24,13,0,N,3,7,1,N,95,48-02516,9,2,13,2,4,N,292,40.0
25,48,1,4,N,N,0,2,4,48-02510,1,2,84,N,N,2,N,60.0
26,86,1,3,0,N,1,5,283,48-02510,1,2,67,0,N,3,93,40.0
27,27,4,2,N,N,0,0,4,48-02515,1,2,27,N,N,0,N,80.0
28,48,1,1,0,2,1,3,43,48-02101,9,1,64,0,2,9,501,40.0
29,60,4,6,0,N,2,2,82,48-02507,1,2,23,1,2,2,57,20.0
30,27,4,4,2,8,1,0,501,48-02102,1,2,27,3,5,7,264,20.0
31,11,4,N,3,5,1,N,264,48-02102,9,1,0,1,3,N,210,20.0
32,60,1,6,N,N,0,2,N,48-02510,1,2,87,N,N,2,N,80.0
33,49,0,4,2,4,2,8,501,48-02515,9,2,36,0,N,8,501,40.0
34,52,0,5,0,N,2,9,501,48-02510,1,1,49,0,N,8,501,60.0
35,62,0,3,0,3,1,5,501,48-02516,2,2,70,0,4,5,501,60.0
36,9,4,N,2,4,2,N,321,48-02515,1,1,9,2,4,N,321,100.0
37,8,4,N,3,5,1,N,264,48-02102,1,2,5,3,5,N,264,80.0
38,30,1,5,0,N,2,2,59,48-02515,1,2,24,0,2,2,311,40.0
39,1,0,N,3,5,2,N,13,48-02507,9,2,4,3,4,N,89,40.0
40,43,4,1,2,5,2,7,293,48-02515,8,1,22,0,2,7,439,20.0
41,1,0,N,1,2,2,N,75,48-02515,2,1,2,1,2,N,75,80.0
42,3,1,N,1,3,2,N,365,48-02101,1,2,2,2,3,N,119,40.0
43,24,0,6,N,N,0,3,N,48-02507,1,2,39,N,N,0,0,40.0
44,44,4,1,0,5,2,8,501,48-02516,8,1,44,1,3,8,336,40.0
45,23,1,5,0,N,2,5,227,48-02101,1,1,35,2,3,5,226,20.0
46,22,1,2,0,2,2,4,141,48-02101,1,2,25,0,N,0,0,20.0
47,57,0,1,0,5,1,2,501,48-02515,3,2,43,0,4,1,330,20.0
48,21,1,6,1,4,1,3,450,48-02101,9,1,18,1,6,1,501,20.0
49,86,0,1,0,2,1,8,501,48-02102,3,1,49,0,3,8,501,60.0
50,17,2,6,11,3,1,0,136,48-02510,1,2,15,1,3,0,501,40.0
51,51,0,4,0,3,1,3,302,48-02102,6,2,77,0,N,3,109,40.0
52,71,0,3,0,N,2,3,138,48-02516,2,2,62,0,N,3,80,60.0
53,62,0,4,0,5,1,2,374,48-02102,9,1,56,0,N,8,501,20.0
54,19,0,6,2,5,2,2,458,48-02101,9,2,25,2,3,0,0,20.0
55,47,4,1,1,5,1,1,202,48-02516,3,2,21,0,2,2,327,0.0
56,66,1,2,N,N,0,3,N,48-02515,1,2,92,N,N,2,N,60.0
57,61,0,4,0,N,1,7,458,48-02515,9,1,64,0,N,7,418,60.0
58,7,1,N,3,5,1,N,139,48-02515,8,2,14,3,6,N,109,40.0
59,24,1,6,0,4,2,4,501,48-02516,1,1,22,1,4,0,317,20.0
60,7,1,N,2,4,2,N,291,48-02507,2,2,3,2,4,N,317,60.0
61,15,4,6,0,6,1,0,501,48-02101,1,1,18,0,2,0,164,40.0
62,36,2,6,3,5,2,0,293,48-02515,8,2,70,3,6,2,187,20.0
63,64,0,5,N,N,0,3,N,48-02515,2,2,56,N,N,2,70,40.0
64,92,1,3,0,N,2,2,46,48-02102,1,2,84,0,3,2,501,40.0
65,69,4,4,0,N,1,6,307,48-02510,1,1,80,0,N,6,315,60.0
66,63,0,4,0,N,2,2,82,48-02507,9,1,30,4,5,5,87,0.0
67,63,4,1,0,5,1,9,501,48-02510,8,2,44,2,4,9,501,40.0
68,61,1,2,0,3,1,2,447,48-02515,1,1,79,2,8,2,501,20.0
69,54,0,4,0,N,1,7,433,48-02510,6,2,56,0,4,8,501,20.0
70,48,0,6,0,N,1,5,218,48-02515,9,2,26,0,3,4,501,20.0
71,37,1,5,2,5,1,7,408,48-02101,1,1,53,0,2,1,211,0.0
72,0,1,N,1,2,2,N,130,48-02101,3,1,14,2,4,N,501,20.0
73,45,1,1,1,4,1,6,315,48-02101,3,2,64,0,2,3,501,0.0
74,0,1,N,2,4,2,N,407,48-02102,2,2,10,2,5,N,393,40.0
75,81,0,5,0,N,1,0,0,48-02510,1,1,53,0,3,9,501,20.0
76,30,0,2,1,3,2,4,64,48-02101,2,2,63,0,N,4,176,20.0
77,80,0,4,0,2,1,3,366,48-02507,6,2,64,0,2,1,355,40.0
78,77,0,4,0,2,1,3,197,48-02507,6,1,41,0,2,8,501,40.0
79,30,2,1,11,3,2,7,149,48-02516,1,2,45,0,2,7,501,20.0
80,20,1,6,1,2,2,0,56,48-02515,8,1,31,0,N,4,182,0.0
81,25,0,6,0,4,1,8,326,48-02516,3,2,25,0,4,8,304,80.0
82,18,0,6,1,4,1,0,455,48-02102,3,2,18,1,4,0,455,100.0
83,11,2,N,2,4,2,N,252,48-02510,1,2,11,2,4,N,132,80.0
84,14,0,N,2,4,1,N,417,48-02102,6,2,2,1,3,N,44,20.0
85,14,2,N,2,6,1,N,443,48-02516,8,2,13,3,5,N,261,20.0
86,57,0,4,N,N,0,8,501,48-02507,2,1,42,N,N,8,501,80.0
87,11,0,N,2,4,1,N,501,48-02515,6,2,1,1,3,N,501,40.0
88,65,0,3,0,2,1,7,484,48-02102,6,2,63,0,N,8,496,20.0
89,63,2,1,0,2,1,7,246,48-02510,8,1,59,0,2,7,501,60.0
90,52,1,6,0,2,2,2,177,48-02507,9,1,19,0,2,3,276,40.0
91,65,2,1,3,5,2,0,83,48-02515,1,1,38,2,4,0,252,20.0
92,40,2,2,2,3,2,0,300,48-02510,1,1,15,0,2,0,501,20.0
93,41,0,1,0,2,1,6,324,48-02507,8,1,57,0,4,6,324,60.0
94,44,0,2,N,N,0,4,N,48-02515,2,1,54,N,N,0,0,40.0
95,68,4,1,0,5,1,4,292,48-02510,8,1,37,0,2,8,501,20.0
96,41,1,4,0,N,2,6,341,48-02507,1,1,33,0,N,7,382,40.0
97,43,0,4,0,N,1,2,67,48-02516,2,1,46,2,3,4,113,0.0
98,61,1,4,0,N,2,3,120,48-02515,2,2,54,0,N,0,0,40.0
99,12,0,N,1,4,1,N,284,48-02102,3,1,13,1,4,N,455,60.0
100,34,0,5,2,3,1,6,305,48-02507,1,1,54,0,N,9,501,0.0
101,76,0,4,0,2,1,8,501,48-02102,3,2,69,0,N,3,109,20.0
