,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,79,2,N,5,3,5,0,5,8,1,41,2,N,2,5,60.0
1,12,2,N,3,1,N,0,6,9,1,10,2,N,2,N,40.0
2,94,2,N,10,1,3,2,0,9,2,80,2,N,1,4,60.0
3,79,2,N,5,1,5,2,3,8,1,26,1,N,1,0,40.0
4,62,2,N,1,1,6,1,6,8,2,44,2,N,1,7,60.0
5,65,2,N,6,1,3,2,5,1,1,68,2,N,1,3,60.0
6,36,2,N,6,3,6,0,3,3,2,59,2,N,3,3,80.0
7,79,2,N,11,1,3,1,5,6,2,66,2,N,1,9,60.0
8,79,2,N,6,1,5,1,4,3,2,43,2,N,1,6,60.0
9,73,2,N,11,3,6,0,1,2,2,25,2,N,3,0,60.0
10,50,2,N,1,1,2,1,4,8,1,61,2,N,1,6,60.0
11,44,2,N,4,1,N,1,6,8,2,14,2,N,1,N,60.0
12,78,2,N,1,2,N,0,0,2,2,3,2,N,3,N,40.0
13,64,2,N,4,1,4,1,0,5,2,29,2,N,1,4,60.0
14,91,2,N,9,1,5,2,4,8,2,36,2,N,1,3,60.0
15,54,2,N,7,1,2,1,9,6,2,60,2,N,1,0,60.0
16,69,2,N,6,3,6,0,N,8,2,19,2,N,3,0,60.0
17,67,2,N,1,1,4,2,5,2,2,38,2,N,1,1,60.0
18,77,2,N,9,2,2,0,1,2,1,72,2,N,2,4,60.0
19,66,2,N,7,1,3,2,N,6,1,68,1,N,1,3,40.0
20,37,2,N,7,1,5,1,9,6,2,27,2,N,1,4,60.0
21,4,2,N,11,1,3,1,5,2,1,44,2,N,1,1,60.0
22,65,2,N,4,3,5,1,2,3,1,71,2,N,1,3,40.0
23,44,2,N,6,1,4,1,6,9,1,25,2,N,1,2,60.0
24,13,2,N,3,2,N,0,6,1,2,13,2,N,2,N,80.0
25,69,2,N,3,1,5,1,4,6,2,65,2,N,1,0,60.0
26,67,1,N,12,1,2,1,3,6,1,38,2,N,1,9,40.0
27,40,2,N,1,1,4,2,5,6,2,73,2,N,1,2,60.0
28,42,2,N,4,1,5,1,4,8,2,64,2,N,1,0,60.0
29,4,2,N,10,1,5,2,9,6,2,31,2,N,1,4,60.0
30,57,2,N,1,1,2,1,4,6,2,68,2,N,1,0,60.0
31,66,2,N,3,2,3,2,1,8,1,68,2,N,1,2,40.0
32,90,2,N,10,1,3,1,7,5,1,67,2,N,1,2,60.0
33,63,2,N,5,2,5,0,N,2,1,56,2,N,3,1,40.0
34,55,2,N,12,1,4,2,4,6,1,49,2,N,1,8,60.0
35,24,2,N,12,1,2,2,8,6,2,29,2,N,1,0,60.0
36,43,2,N,9,1,2,1,9,3,2,42,2,N,1,7,60.0
37,77,2,N,10,1,5,2,0,8,2,60,2,N,1,2,60.0
38,1,2,N,12,1,2,2,2,3,2,36,2,N,1,3,60.0
39,24,2,N,10,1,2,1,9,3,2,66,1,N,1,9,60.0
40,64,2,N,5,1,3,0,N,2,1,79,2,N,2,5,40.0
41,72,2,N,8,1,4,1,6,6,1,44,2,N,1,6,80.0
42,5,2,N,1,1,6,2,9,7,1,25,2,N,1,9,80.0
43,65,2,N,6,1,2,2,6,8,1,59,2,N,1,2,60.0
44,69,2,N,9,1,3,2,N,2,1,65,2,N,1,4,60.0
45,78,2,N,1,1,1,2,8,8,1,77,2,N,1,2,60.0
46,14,2,N,4,1,N,1,N,1,1,14,2,N,1,N,100.0
47,23,2,N,8,1,2,2,0,1,2,51,2,N,1,9,60.0
48,27,1,N,10,2,2,0,7,1,2,35,2,N,3,3,20.0
49,92,2,N,12,1,3,1,7,9,1,81,2,N,1,2,60.0
50,57,2,N,7,3,2,0,7,6,1,50,2,N,2,0,40.0
51,24,2,N,1,1,4,2,4,8,1,40,2,N,1,3,60.0
52,18,2,N,12,1,2,1,8,1,1,50,2,N,1,3,60.0
53,62,2,N,3,2,3,0,0,2,2,78,2,N,2,0,80.0
54,64,2,N,4,1,3,2,0,8,1,76,2,N,1,3,60.0
55,21,2,N,6,3,4,0,0,1,2,69,2,N,2,2,40.0
56,59,2,N,8,2,4,0,2,3,2,67,2,N,2,2,80.0
57,38,2,N,12,3,2,0,0,1,1,30,2,N,3,8,60.0
58,54,2,N,12,1,5,2,8,1,1,50,2,N,1,9,60.0
59,71,2,N,5,1,2,1,6,8,2,30,2,N,1,5,60.0
60,15,2,N,3,3,6,0,0,2,2,19,2,N,3,0,80.0
61,5,2,N,1,1,4,1,9,8,2,40,2,N,1,5,60.0
62,46,2,N,9,2,5,0,6,1,2,75,2,N,2,5,60.0
63,51,2,N,10,1,2,2,6,8,1,38,2,N,1,6,80.0
64,72,2,N,5,3,4,1,0,8,1,41,2,N,1,5,40.0
65,60,2,N,3,1,4,2,9,9,1,70,2,N,1,5,60.0
66,49,2,N,3,2,5,0,4,1,2,54,2,N,3,1,40.0
67,15,2,N,1,1,4,1,9,3,1,37,2,N,1,2,60.0
68,3,2,N,3,1,3,1,2,6,1,89,2,N,1,6,60.0
69,30,2,N,3,1,2,2,1,6,1,28,2,N,1,1,80.0
70,78,2,N,6,3,4,0,5,9,1,39,2,N,2,1,40.0
71,16,2,N,8,1,5,2,7,9,1,54,2,N,1,3,60.0
72,7,2,N,5,1,5,0,0,1,2,32,2,N,3,3,40.0
73,29,2,N,1,1,3,0,5,8,2,73,2,N,2,3,40.0
74,40,2,N,2,1,1,1,2,1,2,60,2,N,1,0,60.0
75,85,2,N,4,1,5,1,1,2,2,16,2,N,1,0,60.0
76,47,2,N,9,1,3,2,2,6,1,69,2,N,1,4,60.0
77,59,2,N,4,2,5,0,3,1,1,56,1,N,3,1,20.0
78,48,2,N,8,1,3,1,0,3,2,93,2,N,1,4,60.0
79,94,2,N,11,1,3,2,4,1,1,76,2,N,1,3,60.0
