,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,22,2,N,9,3,6,2,0,9,1,23,2,N,1,7,40.0
1,42,2,N,4,1,N,2,5,1,1,14,2,N,1,N,60.0
2,61,2,N,4,1,3,2,9,6,2,80,2,N,1,2,60.0
3,45,2,N,9,1,3,2,9,6,1,81,2,N,1,0,60.0
4,28,1,N,7,1,6,1,5,8,2,21,2,N,1,1,40.0
5,61,2,N,5,1,1,1,0,9,1,47,2,N,1,7,60.0
6,73,2,N,11,1,1,2,9,6,2,46,2,N,1,9,80.0
7,60,2,N,1,1,6,1,4,1,2,27,2,N,1,3,60.0
8,63,2,N,5,1,6,1,N,9,2,38,2,N,1,5,60.0
9,19,2,N,4,1,3,2,2,1,1,94,2,2,1,4,40.0
10,22,2,N,7,3,6,2,0,9,1,66,2,N,1,3,40.0
11,79,2,N,7,1,3,0,5,1,1,94,1,2,2,3,0.0
12,60,2,N,10,1,5,1,2,6,2,53,2,N,1,5,60.0
13,46,2,N,1,1,N,2,9,2,1,3,2,N,1,N,60.0
14,64,2,N,10,1,1,2,9,2,1,44,2,N,1,0,60.0
15,27,2,N,9,1,4,2,8,8,2,62,2,N,1,8,80.0
16,10,2,N,5,1,6,1,N,8,2,18,2,N,1,2,60.0
17,61,2,N,5,1,4,0,2,2,2,51,2,N,2,1,40.0
18,8,2,N,5,1,4,2,N,6,2,46,2,N,1,1,60.0
19,78,2,N,1,3,6,1,8,6,2,77,2,N,1,3,40.0
20,56,2,N,3,1,1,2,7,9,1,40,2,N,1,2,60.0
21,26,2,N,5,1,5,2,0,1,1,65,2,N,1,5,60.0
22,66,2,N,5,1,4,1,8,6,2,37,2,N,1,5,60.0
23,60,2,3,1,1,3,1,N,1,1,90,2,N,1,2,40.0
24,65,2,N,3,1,1,2,0,9,2,45,2,N,1,2,60.0
25,80,2,N,3,1,3,2,5,3,2,75,2,N,1,3,60.0
26,26,2,N,3,3,4,1,3,6,2,63,2,N,1,3,60.0
27,12,2,N,4,1,3,1,8,1,1,87,2,N,1,3,60.0
28,63,2,N,7,1,6,2,4,9,2,20,2,N,1,2,60.0
29,73,2,N,10,1,3,1,9,6,2,63,2,N,1,4,60.0
30,31,2,N,7,1,2,0,9,6,1,43,2,N,3,4,40.0
31,42,2,3,4,1,1,2,0,2,1,45,2,N,1,6,40.0
32,43,2,N,3,1,6,1,N,9,1,15,2,N,1,1,60.0
33,57,1,N,7,1,1,2,4,9,2,20,2,N,1,2,40.0
34,21,2,N,4,1,2,0,9,1,1,67,2,N,2,4,40.0
35,20,2,N,9,1,6,1,1,9,2,27,2,N,1,3,60.0
36,62,2,N,3,1,6,1,5,2,2,15,2,N,1,0,60.0
