,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,8.43769498715119e-15,0.08720078107857604,-0.028522974218533535,0.1743096908280173,,0.11262466874122354,0.09869615756741626,-0.14241439546376833,0.2852552823269935,0.40641755058423984,
AGEP,0.08720078107857604,5.551115123125783e-16,-0.09162135721433004,0.010637679555434099,,0.32053687345217596,0.05033459440273863,0.28037210268152063,0.273155880114863,-0.07990465895539567,
SEX,-0.028522974218533535,-0.09162135721433004,7.771561172376096e-16,-0.007008099276184404,,-0.059898126232467534,0.054894832391454734,0.05088987465838631,-0.030558547042679095,0.038513196082428834,
MSP,0.1743096908280173,0.010637679555434099,-0.007008099276184404,5.551115123125783e-15,,0.14009584808092757,-0.18458546010160726,-0.275704998319787,-0.034044642679813414,0.04457697016318435,
HISP,,,,,,,,,,,
RAC1P,0.11262466874122354,0.32053687345217596,-0.059898126232467534,0.14009584808092757,,4.6629367034256575e-15,-0.1726849677269982,-0.19531927046807954,0.07513660002505046,0.32595643009287956,
NOC,0.09869615756741626,0.05033459440273863,0.054894832391454734,-0.18458546010160726,,-0.1726849677269982,-1.1102230246251565e-16,-0.08304042254437394,-0.017596338467977618,-0.06424638031442653,
NPF,-0.14241439546376833,0.28037210268152063,0.05088987465838631,-0.275704998319787,,-0.19531927046807954,-0.08304042254437394,0.0,0.06686035699924829,0.14948787031354194,
OWN_RENT,0.2852552823269935,0.273155880114863,-0.030558547042679095,-0.034044642679813414,,0.07513660002505046,-0.017596338467977618,0.06686035699924829,-6.661338147750939e-16,0.4301107989285489,
PINCP_DECILE,0.40641755058423984,-0.07990465895539567,0.038513196082428834,0.04457697016318435,,0.32595643009287956,-0.06424638031442653,0.14948787031354194,0.4301107989285489,3.219646771412954e-15,
DEYE,,,,,,,,,,,
