,Target samples,Deid. samples
0,89,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,250,63
21,0,0
22,0,0
23,0,0
24,0,0
25,0,0
26,310,107
27,0,0
28,40,16
29,0,0
30,0,0
31,286,131
32,0,0
33,2,1
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,51,32
40,0,0
41,96,67
42,0,0
43,4747,3588
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,754,814
53,866,992
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,4,6
61,0,0
62,0,0
63,0,0
64,4,7
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,48,121
73,0,0
74,0,0
75,0,0
76,13,42
77,0,0
78,0,0
79,0,0
80,44,178
81,0,0
82,0,0
83,0,0
84,0,0
85,2,11
86,0,0
87,0,0
88,18,129
89,0,0
90,0,0
91,0,0
92,0,0
93,1,14
94,0,0
95,0,0
96,4,97
97,0,0
98,5,236
99,0,982
