,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,OWN_RENT,PINCP_DECILE,DEYE
PUMA,0.0,0.25859815516705065,0.11019788096732783,-0.4137870615640065,,,0.39903904522772415,0.36197123875539244,0.4703567031164181,0.06135591358580178,
AGEP,0.25859815516705065,0.0,-0.34209397849523404,-0.6455738884381994,,,0.6202122205194108,0.5700988929109347,0.5759857920801,-0.49234627919276075,
SEX,0.11019788096732783,-0.34209397849523404,0.0,0.39866541003162526,,,-0.450610635883279,-0.422227441523417,-0.4227595271528026,-0.07644029339664268,
MSP,-0.4137870615640065,-0.6455738884381993,0.39866541003162526,0.0,,,-0.3986635644977142,-0.4290058189217164,-0.9717054873035145,-0.6879251134455767,
HISP,,,,,,,,,,,
RAC1P,,,,,,,,,,,
NOC,0.3990390452277242,0.6202122205194108,-0.45061063588327904,-0.3986635644977143,,,0.0,0.3276068844751364,0.6505557730402973,0.784417892400418,
NPF,0.3619712387553925,0.5700988929109347,-0.42222744152341707,-0.42900581892171646,,,0.3276068844751363,0.0,0.8285045798522711,0.7867240393363457,
OWN_RENT,0.4703567031164181,0.5759857920800999,-0.4227595271528026,-0.9717054873035145,,,0.6505557730402971,0.828504579852271,0.0,0.5418418977118898,
PINCP_DECILE,0.06135591358580179,-0.49234627919276075,-0.07644029339664266,-0.6879251134455766,,,0.7844178924004179,0.7867240393363456,0.5418418977118898,2.220446049250313e-16,
DEYE,,,,,,,,,,,
