,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,74,2,0,2,2,2,N,10,0,1,0,1,0,2,1,32400.0,6,347,40-00200,1,2,74,2,0,2,2,2,N,1,0,2,32400.0,6,347,100.0
1,60,2,11,2,1,2,N,6,0,1,N,3,0,3,2,480.0,1,28,17-03529,2,2,60,2,11,2,1,2,N,1,0,3,480.0,1,28,100.0
2,42,2,0,2,2,2,N,8,0,1,6,6,1,2,1,41200.0,6,237,38-00100,1,2,42,2,0,2,2,2,N,1,1,2,41200.0,6,237,100.0
3,56,2,8,2,1,2,N,7,0,1,6,2,0,N,2,40100.0,6,304,29-01901,2,2,56,2,8,2,1,2,N,1,0,N,40100.0,6,304,100.0
4,18,2,0,2,2,2,N,4,0,1,11,6,4,7,1,6000.0,1,362,38-00100,1,1,18,2,0,2,2,2,N,1,4,7,6000.0,1,362,100.0
5,19,2,11,2,2,2,N,7,0,1,6,6,0,N,2,4000.0,1,30,17-03529,9,2,19,2,11,2,2,2,N,1,0,N,4000.0,1,30,100.0
6,84,2,0,2,1,1,N,5,0,2,N,2,N,N,0,7210.0,1,N,38-00100,1,2,84,2,0,2,1,1,N,2,N,N,7210.0,1,N,100.0
7,16,2,11,2,2,2,N,4,0,1,14,6,1,4,1,1000.0,1,501,17-03529,9,2,16,2,11,2,2,2,N,1,1,4,1000.0,1,501,100.0
8,40,2,11,2,2,2,N,9,0,1,11,4,0,N,1,56000.0,7,423,17-03529,2,2,40,2,11,2,2,2,N,1,0,N,56000.0,7,423,100.0
9,57,2,11,2,2,2,N,6,0,1,10,4,0,N,1,23000.0,4,174,17-03529,2,2,57,2,11,2,2,2,N,1,0,N,23000.0,4,174,100.0
10,57,2,8,2,2,2,N,7,0,1,16,1,0,3,1,85000.0,9,501,29-01901,2,1,57,2,8,2,2,2,N,1,0,3,85000.0,9,501,100.0
11,54,2,7,2,2,2,N,11,0,1,12,5,0,N,2,260000.0,9,501,19-01700,6,1,54,2,7,2,2,2,N,1,0,N,260000.0,9,501,100.0
12,41,2,9,2,2,2,N,5,0,2,15,5,N,N,0,33300.0,5,N,32-00405,8,1,41,2,9,2,2,2,N,2,N,N,33300.0,5,N,100.0
13,22,2,10,2,2,2,N,7,0,1,3,6,0,2,2,25000.0,4,189,51-51255,1,1,22,2,10,2,2,2,N,1,0,2,25000.0,4,189,100.0
