,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,94,2,N,7,2,3,0,3,1,1,94,1,2,2,3,60.0
1,61,1,N,7,2,4,0,1,1,1,61,1,N,2,1,100.0
2,67,2,N,9,2,6,0,1,2,2,67,2,N,2,1,100.0
3,43,2,N,7,3,2,0,4,6,1,43,2,N,3,4,100.0
4,67,2,N,4,3,2,0,4,1,1,67,2,N,2,4,80.0
5,26,2,N,10,3,6,0,5,6,2,26,2,N,3,5,100.0
6,66,2,N,9,1,6,0,0,6,1,66,2,N,2,0,80.0
7,19,2,N,7,1,2,0,0,6,2,19,2,N,3,0,80.0
8,77,2,N,3,1,6,0,2,1,2,84,2,N,3,0,40.0
9,82,2,N,10,2,2,0,1,1,2,82,2,N,2,1,100.0
10,76,2,N,4,2,2,0,0,8,1,76,2,N,2,0,100.0
11,32,2,N,9,1,1,2,7,2,1,32,2,N,1,7,100.0
12,60,2,N,12,1,5,1,9,9,1,60,2,N,1,9,100.0
13,30,2,N,5,1,6,2,3,8,2,30,2,N,1,3,100.0
14,50,2,N,11,1,4,1,6,9,1,50,2,N,1,6,100.0
15,24,2,N,8,1,6,1,4,8,1,24,2,N,1,4,100.0
16,80,2,N,4,1,3,2,2,6,2,80,2,N,1,2,100.0
17,31,2,N,8,1,6,1,7,9,2,31,2,N,1,7,100.0
18,38,2,N,10,1,1,1,0,8,2,38,2,N,1,8,80.0
19,73,2,N,12,1,4,1,9,2,2,73,2,N,1,9,100.0
20,54,2,2,8,1,4,1,6,2,2,54,2,N,1,6,80.0
21,61,2,N,7,2,3,1,2,9,2,61,2,N,1,2,80.0
22,64,2,N,8,1,4,1,8,9,2,64,2,N,1,8,100.0
23,45,2,N,7,1,2,2,5,2,2,45,2,N,1,5,100.0
24,52,2,N,7,1,3,1,6,2,2,52,2,N,1,6,100.0
25,79,2,N,5,1,4,1,2,2,1,79,2,N,1,2,100.0
26,65,2,N,5,1,4,2,0,2,2,65,2,N,1,2,80.0
27,35,2,N,9,1,5,2,9,1,1,50,2,N,1,9,80.0
28,54,2,N,7,1,4,2,2,6,1,54,2,N,1,2,100.0
29,63,2,N,3,1,4,1,3,6,2,63,2,N,1,3,100.0
30,40,2,N,3,1,1,1,5,2,1,40,2,N,1,5,100.0
31,94,2,N,1,1,2,2,7,1,2,94,2,N,1,7,100.0
32,26,2,N,9,1,6,2,7,6,1,26,2,N,1,7,100.0
33,74,2,N,4,1,1,2,1,6,1,74,2,N,1,1,100.0
34,44,2,N,10,1,4,1,9,9,2,44,2,N,1,9,100.0
35,40,2,N,10,1,1,1,6,2,2,40,2,N,1,6,100.0
36,62,2,N,5,1,1,2,7,8,1,62,2,N,1,7,100.0
37,71,2,N,8,1,6,2,4,2,1,25,2,N,1,6,60.0
38,16,2,N,1,1,6,1,0,2,1,26,2,N,1,0,80.0
39,54,2,N,10,1,1,1,6,8,1,54,2,N,1,6,100.0
40,45,2,N,4,1,1,2,6,2,1,45,2,N,1,6,100.0
41,64,2,N,4,1,3,2,0,2,2,64,2,N,1,0,100.0
42,65,2,N,1,1,3,1,1,2,2,65,2,N,1,1,100.0
43,49,2,N,5,1,2,1,0,6,1,49,2,N,1,0,100.0
44,65,2,N,3,1,6,2,6,1,1,65,2,N,1,6,100.0
45,52,2,N,11,1,5,1,N,6,2,52,2,N,1,3,80.0
46,51,2,N,6,1,4,2,2,8,2,51,2,N,1,2,100.0
47,54,2,N,12,1,6,2,6,9,2,54,2,N,1,6,100.0
48,19,2,N,5,1,6,2,3,2,1,19,2,N,1,3,100.0
49,51,2,N,11,1,1,2,9,6,1,51,2,N,1,9,100.0
50,83,2,N,3,1,3,2,3,1,1,67,1,N,1,1,40.0
51,73,2,N,10,1,5,2,6,1,1,73,2,N,1,6,100.0
52,72,2,N,12,1,4,2,2,1,1,72,2,N,1,2,100.0
53,40,2,N,3,1,1,2,2,9,1,40,2,N,1,2,100.0
54,45,2,N,3,1,1,2,2,9,2,45,2,N,1,2,100.0
55,40,2,N,1,3,4,1,3,6,2,40,2,N,1,3,80.0
56,39,2,N,8,1,1,2,0,6,2,52,2,N,1,4,60.0
57,35,2,N,3,1,1,2,4,8,2,35,2,N,1,4,100.0
58,45,2,N,6,1,1,2,5,8,1,45,2,N,1,5,100.0
59,84,2,N,1,1,3,1,2,6,2,84,2,N,1,2,100.0
60,37,2,N,5,1,4,1,5,6,2,37,2,N,1,5,100.0
61,20,2,N,7,1,1,2,N,9,2,20,2,N,1,2,80.0
62,44,2,N,6,1,5,1,4,1,2,44,2,N,1,4,100.0
63,15,2,N,3,1,6,2,N,6,1,15,2,N,1,0,80.0
64,41,2,N,12,3,6,2,9,6,1,41,2,N,1,9,80.0
65,29,2,N,10,1,6,2,5,8,1,29,2,N,1,5,100.0
66,50,2,N,10,1,2,2,6,1,2,56,2,N,1,9,60.0
67,57,2,N,7,1,4,2,5,2,1,57,2,N,1,5,100.0
68,37,2,N,1,1,6,2,4,8,1,37,2,N,1,4,100.0
69,32,2,N,1,1,6,2,8,1,1,32,2,N,1,3,80.0
70,32,2,N,1,1,2,2,3,2,1,32,2,N,1,3,100.0
71,50,2,N,10,1,5,2,9,9,1,50,2,N,1,9,100.0
72,54,2,N,5,1,1,2,5,9,2,54,2,N,1,5,100.0
