,feature,divergence
1,AGEP,1.1739314593762034
22,PWGTP,0.9853220425968694
23,WGTP,0.6536822618278215
11,INDP,0.2990845327538808
14,PINCP,0.2809126984126984
15,PINCP_DECILE,0.1818650793650795
7,NPF,0.17311160235184053
12,INDP_CAT,0.1102048784005831
0,PUMA,0.10643704121964992
13,EDU,0.10371174712880546
10,DENSITY,0.025804524597930756
16,POVPIP,0.0257625148364269
6,NOC,0.023451186945770326
3,MSP,0.023405213108580937
2,SEX,0.015614457802306303
19,DPHY,0.010805608461212486
5,RAC1P,0.010193474981162666
9,OWN_RENT,0.009624885805718464
8,HOUSING_TYPE,0.00583552380239755
18,DREM,0.004164598334765707
4,HISP,0.002112864532209364
21,DEAR,0.0014026702637960423
17,DVET,0.0013259076187820762
20,DEYE,0.000814445981415432
