,Target samples,Deid. samples
0,19,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,0,0
9,0,0
10,0,0
11,193,25
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,0,0
18,0,0
19,0,0
20,0,0
21,0,0
22,14928,4304
23,195,58
24,0,0
25,64,21
26,8448,2951
27,0,0
28,12,5
29,0,0
30,509,217
31,0,0
32,0,0
33,2,1
34,532,269
35,0,0
36,0,0
37,0,0
38,615,382
39,0,0
40,0,0
41,468,329
42,0,0
43,0,0
44,0,0
45,0,0
46,0,0
47,0,0
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,7,11
62,0,0
63,0,0
64,0,0
65,33,61
66,0,0
67,0,0
68,179,382
69,0,0
70,0,0
71,0,0
72,0,0
73,50,137
74,194,548
75,0,0
76,231,720
77,10,34
78,0,0
79,0,0
80,107,421
81,24,104
82,0,0
83,0,0
84,0,0
85,15,88
86,45,283
87,69,444
88,0,0
89,61,472
90,81,707
91,0,0
92,21,237
93,1,13
94,70,1184
95,20,399
96,0,0
97,8,283
98,1,62
99,41,12101
