,Target samples,Deid. samples
0,5899,2
1,1233,11
2,2722,52
3,205,6
4,823,31
5,1678,83
6,0,0
7,85,6
8,73,6
9,676,70
10,354,38
11,766,92
12,190,26
13,0,0
14,0,0
15,0,0
16,753,143
17,0,0
18,64,14
19,477,112
20,0,0
21,1091,291
22,0,0
23,0,0
24,60,19
25,123,41
26,682,242
27,2179,810
28,29,12
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,2447,1333
36,0,0
37,0,0
38,249,150
39,0,0
40,0,0
41,199,141
42,1381,1013
43,0,0
44,0,0
45,0,0
46,0,0
47,2815,2463
48,0,0
49,0,0
50,0,0
51,0,0
52,0,0
53,0,0
54,0,0
55,0,0
56,0,0
57,0,0
58,0,0
59,0,0
60,0,0
61,0,0
62,0,0
63,0,0
64,0,0
65,0,0
66,0,0
67,0,0
68,0,0
69,0,0
70,0,0
71,0,0
72,0,0
73,0,0
74,0,0
75,0,0
76,0,0
77,0,0
78,0,0
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,0,0
88,0,0
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,0,0
95,0,0
96,0,0
97,0,0
98,0,0
99,0,0
