,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,30,1,6,2.0,3.0,2,0,45.0,01-01301,3,2,30,2,3,2,45,80.0
1,49,4,1,0.0,2.0,1,6,199.0,01-01301,1,1,49,0,2,6,199,100.0
2,35,0,3,1.0,2.0,0,4,113.0,01-01301,2,2,74,N,N,3,N,0.0
3,26,0,6,0.0,2.0,2,0,60.0,01-01301,1,1,46,0,N,6,282,20.0
4,70,1,4,0.0,2.0,1,0,176.0,01-01301,1,1,70,0,2,0,176,100.0
5,93,0,6,0.0,3.0,2,2,222.0,01-01301,9,2,93,0,3,2,222,100.0
6,65,0,6,0.0,3.0,2,5,222.0,01-01301,9,1,65,0,3,5,222,100.0
7,30,0,6,0.0,3.0,1,2,203.0,01-01301,9,1,30,0,3,2,203,100.0
8,21,0,6,0.0,6.0,2,2,86.0,06-07502,7,1,21,0,6,2,86,100.0
9,25,0,6,0.0,6.0,2,0,86.0,06-07502,7,2,25,0,6,0,86,100.0
10,79,1,3,0.0,2.0,1,5,338.0,06-08507,8,2,79,0,2,5,338,100.0
11,57,1,6,2.0,3.0,2,6,379.0,06-08507,1,2,57,2,3,6,379,100.0
12,29,1,1,0.0,4.0,2,0,134.0,06-07502,1,1,38,1,3,7,501,0.0
13,37,1,1,0.0,2.0,2,9,501.0,06-07502,9,1,37,0,2,9,501,100.0
14,22,4,4,0.0,2.0,1,7,501.0,06-07502,1,2,22,0,2,7,501,100.0
15,47,4,6,2.0,3.0,2,4,109.0,06-08507,9,2,47,2,3,4,109,100.0
16,68,0,5,0.0,4.0,2,6,435.0,06-07502,1,2,58,0,N,4,152,20.0
17,76,4,6,0.0,4.0,2,5,435.0,06-07502,8,1,89,0,N,2,83,20.0
18,37,0,1,2.0,4.0,2,0,430.0,19-01700,6,2,22,1,3,0,122,20.0
19,45,3,1,1.0,3.0,2,0,501.0,06-07502,1,2,45,1,3,0,501,100.0
20,42,2,1,2.0,6.0,2,9,501.0,06-08507,1,1,42,2,6,9,501,100.0
21,40,0,2,2.0,4.0,2,2,501.0,06-07502,1,2,30,0,N,8,501,20.0
22,83,0,2,0.0,2.0,1,2,436.0,06-07502,6,2,51,1,2,7,392,20.0
23,45,0,1,2.0,4.0,2,7,294.0,06-08507,7,1,45,2,4,7,294,100.0
24,48,1,1,3.0,5.0,2,5,291.0,06-07502,5,1,48,3,5,5,291,100.0
25,23,3,6,0.0,2.0,1,3,113.0,06-08507,1,2,23,0,2,3,113,100.0
26,62,1,4,0.0,4.0,2,9,501.0,06-08507,8,1,62,0,4,9,501,100.0
27,35,1,6,0.0,4.0,1,4,501.0,06-08507,8,1,32,0,N,7,501,40.0
28,16,4,6,1.0,3.0,2,1,90.0,08-00803,9,2,16,1,3,1,90,100.0
29,44,0,5,3.0,4.0,1,7,28.0,08-00803,6,2,44,3,4,1,28,80.0
30,29,1,4,0.0,3.0,1,3,190.0,08-00803,1,1,29,0,3,3,190,100.0
31,76,3,1,0.0,5.0,1,9,501.0,08-00803,1,2,39,0,2,8,501,40.0
32,31,1,5,1.0,2.0,2,3,127.0,08-00803,1,1,78,0,N,2,77,0.0
33,66,0,1,0.0,2.0,1,6,466.0,08-00803,7,1,66,0,2,6,466,100.0
34,93,0,3,0.0,2.0,1,4,180.0,08-00803,3,2,93,0,2,4,180,100.0
35,57,4,1,0.0,3.0,1,6,371.0,08-00803,1,1,41,2,4,9,501,0.0
36,29,4,1,0.0,2.0,2,1,193.0,13-04600,2,1,29,0,2,1,193,100.0
37,66,1,4,0.0,2.0,2,5,501.0,13-04600,2,2,66,0,2,5,501,100.0
38,38,0,1,0.0,2.0,1,9,501.0,13-04600,9,2,38,0,2,9,501,100.0
39,24,1,6,0.0,3.0,1,6,261.0,13-04600,8,1,24,0,3,6,261,100.0
