PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP,target
25-00703,37,2,6,0,1,0,2,1,2,2195.3,7470,14,4,243000.0,1,228,N,2,2,2,2,74,221,3875
25-00503,40,2,6,0,1,N,N,1,1,2872.7,9780,12,9,1100.0,8,500,N,2,2,2,2,18,92,4265
25-00703,41,2,1,0,1,2,2,1,1,2195.3,7570,12,11,62900.0,8,497,N,2,2,2,2,100,86,5371
25-02800,0,2,6,0,1,0,N,1,1,3683.9,6670,13,11,N,9,56,N,2,2,2,2,27,176,3299
25-01300,27,2,6,0,1,0,4,1,0,1457.2,9920,9,2,-1600.0,0,205,N,2,2,2,2,67,49,128
25-00503,17,1,6,0,1,0,2,1,1,2872.7,9780,N,N,24000.0,1,53,N,2,2,2,2,26,134,436
25-02800,5,1,1,0,1,1,3,1,1,3683.9,6890,N,7,91100.0,2,256,N,2,2,2,2,74,155,4450
25-00503,0,1,6,0,1,0,2,1,1,2872.7,4670,N,N,37600.0,6,354,N,2,2,2,2,80,176,4420
25-02800,12,2,1,0,1,3,2,1,1,2195.3,4880,14,N,28820.0,N,500,N,2,2,2,2,52,144,6130
25-02800,35,2,1,0,1,0,3,1,1,3683.9,6690,14,11,125400.0,N,501,N,2,2,2,2,29,164,5483
25-00503,53,2,1,0,1,1,4,1,1,1457.2,680,9,10,7100.0,6,501,N,2,2,2,2,50,106,1714
25-00503,19,1,1,0,1,3,3,1,1,2872.7,6770,16,7,181700.0,5,53,N,2,2,2,2,89,176,3169
25-00703,47,2,1,0,2,0,5,1,1,2195.3,9920,N,8,5490.0,2,123,N,2,2,2,2,78,437,4462
25-00503,34,1,1,0,1,0,2,1,1,2872.7,6180,12,10,18000.0,9,53,N,2,2,2,2,17,116,4238
25-02800,50,2,1,0,1,0,2,1,1,3683.9,7890,13,11,11500.0,8,500,N,2,2,2,2,95,175,2371
25-00703,0,1,6,0,1,0,3,1,2,1457.2,3580,4,5,56500.0,9,501,6,2,2,2,2,61,141,2699
25-01000,25,2,1,0,1,0,2,1,1,2447.1,4470,12,9,N,9,497,N,2,2,2,2,89,134,5263
25-00703,3,1,4,0,1,1,4,1,1,2447.1,6590,16,7,470200.0,N,0,N,2,2,2,2,84,78,7514
25-00703,12,2,6,0,1,0,N,1,1,2195.3,5480,4,9,102000.0,6,421,N,2,2,2,2,46,138,2456
25-00703,32,2,1,0,1,1,4,1,1,1457.2,4971,12,4,36500.0,7,51,N,2,2,2,2,158,328,3751
25-02800,8,2,6,0,1,0,3,1,1,2195.3,9590,13,12,N,8,193,N,2,2,2,2,78,104,5224
25-01300,3,1,4,4,1,0,N,1,1,2195.3,1090,8,2,98500.0,6,54,N,2,2,2,2,10,79,338
25-00503,21,1,1,0,1,0,2,1,1,2872.7,5580,14,N,402000.0,N,164,N,2,2,2,2,36,176,5224
25-02800,38,1,1,0,1,0,2,1,1,3683.9,1070,4,10,19170.0,9,52,N,2,2,2,2,46,145,4207
