,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,43,1,3,11,1,2,2,6,1,2,65,2,N,1,9,20.0
1,22,2,N,3,1,4,1,3,2,2,47,2,N,1,2,60.0
2,39,2,N,2,1,N,2,0,8,1,3,2,N,1,N,60.0
3,39,2,N,11,1,1,1,9,2,2,47,2,N,1,9,80.0
4,31,2,N,3,1,1,1,9,6,1,70,2,N,1,3,60.0
5,59,2,N,3,1,6,1,0,6,2,41,2,N,1,0,80.0
6,66,2,4,7,1,2,2,1,2,2,38,2,N,1,6,40.0
7,16,2,N,4,1,3,1,8,8,1,66,2,N,1,5,60.0
8,77,2,N,12,1,6,2,8,6,1,29,2,N,1,8,80.0
9,75,2,N,8,1,5,1,0,9,2,52,2,N,1,5,60.0
10,43,2,N,11,1,2,0,0,1,2,78,2,N,2,0,60.0
11,57,2,3,1,1,6,0,6,1,2,41,1,N,3,2,0.0
12,59,2,N,3,1,N,2,3,3,1,14,2,N,1,N,60.0
13,15,2,N,9,1,6,2,8,6,2,24,2,N,1,8,80.0
14,71,1,2,1,1,3,1,9,8,2,82,2,N,1,5,20.0
15,43,2,N,3,1,1,1,6,3,2,42,2,N,1,0,60.0
16,65,2,N,7,3,6,2,3,6,1,33,2,N,1,6,40.0
17,29,2,N,9,1,6,1,8,3,2,24,2,N,1,2,60.0
18,53,2,N,7,1,2,1,0,2,2,22,2,N,1,1,60.0
19,65,2,N,9,1,3,2,6,9,2,79,2,N,1,6,80.0
20,29,2,N,4,1,6,2,8,3,1,16,2,N,1,2,60.0
21,88,2,N,3,1,1,1,8,5,2,52,2,N,1,0,60.0
22,0,2,1,5,1,4,1,N,3,2,69,1,N,1,3,20.0
23,62,2,N,10,1,1,1,8,8,1,46,2,N,1,5,60.0
24,48,2,1,5,1,5,1,4,2,1,60,1,N,1,4,40.0
25,28,1,N,7,1,6,2,6,7,1,59,2,N,1,8,40.0
26,60,1,N,10,2,6,1,8,8,2,65,2,N,1,9,20.0
27,64,2,N,8,1,3,0,8,1,1,81,2,N,2,0,40.0
28,77,2,N,6,1,6,0,3,6,2,35,2,N,2,3,60.0
29,57,2,N,7,1,6,0,4,6,2,21,2,N,3,2,40.0
30,33,2,N,4,1,3,1,3,2,2,77,2,N,1,2,60.0
31,92,2,N,4,1,1,1,7,4,2,31,2,N,1,0,60.0
32,48,2,N,12,1,1,2,0,2,1,45,2,N,1,7,60.0
33,18,2,N,5,1,4,2,N,8,1,30,2,N,1,4,60.0
34,68,2,1,7,1,6,0,0,8,2,25,1,N,3,0,20.0
35,58,2,N,6,1,1,2,0,9,1,36,2,N,1,4,60.0
36,7,2,N,7,1,1,2,5,6,2,40,2,N,1,1,60.0
37,45,2,5,5,1,4,2,9,9,1,30,2,N,1,5,40.0
38,55,2,N,5,1,1,1,6,5,2,56,2,N,1,2,60.0
39,61,2,N,9,1,1,2,8,3,2,29,2,N,1,6,60.0
40,78,2,N,3,1,6,2,8,9,1,15,2,N,1,1,60.0
41,21,2,N,4,1,N,1,1,9,1,14,2,N,1,N,60.0
42,71,2,N,8,1,5,1,9,1,1,34,2,N,1,7,60.0
43,91,2,N,4,1,3,1,2,5,2,78,2,N,1,4,60.0
44,92,2,N,5,1,4,1,3,2,2,43,2,N,1,3,80.0
45,62,2,4,4,1,3,1,4,8,2,62,2,N,1,5,60.0
46,57,2,N,6,1,6,0,7,8,1,28,2,N,2,2,40.0
47,59,2,N,7,1,4,2,8,9,2,30,2,N,1,2,60.0
48,44,2,N,7,1,3,1,1,9,1,69,2,5,1,7,40.0
49,77,2,N,7,1,1,2,3,8,1,29,2,N,1,6,60.0
50,23,2,N,7,1,5,1,N,2,1,30,2,N,1,4,60.0
