PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
48-02102,71,2,1,0,1,3,4,1,2,1587.854076385498,7290,4,5,29210.0,8,185,3,2,1,2,2,69.28338491916656,44.93608093261719
48-02101,42,1,1,1,1,2,7,1,1,704.5390472412109,4090,4,8,1600.0,7,75,2,2,1,2,2,91.88745999336243,134.80633544921875
48-02101,78,1,1,0,1,1,6,1,1,1016.8587265014648,5090,11,6,10900.0,9,234,N,N,2,2,1,81.41315484046936,100.0548095703125
48-02516,40,1,1,0,2,2,2,1,1,1197.601333618164,8180,15,2,520.0,7,31,N,2,2,2,2,77.59958827495575,56.31831359863281
48-02516,38,1,1,1,7,3,5,1,2,825.0732574462891,2780,16,8,133000.0,6,315,N,2,2,2,2,60.34890913963318,156.3860321044922
48-02102,36,1,4,0,1,0,2,1,2,1728.9749202728271,1790,6,7,145670.0,6,246,N,2,2,2,1,137.05916249752045,99.06425476074219
48-02101,52,1,1,3,1,2,6,1,1,1285.909381866455,9470,4,3,215000.0,2,312,N,2,2,1,2,66.21527755260468,69.02496337890625
48-02102,33,2,5,4,1,1,2,1,1,1407.4744186401367,9870,10,5,6300.0,7,342,N,2,2,2,2,71.21781551837921,70.98262023925781
48-02515,48,1,6,0,9,2,2,1,1,1280.0476036071777,6380,4,7,44700.0,3,125,N,2,2,2,2,103.48987901210785,84.74449157714844
48-02515,71,2,1,0,1,6,5,1,1,786.9987640380859,7071,7,8,17420.0,4,65,5,2,1,1,2,111.43546545505524,163.78387451171875
48-02101,54,1,6,1,1,0,3,1,1,1683.662754058838,5490,12,7,88800.0,5,252,N,2,1,2,2,126.71833658218384,112.18528747558594
48-02102,41,1,1,0,8,0,5,1,2,1570.0148544311523,7860,6,9,39400.0,6,498,N,2,2,2,2,80.34538173675537,54.754547119140625
48-02101,38,2,6,0,1,2,8,1,1,1510.3029022216797,2280,11,7,78000.0,7,315,N,1,2,2,2,81.09643423557281,95.19422912597656
48-02516,52,2,6,0,2,2,4,1,1,1071.4096221923828,6770,6,10,109500.0,8,419,N,2,2,2,2,88.92644608020782,91.35302734375
48-02516,30,2,4,1,1,N,2,1,1,1272.4936447143555,8770,14,5,192500.0,5,139,4,2,1,2,2,63.044241309165955,83.83892822265625
48-02101,37,2,6,1,6,3,3,1,2,1108.396583557129,9590,N,5,86000.0,2,69,N,2,2,2,2,76.72098422050476,142.07293701171875
48-02102,50,1,4,0,2,0,N,1,1,713.9836273193359,7380,8,10,1800.0,8,105,N,2,2,2,2,102.30805122852325,53.2413330078125
48-02102,29,2,2,1,1,0,N,1,1,1556.7162475585938,4670,10,9,8400.0,1,183,N,2,1,2,2,97.15045118331909,79.82362365722656
48-02101,46,2,1,0,5,2,6,3,1,1664.080825805664,9290,16,6,114700.0,5,249,6,2,2,2,2,110.74025475978851,100.48336791992188
48-02516,11,2,2,0,1,0,N,1,1,648.1670532226562,3370,17,5,45200.0,9,140,N,2,2,2,2,80.32984817028046,117.79867553710938
48-02516,40,2,6,1,2,2,6,1,1,1513.5641822814941,6570,14,7,24800.0,4,156,6,2,2,2,2,75.19829952716827,92.25120544433594
48-02510,45,1,4,0,1,3,2,1,1,1689.217372894287,9920,3,9,84200.0,6,139,N,2,2,2,2,96.47405707836151,58.846923828125
48-02515,55,1,N,0,1,7,N,1,1,1078.4460220336914,7970,4,3,45200.0,4,220,4,2,2,2,2,110.46615266799927,80.56486511230469
48-02510,50,1,N,0,1,0,3,1,1,941.7072067260742,7870,10,6,-2100.0,6,286,N,2,N,2,2,108.0827077627182,97.43685913085938
48-02515,4,1,6,1,1,7,N,1,2,900.3991851806641,6080,15,5,5300.0,1,235,N,1,2,2,2,104.62018156051636,64.06210327148438
48-02101,41,1,1,1,4,0,3,1,1,959.6070251464844,6070,10,4,37900.0,2,185,5,2,2,2,2,73.52128231525421,90.33258056640625
48-02101,49,2,1,1,1,2,3,1,1,984.3963012695312,5090,4,5,116400.0,6,252,N,2,N,2,2,102.94270837306976,132.01543426513672
48-02507,18,2,1,1,8,0,2,1,1,709.3094024658203,5280,3,3,60300.0,1,27,2,2,2,2,2,57.25368642807007,88.27066040039062
48-02102,36,1,1,0,1,2,2,1,1,1240.3047904968262,6770,10,7,4260.0,N,95,N,N,2,2,2,78.80886578559875,69.96316528320312
48-02101,30,2,1,1,1,3,2,1,1,1633.4518585205078,7860,3,8,49800.0,8,64,N,2,N,2,2,76.17448234558105,91.02690124511719
48-02101,66,1,4,0,9,2,3,1,2,779.1914901733398,8170,14,8,163200.0,1,57,N,2,2,1,2,70.307293176651,48.541900634765625
48-02507,72,1,4,3,9,0,4,1,2,876.7148361206055,490,10,5,2600.0,7,443,N,2,2,2,1,120.49241626262665,88.32695007324219
48-02101,5,2,2,0,1,3,2,1,2,1088.8836059570312,4971,N,5,498000.0,5,334,2,N,1,2,2,48.14961814880371,81.78825378417969
48-02510,72,2,1,0,1,N,N,1,1,994.7776947021484,2870,5,5,14700.0,2,284,N,2,2,2,2,66.97098100185394,72.34317016601562
48-02101,33,1,1,0,4,1,2,1,1,2168.5579142570496,1880,N,7,12530.0,5,295,N,2,2,2,2,67.36619019508362,114.25387573242188
48-02510,66,2,N,0,1,4,3,1,1,1026.884780883789,7690,12,5,54600.0,2,95,N,2,1,1,2,62.869359493255615,83.2081298828125
48-02516,33,1,4,2,1,0,3,1,1,1840.2605590820312,8780,7,5,56750.0,2,356,N,2,2,2,2,50.95742428302765,42.9151611328125
48-02516,24,1,4,0,6,3,2,1,2,2067.1286425590515,8370,12,10,516700.0,8,290,N,2,2,1,2,75.31205022335052,70.30157470703125
48-02101,6,1,4,0,1,0,2,1,1,1124.2881927490234,5170,15,5,55000.0,7,24,N,2,2,2,2,71.06767797470093,58.025360107421875
48-02507,78,2,1,0,8,0,2,1,1,1054.7893676757812,5381,6,4,13700.0,6,99,N,2,2,2,2,87.4090507030487,106.71177673339844
48-02507,38,2,1,0,2,1,2,1,2,1442.1817169189453,2870,14,4,202000.0,6,423,N,2,2,2,2,105.33466482162476,101.04904174804688
48-02516,44,2,4,0,1,2,8,1,2,2122.917417049408,9370,12,8,557000.0,2,218,N,2,2,2,2,84.1788592338562,111.51734924316406
48-02507,62,1,4,0,9,0,3,1,1,1134.2935333251953,4870,16,8,41300.0,5,353,N,2,2,2,2,68.69554126262665,118.3685302734375
48-02516,40,2,1,1,8,3,3,1,1,1118.7479934692383,1170,10,7,4100.0,8,472,N,2,2,2,2,92.84701490402222,59.043212890625
48-02516,41,1,1,0,6,6,6,1,1,1922.8028450012207,290,7,5,143000.0,5,310,N,2,N,2,2,92.49913597106934,141.61809539794922
