,AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,DEYE,PINCP_DECILE,EDU
0,51,1,1,2,1,1,N,2,3,5
1,34,1,3,1,1,1,N,2,8,7
2,27,3,1,2,1,2,N,2,0,6
3,60,1,1,1,1,1,N,2,7,8
4,63,1,4,2,1,1,N,2,1,10
5,65,1,1,1,1,1,N,2,4,5
6,67,1,3,1,1,2,N,2,6,7
7,49,1,3,2,1,2,N,2,1,5
8,36,1,6,2,1,2,N,2,3,9
9,34,1,1,2,1,1,N,2,0,7
10,77,9,1,2,1,2,N,2,0,8
11,53,1,6,1,1,1,N,2,1,9
12,72,1,1,1,1,1,N,2,3,7
13,46,1,4,2,1,1,N,2,4,9
14,54,1,1,2,1,1,N,2,3,5
15,16,1,4,1,1,1,N,2,N,1
16,54,9,3,1,1,2,N,2,6,10
17,73,1,1,1,1,1,N,2,6,5
18,60,1,1,2,1,1,N,2,4,6
19,58,1,4,1,1,1,N,2,8,9
20,39,6,3,2,1,1,N,2,4,7
21,57,9,6,2,1,1,N,2,2,8
22,25,1,1,2,1,1,N,2,7,8
23,70,1,1,2,1,1,N,2,5,9
24,35,1,1,1,1,1,N,2,5,7
25,39,1,1,2,1,1,N,2,4,5
26,39,1,1,1,1,1,N,2,3,4
27,54,1,1,2,1,1,N,2,8,9
28,36,1,1,2,1,1,N,2,7,11
29,51,1,4,2,1,1,N,2,7,5
30,23,1,1,2,1,2,N,2,5,5
31,69,1,1,2,1,1,N,2,6,9
32,50,2,1,2,1,1,N,2,5,5
33,46,1,1,1,1,1,N,2,6,9
34,65,1,4,2,1,1,N,2,4,10
35,34,1,1,1,1,1,N,2,0,7
36,57,1,1,1,1,1,N,2,5,5
37,47,2,1,2,1,1,N,2,8,10
38,92,1,4,2,1,1,N,2,7,1
39,24,1,1,1,1,1,N,2,4,8
40,80,9,1,1,1,1,N,2,3,6
41,75,1,1,1,1,2,2,2,8,7
42,30,1,1,1,1,1,N,2,8,4
43,62,1,6,2,1,1,N,2,1,10
44,66,1,5,2,1,1,N,2,6,7
45,0,1,1,2,1,1,N,2,9,6
46,44,1,4,1,1,1,N,2,4,7
47,53,1,3,1,1,2,N,2,3,6
48,10,1,2,1,1,1,N,2,2,7
49,60,1,1,1,1,1,N,2,5,5
50,27,1,1,1,1,1,N,2,2,8
51,40,1,4,1,1,1,N,2,1,7
52,52,1,1,2,2,1,N,2,1,9
53,42,1,1,2,1,1,N,2,5,10
54,32,1,4,1,1,1,N,2,5,5
55,53,1,6,1,1,1,N,2,3,11
56,67,1,1,1,1,1,N,2,0,8
57,49,6,1,2,1,1,N,2,3,5
58,63,1,1,2,1,1,N,2,0,9
59,37,1,1,2,1,1,N,2,8,5
60,69,1,1,2,1,1,N,2,3,8
61,56,1,1,2,1,1,N,2,6,7
62,68,1,1,1,1,1,N,2,5,4
63,28,1,1,2,1,1,N,2,5,7
64,71,1,4,1,1,1,N,1,4,5
65,47,1,6,1,1,1,N,2,6,5
66,39,1,6,2,1,2,N,2,5,4
67,83,1,1,1,1,1,N,2,2,6
68,82,1,1,2,1,1,N,2,0,7
69,85,1,4,1,1,1,N,2,5,9
70,45,1,1,2,1,1,N,2,0,4
71,65,1,1,2,1,1,N,2,8,9
72,44,2,6,2,1,1,N,2,4,5
73,79,1,6,1,1,1,N,2,0,5
74,51,1,1,2,1,2,N,2,2,5
75,27,1,6,2,1,1,N,2,6,1
76,72,1,5,1,1,1,N,2,5,6
77,55,2,1,2,1,1,N,2,2,9
78,52,1,1,2,1,1,N,2,7,5
79,47,1,2,2,1,2,N,2,0,7
80,31,1,6,2,1,2,N,2,3,10
81,49,1,1,2,1,1,N,2,4,9
82,81,8,1,1,1,1,N,2,2,5
83,67,1,6,1,1,1,3,2,8,5
84,29,1,3,2,1,1,N,2,7,11
85,33,1,6,1,1,2,N,2,5,5
86,88,1,1,1,1,1,N,2,4,10
87,71,1,6,2,1,2,N,2,4,6
88,29,1,4,2,1,1,N,2,0,5
89,60,6,6,2,1,1,N,2,2,7
90,40,1,1,1,1,1,N,2,4,9
91,47,1,4,2,1,1,N,2,6,7
92,29,1,6,2,1,1,N,2,6,7
93,67,1,4,2,1,1,N,2,0,9
94,73,1,6,1,1,1,N,2,1,6
95,30,1,6,1,1,1,N,2,9,6
96,32,1,1,2,1,2,N,2,5,8
97,10,1,1,2,1,1,N,2,4,N
98,54,2,1,1,1,1,N,2,5,5
99,79,1,1,2,1,1,N,1,5,9
100,39,1,6,2,1,2,N,1,9,5
101,37,1,1,1,1,1,N,2,5,7
102,30,1,1,2,1,1,N,2,6,5
103,28,8,4,2,1,1,N,2,6,5
104,39,1,1,2,1,1,N,2,1,5
105,30,1,2,2,1,1,N,1,6,4
106,69,1,1,1,1,1,N,2,7,7
107,37,1,1,2,1,1,N,2,3,7
108,55,1,4,2,1,1,N,2,1,7
109,57,1,4,2,1,1,N,2,8,4
110,71,9,1,2,1,1,N,2,0,6
111,22,9,1,1,1,1,N,2,9,8
112,51,1,1,2,1,1,N,2,0,N
113,45,1,4,2,1,1,N,2,0,10
114,63,1,3,2,1,1,N,2,7,5
115,28,1,4,1,1,1,N,2,2,6
116,67,1,1,2,1,1,N,2,9,8
117,41,1,1,1,1,1,N,2,4,7
118,69,1,1,1,1,1,N,2,3,5
119,34,1,1,2,1,2,N,2,7,9
120,42,1,1,1,1,2,N,2,4,N
121,32,1,1,1,1,1,N,2,2,9
122,62,2,6,2,1,1,N,2,0,2
123,64,1,6,1,1,1,N,2,5,7
124,76,1,6,2,1,1,N,2,6,6
125,80,1,1,2,1,2,N,2,7,8
126,25,2,6,1,1,1,N,1,5,4
127,1,1,1,2,1,1,N,2,1,5
128,68,1,1,2,1,1,N,1,6,7
129,20,1,4,2,1,2,N,2,4,9
130,38,1,1,1,1,2,N,2,4,9
131,40,1,4,1,1,1,N,2,7,8
132,92,1,1,2,1,1,N,2,0,5
133,53,1,3,1,1,1,N,2,0,6
134,55,1,3,2,1,1,N,2,4,7
135,57,1,1,2,1,1,N,2,9,5
136,37,1,4,1,1,2,N,2,8,8
137,37,1,1,2,1,1,N,2,6,9
138,67,1,1,1,1,2,N,2,6,6
139,59,1,1,1,1,1,N,2,4,7
140,84,2,4,2,1,2,N,2,4,9
141,22,1,4,2,1,1,N,2,1,7
142,36,1,1,1,1,1,N,2,5,7
143,37,1,1,1,1,1,N,2,5,2
144,65,1,1,1,1,2,N,2,4,9
145,33,1,4,2,1,1,N,2,0,5
146,58,1,4,1,1,1,N,2,9,7
147,52,1,1,2,1,1,N,2,2,6
148,47,2,2,1,1,1,N,2,2,9
149,68,1,1,2,1,1,N,2,6,5
150,63,1,6,1,1,1,N,2,5,3
151,71,1,3,1,1,1,N,2,4,5
152,31,1,1,1,1,1,N,2,5,1
153,84,1,6,1,1,1,N,2,9,5
154,2,1,1,2,1,2,N,2,0,8
155,63,1,6,2,1,1,N,2,4,5
156,48,1,1,2,1,1,N,2,9,7
157,45,1,3,1,1,2,N,2,8,9
158,22,1,1,1,1,1,N,1,7,7
159,31,1,1,1,2,1,N,2,2,8
160,54,1,1,2,1,1,N,2,4,7
161,5,1,1,2,1,2,N,2,4,4
162,56,1,1,1,1,2,N,2,6,5
163,2,2,1,2,1,2,N,2,9,6
164,47,1,1,2,1,1,N,2,5,7
165,14,1,N,2,1,1,N,2,8,5
166,75,1,1,1,1,1,N,2,5,5
167,58,1,1,2,1,2,N,2,0,1
168,44,1,1,2,1,2,N,2,5,10
169,41,1,1,2,1,1,N,2,8,6
170,47,1,1,2,1,1,N,1,5,7
171,72,1,1,2,1,1,N,2,3,8
172,75,1,1,1,1,1,N,2,8,8
173,46,1,6,2,1,1,N,2,4,9
174,53,1,2,2,1,1,N,2,2,7
175,50,1,1,2,1,1,N,2,7,9
176,65,9,1,1,1,1,N,2,7,3
177,14,1,1,1,1,1,N,2,9,1
178,33,1,5,1,1,2,N,2,4,7
179,35,1,4,1,1,2,N,2,0,8
180,70,2,6,2,1,2,N,2,7,5
181,5,1,1,2,1,1,N,2,0,4
182,92,1,4,2,1,1,N,2,1,10
183,50,1,4,2,1,1,N,2,5,5
184,22,1,6,2,1,1,N,2,6,9
185,54,8,4,2,1,2,N,2,9,9
186,68,2,6,1,1,1,N,2,5,4
187,44,9,1,2,1,1,N,2,9,4
188,52,1,1,1,1,1,N,1,6,12
189,67,1,1,1,1,1,N,2,5,12
190,59,1,6,2,1,1,N,2,8,7
191,45,2,1,2,1,1,N,2,5,3
192,29,1,1,1,1,1,N,2,6,4
193,38,6,1,1,1,1,N,2,8,9
194,54,1,2,1,1,1,N,2,9,4
195,29,1,1,2,1,1,N,2,6,6
196,44,8,1,1,1,2,N,2,8,5
197,57,1,4,2,1,2,N,2,3,4
198,68,1,2,1,1,1,N,2,5,7
199,48,1,1,2,1,2,N,2,0,5
200,41,1,1,2,1,1,N,2,5,7
201,51,1,1,1,1,1,N,2,8,N
202,45,1,3,1,1,1,N,2,2,2
203,25,1,1,1,1,1,N,2,9,10
204,59,1,1,1,1,1,N,2,9,9
