,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,54,2,6,2,2,2,N,7,0,1,7980,12,1,0,N,2,27000.0,3,420,48-02102,60,1,2,71,40,2,2,2,2,2,N,1,8191,1,3,28000.0,5,357,87,87,37.5
1,18,2,2,2,2,2,N,4,0,1,8290,0,6,0,2,1,44650.0,7,6,48-02102,47,1,1,98,18,2,2,2,2,2,N,1,170,3,7,870.0,1,197,27,38,50.0
2,56,2,6,2,2,2,N,4,0,1,9170,5,1,0,3,1,6400.0,3,72,48-02515,50,1,1,59,60,2,6,2,2,2,N,1,4265,0,4,40000.0,6,501,17,18,50.0
3,23,2,2,2,2,2,N,4,0,1,5570,7,1,0,2,1,36020.0,5,32,48-02102,355,1,1,45,57,1,2,2,2,2,N,1,6170,0,2,70000.0,8,412,68,68,50.0
4,52,2,2,2,2,2,N,7,1,1,7370,16,1,0,2,1,25410.0,4,228,48-02101,61,1,2,177,60,2,2,2,2,2,N,1,9390,0,2,22100.0,4,501,89,84,62.5
5,24,2,2,1,2,2,N,7,0,1,N,4,6,0,N,1,-400.0,N,56,48-02515,83,6,1,93,44,2,6,2,2,2,N,1,3580,0,N,68000.0,8,501,100,99,43.75
6,43,2,6,2,2,2,N,5,0,1,9390,13,1,0,2,1,170700.0,5,447,48-02102,49,1,2,50,37,2,2,2,2,2,N,1,8370,1,6,20000.0,4,121,54,53,37.5
7,72,2,7,2,2,2,N,5,1,1,2780,4,6,0,7,1,52200.0,0,487,48-02507,105,1,2,104,18,2,7,2,2,2,N,1,1280,0,4,1000.0,1,94,46,37,50.0
8,58,2,5,2,2,2,N,6,1,1,8790,4,6,0,N,1,2800.0,5,437,48-02516,254,1,1,88,30,2,5,2,2,2,N,1,3180,2,3,27000.0,5,204,21,15,50.0
9,23,2,7,2,2,2,3,7,0,1,9370,14,6,2,N,0,77260.0,2,146,48-02515,88,1,2,79,24,2,6,2,2,2,N,2,8680,N,N,20000.0,4,N,91,0,31.25
10,33,2,6,2,2,2,N,6,0,1,3590,10,1,1,3,1,129900.0,9,500,48-02515,30,1,1,31,49,2,6,2,2,2,N,1,7390,0,2,73000.0,8,475,111,111,43.75
11,61,2,5,2,2,2,N,8,0,1,8564,9,4,0,8,2,11800.0,1,460,48-02510,77,1,2,93,30,2,7,2,2,2,N,1,6970,0,N,38000.0,6,286,82,82,43.75
12,24,2,6,2,2,2,N,9,0,1,7071,15,6,0,3,1,67500.0,3,494,48-02507,89,2,2,62,64,2,7,2,2,2,N,1,9160,0,N,56310.0,7,428,66,67,43.75
13,58,2,2,2,2,2,N,7,0,1,N,N,3,0,N,2,10200.0,0,5,48-02507,31,1,2,13,70,2,7,2,1,1,N,1,N,0,N,26700.0,5,219,261,262,43.75
14,32,2,6,2,2,2,N,6,0,1,N,N,6,2,11,1,16300.0,2,98,48-02515,36,1,1,75,20,2,6,2,2,1,N,1,N,0,2,6000.0,2,501,92,94,50.0
15,37,2,2,2,2,2,1,4,1,1,5180,6,6,3,N,1,66900.0,4,404,48-02516,198,1,1,223,18,2,5,2,2,2,N,1,4971,2,5,0.0,0,218,23,16,31.25
16,43,2,5,2,2,2,N,7,0,1,9080,14,1,0,6,2,59000.0,7,501,48-02101,68,1,1,45,30,2,2,2,2,2,N,1,8680,0,2,25000.0,4,293,114,115,43.75
17,12,2,6,2,2,2,N,9,0,1,N,10,6,3,5,1,-1300.0,0,501,48-02516,482,1,1,118,51,2,5,2,2,2,N,1,7390,0,N,100000.0,9,501,87,87,43.75
18,31,2,5,2,2,2,N,7,1,1,2980,10,6,0,3,1,68900.0,7,494,48-02516,188,1,1,105,37,2,5,2,2,2,N,1,7580,0,3,37000.0,6,253,47,27,56.25
19,19,2,5,2,2,2,N,1,0,1,8891,12,1,0,2,1,-1300.0,3,61,48-02516,205,1,1,516,28,2,5,2,2,2,N,1,8270,0,5,19200.0,4,259,25,23,50.0
20,67,2,2,2,2,2,N,8,0,1,4870,16,1,2,2,1,50000.0,8,66,48-02101,57,1,1,78,32,2,2,2,2,2,N,1,9470,2,4,120000.0,9,501,193,171,50.0
21,50,2,2,2,2,2,N,5,0,1,8180,1,3,0,4,1,6300.0,3,456,48-02101,112,1,2,93,60,2,2,2,1,2,N,1,370,0,N,19500.0,4,148,23,27,43.75
22,54,2,7,2,2,2,N,7,0,1,6890,7,4,0,2,1,43600.0,7,373,48-02510,72,1,2,17,79,2,7,2,2,2,N,1,6190,0,2,37700.0,6,501,100,100,56.25
23,20,2,2,2,2,2,N,5,0,1,4090,10,4,0,4,1,18000.0,7,354,48-02102,13,1,2,37,75,2,2,2,2,2,N,1,7590,0,2,50100.0,7,482,104,105,56.25
24,29,2,2,2,2,2,N,7,1,1,3291,4,1,3,5,1,10000.0,0,501,48-02102,32,1,1,124,41,2,2,2,2,2,N,1,1990,2,4,69000.0,8,315,135,136,43.75
25,68,2,2,2,2,2,N,4,0,1,3380,4,5,0,3,1,221000.0,4,380,48-02102,33,1,1,62,59,2,2,2,2,2,N,1,3680,0,N,0.0,0,0,46,47,50.0
26,31,2,7,2,2,2,N,6,0,1,8891,14,1,3,3,1,151000.0,0,59,48-02507,17,1,2,9,58,2,7,2,2,2,N,1,8680,0,3,27000.0,5,323,95,95,50.0
27,29,2,6,2,2,2,N,7,0,1,8690,3,1,0,2,1,129900.0,2,59,48-02515,3,1,2,64,61,2,6,1,2,2,N,1,770,0,6,62150.0,7,420,15,15,43.75
28,67,2,7,2,2,2,N,10,0,1,7680,14,1,0,5,1,109000.0,0,488,48-02510,25,6,2,52,64,2,7,2,2,2,N,1,8660,0,5,127000.0,9,501,54,49,56.25
29,10,2,6,2,2,2,N,5,0,1,8561,17,1,0,5,2,152500.0,5,441,48-02515,68,1,1,58,25,2,6,2,2,2,N,1,9690,0,2,35000.0,5,235,28,27,56.25
30,55,2,7,2,2,2,N,7,0,1,7980,10,4,0,N,1,125400.0,5,451,48-02507,100,1,1,84,41,2,7,2,2,2,N,1,7390,0,N,75000.0,8,501,62,45,56.25
31,44,2,2,2,2,2,N,1,1,1,9380,10,1,1,3,1,69400.0,8,57,48-02102,45,1,1,93,55,2,2,2,2,2,N,1,7770,3,7,14000.0,3,97,91,86,43.75
32,69,2,6,2,2,2,N,8,0,1,N,9,1,0,4,1,11700.0,0,317,48-02515,71,2,2,80,51,2,6,2,2,2,N,1,6992,0,2,109000.0,9,501,72,52,50.0
33,61,2,5,2,2,2,N,5,0,1,N,N,1,0,N,2,10070.0,0,274,48-02516,153,1,2,74,26,2,5,2,2,2,N,1,N,3,5,0.0,0,199,14,14,56.25
34,25,2,7,2,2,2,N,7,0,1,8790,15,6,0,5,1,30010.0,1,329,48-02510,76,1,1,66,28,2,7,2,2,2,N,1,8770,0,3,5000.0,2,423,111,75,50.0
35,56,2,7,2,2,2,N,10,0,1,8192,6,1,0,3,1,19900.0,4,501,48-02515,18,1,2,88,53,2,6,2,2,2,N,1,5580,1,4,720.0,1,501,79,79,43.75
36,6,2,2,2,N,2,2,5,0,1,8192,5,1,2,2,2,10070.0,0,499,48-02102,280,1,1,340,44,2,2,2,2,2,N,1,4470,0,3,73000.0,8,367,17,17,31.25
37,51,2,2,2,2,2,N,6,0,1,7390,16,1,2,2,1,168800.0,6,N,48-02101,63,1,2,97,31,2,2,2,2,2,N,1,9470,0,2,45000.0,6,265,107,90,56.25
38,4,2,7,2,2,2,N,7,0,1,6380,2,6,0,N,1,2470.0,8,63,48-02510,46,1,1,47,30,2,7,2,2,2,N,1,670,0,N,47000.0,6,358,61,60,56.25
39,14,2,2,2,2,2,N,8,1,1,9590,14,6,0,N,1,30350.0,7,281,48-02101,265,1,1,61,21,2,2,2,2,2,N,1,8680,1,3,12500.0,3,268,120,99,43.75
40,38,2,7,2,2,2,N,8,0,1,N,N,3,0,2,2,32000.0,6,56,48-02507,141,1,2,159,88,2,7,2,1,1,N,1,N,0,2,13200.0,3,109,45,32,50.0
41,18,2,2,2,2,2,N,5,0,1,6070,3,6,2,N,2,11130.0,0,501,48-02515,161,1,1,68,24,2,6,2,2,2,N,1,770,0,N,60000.0,7,458,137,136,43.75
42,9,2,7,2,2,2,N,5,0,1,N,N,6,3,3,2,101200.0,0,73,48-02507,14,2,2,27,21,2,7,2,2,2,N,1,N,0,3,0.0,0,203,172,101,62.5
43,3,2,6,2,2,2,N,3,0,1,N,N,4,1,4,2,101100.0,0,171,48-02515,83,1,1,24,68,2,6,2,2,1,N,1,N,0,N,9500.0,2,78,64,63,43.75
44,30,2,5,2,2,2,N,6,1,1,9870,12,1,0,2,1,199350.0,7,479,48-02516,72,1,2,93,45,2,5,2,2,2,N,1,8191,0,2,44200.0,6,501,44,44,56.25
45,35,2,7,2,2,2,N,9,0,1,170,3,1,0,N,1,280010.0,4,52,48-02516,108,1,1,407,35,2,5,2,2,2,N,1,770,1,3,105000.0,9,501,273,263,43.75
46,51,2,2,2,2,2,N,9,0,1,N,9,6,0,8,1,72110.0,0,56,48-02101,41,1,1,38,27,2,2,2,2,2,N,1,7071,0,3,30000.0,5,501,171,128,50.0
