,PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,INDP_CAT,EDU,PINCP_DECILE,DVET,DREM,DPHY,DEYE,DEAR
PUMA,0.0,0.025056308074986613,-0.001263593664039803,-0.017952829284443514,-0.006927453527322081,-0.001245040862656482,0.0018587519781693802,0.028024058841408253,-0.0041411660644359045,0.005881266710540286,-0.011769490257285638,-0.06472637687998366,-0.028343334287531295,-0.005994725029801952,-0.007382102654905766,-0.002382286374105291,-0.018536707021158113,-0.0322993895760923
AGEP,0.025056308074986613,0.0,-0.06164205484241315,-0.1716980742803574,0.184636596947088,0.09921842601242979,0.43774590301560246,0.4032367412234649,-0.06565526088899001,0.12018809503829839,-0.1253099611835291,-0.4056913125503465,-0.43159273372357654,-0.07148381269297627,-0.19601498380249013,-0.06454043978296582,0.09767741736051706,0.1937073984159928
SEX,-0.001263593664039803,-0.06164205484241314,0.0,-0.03116148182357745,0.008189338440751402,0.004331296022893798,0.020078678967683717,0.024889995101632686,-0.012583959544176676,-0.022912915388535376,-0.04379130589927813,-0.026748442207957395,0.13731285431393386,0.09890287415883839,-0.01997957190153217,0.020002969176864966,0.010786397436334983,-0.023256649414775923
MSP,-0.017952829284443514,-0.17169807428035744,-0.03116148182357745,-1.1102230246251565e-16,0.008248143488280853,-0.0007868973659550006,0.3315129363236801,0.278710545709251,-0.14228005756131176,-0.005535667217296874,-0.2539382288965129,-0.21583178376598042,-0.2041052264474149,0.007227508102997582,-0.20730368654019032,-0.17352917442575255,0.03470633822036303,0.05834829577368587
HISP,-0.006927453527322084,0.184636596947088,0.008189338440751403,0.008248143488280853,1.1102230246251565e-16,-0.08965285007566805,-0.1111446004763783,-0.13172449979481093,-0.006569064054904324,-0.032847947172077584,0.04156618094059219,0.1790703420682087,0.13763227695167837,0.026124480794614716,0.030786547412080513,0.0020540148848014646,-0.003819048240758809,-0.03167280247141495
RAC1P,-0.001245040862656482,0.09921842601242978,0.004331296022893799,-0.0007868973659549972,-0.08965285007566805,0.0,-0.033753123978016164,-0.05201126710189942,-0.03303056494889173,-0.027312361363985526,-0.015012044714069486,0.05828611837092312,0.08884046166520995,-0.01245261033896303,0.023446679098830674,0.0015490374855832512,-0.04181031026730653,-0.044240284620507594
NOC,0.0018587519781693802,0.4377459030156024,0.020078678967683717,0.3315129363236801,-0.11114460047637832,-0.03375312397801617,0.0,-0.6001372793953249,0.2956073428858411,-0.10124463478242401,0.11602069230859816,0.270172794244108,0.26509385609079367,0.034299646258470956,0.056611467116832015,0.023390157654238714,-0.07739098669605436,-0.13556148991451344
NPF,0.028024058841408253,0.4032367412234649,0.024889995101632686,0.27871054570925097,-0.13172449979481093,-0.05201126710189941,-0.6001372793953249,1.1102230246251565e-16,0.1953278430637229,0.010680343803238101,0.07603859301640098,0.24904603572533818,0.2560163602499625,0.028636284545628686,0.06672205472877392,-0.01450561725614258,-0.06672361874959507,-0.12288564395138354
HOUSING_TYPE,-0.004141166064435906,-0.06565526088899003,-0.012583959544176676,-0.14228005756131176,-0.00656906405490432,-0.03303056494889173,0.2956073428858411,0.1953278430637229,0.0,0.4015540353394683,0.056734043573817824,0.007992732874094596,0.06113607010148105,0.026276356531585724,0.15625776086654317,0.10808526963019663,0.08898643325335684,0.08615859176084562
OWN_RENT,0.005881266710540279,0.12018809503829837,-0.02291291538853538,-0.005535667217296876,-0.03284794717207759,-0.02731236136398552,-0.10124463478242401,0.010680343803238103,0.4015540353394683,0.0,-0.027745677570841905,0.05864100553374686,0.05917184141653947,0.0006227994859387001,-0.02272684928222255,-0.007184507444635654,-0.008171215768609751,-0.05531051822709915
INDP_CAT,-0.011769490257285638,-0.12530996118352908,-0.04379130589927813,-0.2539382288965129,0.04156618094059218,-0.015012044714069486,0.11602069230859818,0.07603859301640101,0.05673404357381784,-0.027745677570841905,0.0,-0.381531115395442,-0.36973498637716856,-0.021285328523580227,-0.20674317884721558,-0.19616414188156406,-0.030020230650764316,-0.050360809696479075
EDU,-0.06472637687998366,-0.4056913125503465,-0.026748442207957395,-0.21583178376598042,0.17907034206820868,0.058286118370923116,0.270172794244108,0.24904603572533818,0.0079927328740946,0.05864100553374686,-0.38153111539544204,0.0,-0.5596951252890879,-0.08745777942182495,-0.27269067254744106,-0.228243234297677,-0.006282694822361231,0.0398934531104279
PINCP_DECILE,-0.028343334287531295,-0.43159273372357654,0.13731285431393386,-0.20410522644741494,0.13763227695167837,0.08884046166520997,0.26509385609079367,0.2560163602499625,0.06113607010148106,0.05917184141653948,-0.36973498637716856,-0.5596951252890878,-1.1102230246251565e-16,-0.08768278322584688,-0.28123616493038706,-0.22397081704946453,-0.01632909374461427,0.048305679489538615
DVET,-0.005994725029801952,-0.07148381269297625,0.09890287415883837,0.007227508102997583,0.026124480794614716,-0.01245261033896303,0.034299646258470956,0.028636284545628686,0.026276356531585724,0.000622799485938701,-0.021285328523580227,-0.08745777942182498,-0.08768278322584687,2.220446049250313e-16,0.022697350736749368,0.01677374429585686,-0.016227087665229387,0.12195354741469366
DREM,-0.007382102654905766,-0.19601498380249013,-0.01997957190153217,-0.20730368654019032,0.030786547412080506,0.023446679098830674,0.056611467116832,0.06672205472877392,0.15625776086654317,-0.02272684928222255,-0.20674317884721555,-0.27269067254744106,-0.28123616493038706,0.022697350736749368,1.1102230246251565e-16,-0.5263980256097138,-0.08308917872903479,-0.07647225934619029
DPHY,-0.002382286374105291,-0.06454043978296581,0.020002969176864963,-0.17352917442575255,0.0020540148848014637,0.0015490374855832512,0.023390157654238714,-0.01450561725614258,0.10808526963019664,-0.007184507444635649,-0.19616414188156409,-0.22824323429767704,-0.22397081704946453,0.01677374429585686,-0.5263980256097138,0.0,-0.13292550857058175,-0.13810085934180702
DEYE,-0.018536707021158113,0.09767741736051706,0.010786397436334983,0.03470633822036303,-0.003819048240758809,-0.04181031026730653,-0.07739098669605436,-0.06672361874959507,0.08898643325335685,-0.008171215768609751,-0.03002023065076432,-0.006282694822361232,-0.01632909374461427,-0.016227087665229387,-0.08308917872903479,-0.13292550857058175,1.1102230246251565e-16,-0.2002257281467648
DEAR,-0.0322993895760923,0.1937073984159928,-0.02325664941477592,0.05834829577368587,-0.03167280247141495,-0.044240284620507594,-0.13556148991451344,-0.12288564395138356,0.0861585917608456,-0.05531051822709915,-0.050360809696479075,0.03989345311042789,0.048305679489538615,0.12195354741469366,-0.07647225934619027,-0.13810085934180702,-0.20022572814676476,-1.1102230246251565e-16
