,INDP,count_target,count_deidentified
3,1070,1,0.0
38,1080,1,1.0
41,1090,2,0.0
42,1170,4,2.0
5,1180,6,1.0
33,1190,3,2.0
18,1270,2,3.0
9,1280,10,1.0
35,1290,1,1.0
39,1370,2,1.0
40,1390,1,1.0
46,1480,1,2.0
43,1670,1,2.0
13,1691,1,0.0
34,1790,3,1.0
45,1990,1,2.0
7,2090,2,0.0
48,2170,1,1.0
26,2190,6,1.0
36,2270,1,1.0
32,2280,5,1.0
20,2290,3,1.0
12,2370,3,2.0
19,2390,1,4.0
21,2570,1,0.0
15,2590,1,2.0
10,2670,6,1.0
1,2770,2,2.0
4,2870,2,2.0
6,2880,5,1.0
16,2980,4,1.0
29,3095,2,1.0
47,3180,1,0.0
0,3291,7,1.0
24,3365,35,2.0
17,3370,11,0.0
27,3380,11,0.0
22,3390,72,5.0
30,3490,3,3.0
2,3570,12,0.0
14,3580,13,1.0
23,3590,5,2.0
31,3680,1,2.0
25,3690,1,0.0
37,3895,1,1.0
8,3960,12,0.0
28,3970,2,1.0
44,3980,2,1.0
11,3990,11,2.0
