,INDP,count_target,count_deidentified
6,4670,75,37.0
34,4680,5,3.0
0,4690,36,11.0
2,4770,42,18.0
16,4780,5,2.0
17,4795,49,25.0
10,4870,59,21.0
8,4880,26,10.0
20,4890,28,11.0
7,4971,189,83.0
30,4972,31,14.0
26,4980,22,5.0
29,4990,9,3.0
5,5070,66,29.0
25,5080,38,17.0
31,5090,50,24.0
4,5170,124,46.0
27,5180,15,5.0
24,5190,16,5.0
18,5275,57,23.0
19,5280,5,2.0
23,5295,5,0.0
14,5370,17,10.0
12,5381,44,12.0
3,5391,154,58.0
28,5470,14,5.0
21,5480,14,6.0
13,5490,21,11.0
1,5570,15,7.0
15,5580,32,15.0
22,5593,52,25.0
32,5670,4,1.0
33,5680,8,5.0
9,5690,13,3.0
11,5790,41,19.0
