,AGEP_x,DEAR_x,DENSITY_x,DEYE_x,DPHY_x,DREM_x,DVET_x,EDU,HISP,HOUSING_TYPE_x,INDP_x,INDP_CAT,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_x,PINCP_DECILE_x,POVPIP_x,PUMA,PWGTP_x,RAC1P,SEX,WGTP_x,AGEP_y,DEAR_y,DENSITY_y,DEYE_y,DPHY_y,DREM_y,DVET_y,HOUSING_TYPE_y,INDP_y,NOC_y,NPF_y,PINCP_y,PINCP_DECILE_y,POVPIP_y,PWGTP_y,WGTP_y,percent_match
0,51,2,0,1,2,2,N,7,0,1,5391,N,1,2,7,1,N,6,484,36-04010,83,6,1,60,63,2,13,2,2,2,N,1,N,1,6,0.0,0,501,60,47,31.25
1,87,2,13,2,2,2,N,9,0,1,N,9,3,0,12,2,136000.0,5,492,51-51255,111,1,2,166,90,2,10,2,2,2,N,1,7071,0,N,86000.0,8,501,72,71,43.75
2,27,2,8,2,2,2,N,9,0,1,9920,8,1,0,N,2,12430.0,2,222,24-01004,194,1,2,126,45,2,8,2,2,2,N,1,6480,0,2,9100.0,2,501,91,107,56.25
3,61,2,13,2,2,2,N,9,0,1,8170,10,1,0,12,1,106800.0,4,457,51-51255,220,9,1,219,62,2,10,2,2,2,N,1,7290,0,2,184000.0,9,501,63,63,43.75
4,40,2,7,2,2,2,N,9,0,1,7970,10,6,0,3,1,321000.0,9,54,17-03531,16,1,1,61,44,2,10,2,2,2,N,1,7490,1,3,76000.0,8,372,169,169,43.75
5,31,2,0,2,2,2,N,4,0,1,3370,1,1,0,2,1,7300.0,6,N,38-00100,18,5,1,76,67,1,0,2,1,1,N,1,490,0,3,48000.0,6,289,38,37,37.5
6,46,2,7,2,2,2,N,10,0,1,7490,15,1,1,2,1,144500.0,8,65,38-00100,25,9,1,133,58,2,0,2,2,2,5,1,9160,0,2,98400.0,9,501,226,226,37.5
7,25,2,12,2,2,2,N,8,0,1,770,12,4,2,N,2,84600.0,4,64,19-01700,85,1,2,109,64,2,7,2,2,2,N,1,8180,0,N,37600.0,6,284,123,123,43.75
8,39,2,6,2,2,2,N,6,0,3,7880,N,6,N,6,0,7100.0,8,65,08-00803,11,1,2,331,75,2,7,2,1,1,N,2,N,N,N,14400.0,2,N,20,0,25.0
9,31,2,13,2,2,2,N,5,0,1,8080,6,6,0,N,2,87020.0,1,75,30-00600,86,1,1,514,19,2,0,2,2,1,N,1,5381,1,4,4700.0,1,317,64,52,37.5
