,AGEP,SEX,MSP,RAC1P,HOUSING_TYPE,OWN_RENT,EDU,PINCP_DECILE,DVET,DEYE
AGEP,5.551115123125783e-16,0.0048222528650884375,-0.0016248158025883308,0.010309424118903038,-0.012694895214181073,0.020193884419089342,-0.0005695304329562667,-0.0009823737236371866,-0.10001319876579176,-0.0011471732031900217
SEX,0.0048222528650884375,0.0,-0.009057893657400565,0.020857154880132844,-0.009766866211565414,-0.020478578222664055,0.00765228652470612,0.01140693997535902,0.11580291984320575,-0.008384875333667316
MSP,-0.0016248158025883308,-0.009057893657400565,-1.7319479184152442e-14,0.016235437683093153,-0.013552607625872876,-0.016050235049149042,0.008449940052125182,0.00768815134804704,0.005917190448033937,-0.001666537107267392
RAC1P,0.010309424118903038,0.020857154880132844,0.016235437683093153,0.0,-0.0005998624888013983,0.00022025048073273656,0.020703084280184164,0.015369665219782863,0.010045224774770201,0.002369122277590379
HOUSING_TYPE,-0.012694895214181073,-0.009766866211565414,-0.013552607625872876,-0.0005998624888013983,3.5416114485542494e-14,0.005076017173461289,-0.001151257893939583,0.004541815338038158,0.0011072643032358914,-0.00157588346823688
OWN_RENT,0.020193884419089342,-0.020478578222664055,-0.016050235049149042,0.00022025048073273656,0.005076017173461289,-1.787459069646502e-14,-0.0012528954303258205,-0.0011147929018705677,0.005098967861295548,-0.006122462186802859
EDU,-0.0005695304329562667,0.00765228652470612,0.008449940052125182,0.020703084280184164,-0.001151257893939583,-0.0012528954303258205,3.9968028886505635e-15,-0.005977247057467827,-0.1053962599670486,-0.02338781060945013
PINCP_DECILE,-0.0009823737236371866,0.01140693997535902,0.00768815134804704,0.015369665219782863,0.004541815338038158,-0.0011147929018705677,-0.005977247057467827,-4.440892098500626e-16,-0.12206493597056937,-0.008912124682087514
DVET,-0.10001319876579176,0.11580291984320575,0.005917190448033937,0.010045224774770201,0.0011072643032358914,0.005098967861295548,-0.1053962599670486,-0.12206493597056937,-2.1094237467877974e-15,0.012577295625961236
DEYE,-0.0011471732031900217,-0.008384875333667316,-0.001666537107267392,0.002369122277590379,-0.00157588346823688,-0.006122462186802859,-0.02338781060945013,-0.008912124682087514,0.012577295625961236,0.0
