,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,54,2,N,1,1,4,1,2,1,1,54,1,N,1,2,80.0
1,30,2,N,7,2,4,0,1,9,2,39,2,N,2,0,60.0
2,71,2,N,7,1,4,1,4,3,2,79,2,N,1,7,60.0
3,85,2,N,5,1,3,2,6,2,1,78,2,N,1,4,60.0
4,41,2,N,4,1,1,2,3,2,2,53,2,N,1,3,80.0
5,70,2,N,5,1,4,1,3,9,2,52,2,N,1,2,60.0
6,5,2,N,1,1,N,2,N,2,1,4,2,N,1,N,80.0
7,24,2,N,9,1,6,2,2,9,1,34,2,N,1,7,60.0
8,42,2,N,8,1,4,1,8,2,1,46,2,N,1,4,60.0
9,58,2,N,4,1,1,1,7,2,2,60,2,N,1,2,60.0
10,63,2,N,5,1,5,1,4,2,1,60,1,N,1,4,60.0
11,48,2,N,8,1,2,2,5,2,1,30,2,N,1,5,80.0
12,36,2,N,6,1,1,2,6,9,1,36,2,N,1,4,80.0
13,66,2,N,9,1,4,2,3,9,2,36,2,N,1,8,60.0
14,55,2,N,12,1,6,1,7,1,1,51,2,N,1,8,60.0
15,36,2,N,8,1,2,1,6,1,2,33,2,N,1,2,60.0
16,41,2,N,4,2,2,0,1,1,2,76,2,N,2,2,60.0
17,39,1,N,7,2,6,0,6,6,2,21,2,N,3,2,20.0
18,55,2,N,8,1,4,1,5,8,2,30,2,N,1,6,60.0
19,70,2,N,5,1,4,1,3,6,2,64,2,N,1,1,60.0
20,69,2,N,1,1,3,2,4,1,2,55,2,N,1,9,60.0
21,65,2,N,9,1,3,1,9,6,2,50,2,N,1,7,60.0
22,76,2,N,12,1,3,1,6,1,1,75,2,N,1,6,80.0
23,20,2,N,5,3,6,0,3,8,2,19,2,N,3,0,60.0
24,51,2,N,9,1,4,1,7,9,1,72,2,N,1,9,60.0
25,5,2,N,2,1,N,2,N,8,1,3,2,N,1,N,80.0
26,42,2,N,7,1,1,2,2,3,2,47,2,N,1,2,80.0
27,58,1,N,7,1,5,1,6,2,2,66,2,N,1,5,40.0
28,21,2,N,5,3,6,0,3,2,2,60,2,N,2,0,40.0
29,88,2,N,8,1,1,1,5,9,1,69,2,2,1,3,40.0
30,48,2,N,7,1,4,2,8,2,1,85,2,N,1,4,60.0
31,54,2,N,10,1,2,2,8,1,1,60,2,N,1,7,60.0
32,4,2,N,2,1,N,2,N,9,2,4,2,N,1,N,100.0
33,7,2,N,4,1,N,2,N,2,1,14,2,N,1,N,80.0
34,87,2,N,9,1,3,1,8,9,2,72,2,N,1,5,60.0
35,15,2,N,3,1,6,2,0,8,1,15,2,N,1,0,100.0
36,31,2,N,8,1,6,2,0,2,1,46,2,N,1,6,60.0
37,72,2,N,9,1,4,1,5,6,1,41,2,N,1,8,60.0
38,42,2,N,11,1,1,1,9,8,1,38,2,N,1,9,80.0
39,13,2,N,3,1,N,2,N,3,1,14,2,N,1,N,80.0
40,39,2,N,10,1,6,1,7,8,2,65,2,N,1,9,60.0
41,38,2,N,8,1,1,2,7,9,1,85,2,N,1,3,60.0
42,41,2,N,8,1,5,2,5,2,2,60,2,N,1,2,60.0
43,2,2,N,N,1,N,2,N,8,2,2,2,N,1,N,100.0
44,45,2,N,12,1,1,2,7,2,1,45,2,N,1,7,100.0
45,20,2,N,1,1,2,2,7,1,1,66,2,N,1,6,60.0
46,33,2,N,9,1,1,2,2,3,2,29,2,N,1,6,60.0
47,5,2,N,2,1,N,1,N,6,2,4,2,N,1,N,80.0
48,46,2,N,10,1,1,1,5,8,1,46,2,N,1,5,100.0
49,50,2,N,6,1,6,1,2,6,1,50,2,N,1,2,100.0
50,72,2,N,7,2,3,0,2,2,1,72,2,N,2,3,80.0
