PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
26-02702,23,2,1,0,2,0,6,1,1,6773.492396831512,6470,7,4,68000.0,N,182,N,2,2,2,2,83.74480092525482,86.68716430664062
24-01004,46,1,1,0,2,0,2,1,1,10224.774592876434,7490,N,7,171800.0,1,344,N,2,2,2,2,138.51943933963776,119.62249755859375
51-01301,73,1,6,2,1,4,12,1,1,9569.692376613617,6991,11,5,85700.0,7,118,N,2,N,2,2,126.8351879119873,73.31884765625
24-01004,61,1,6,0,7,2,5,1,1,11092.818475723267,8380,11,7,3800.0,9,80,N,2,1,2,2,114.42043328285217,131.54766845703125
40-00200,62,2,6,0,3,3,2,1,1,11139.402802944183,7580,14,1,175100.0,0,212,N,2,2,2,2,144.24734318256378,155.96926879882812
24-01004,9,1,1,4,6,2,8,3,1,7135.837505817413,8170,4,7,-2200.0,3,210,5,2,2,2,2,102.78895342350006,90.5814208984375
51-01301,32,1,6,0,1,1,2,1,2,13207.475903987885,8170,15,8,126680.0,4,283,N,2,2,2,2,125.19130492210388,83.84896850585938
36-03710,43,2,1,0,1,2,3,1,1,6574.667902946472,9170,9,5,73800.0,2,194,N,2,2,2,2,103.64047253131866,111.526611328125
32-00405,13,1,1,3,1,2,11,1,1,8626.06929397583,3570,N,7,305200.0,0,405,N,2,2,2,2,146.3772656917572,96.63339233398438
17-03529,55,2,4,0,6,1,7,1,2,9424.223993778229,8680,N,9,87010.0,5,457,N,2,2,2,2,103.73759531974792,98.84445190429688
51-51255,32,2,2,0,1,2,11,1,1,9258.854220867157,5570,3,5,444950.0,4,48,N,2,2,1,1,132.738095164299,114.85906982421875
32-00405,45,2,1,0,1,0,N,1,1,9246.630643367767,7680,12,9,17720.0,8,51,N,2,2,2,2,104.54075062274933,95.50283813476562
19-01700,35,2,6,0,2,2,3,1,2,9210.875702857971,9390,15,7,116000.0,4,127,N,2,2,2,2,96.37638711929321,74.74774169921875
29-01901,32,2,2,0,1,1,7,1,2,9893.117302417755,8570,10,10,361800.0,8,7,N,2,2,2,1,119.53565800189972,112.62570190429688
17-03531,37,2,6,3,1,1,2,1,1,6860.869496822357,4972,7,9,41500.0,8,231,N,2,2,2,2,77.49872648715973,107.57171630859375
06-08507,35,1,1,0,2,3,4,1,1,9453.732412815094,8270,7,4,173000.0,5,357,6,2,2,2,2,96.2507506608963,72.42074584960938
01-01301,51,1,6,0,2,3,3,1,1,11243.658593654633,8562,10,1,8920.0,5,139,4,2,2,2,2,118.3414580821991,91.13336181640625
51-01301,82,2,4,0,6,0,2,1,1,10140.31084394455,7680,6,5,56000.0,5,494,N,2,2,2,2,130.59303426742554,132.03887939453125
30-00600,56,1,4,2,1,0,5,1,2,9140.478831291199,5090,15,9,573900.0,3,150,3,2,2,2,1,96.40040183067322,81.63674926757812
19-01700,29,1,6,0,8,3,N,1,2,11890.760336875916,9290,3,6,284000.0,0,394,N,2,N,2,2,111.58204638957977,129.6036376953125
29-01901,52,1,2,0,6,0,2,1,2,8882.918680667877,2170,3,8,680.0,6,399,N,2,2,1,2,134.7157826423645,119.70303344726562
38-00100,35,1,6,0,8,2,4,2,2,9646.85126876831,9370,12,5,15100.0,4,76,N,2,2,2,2,116.1006727218628,112.35467529296875
17-03529,28,2,6,0,1,4,8,1,1,14616.251021385193,4290,10,4,47000.0,5,303,N,2,2,2,2,134.8385008573532,158.6407470703125
01-01301,18,1,1,0,2,4,5,1,2,7320.77281332016,8680,4,5,35800.0,8,12,N,2,2,2,2,98.41630005836487,48.45257568359375
36-04010,35,1,2,0,1,0,N,1,2,7494.94317150116,7280,12,9,56420.0,5,131,N,2,2,2,2,77.46975684165955,44.21539306640625
06-08507,23,2,2,0,3,1,5,1,2,9601.696280002594,9180,N,12,53600.0,7,44,N,2,2,2,2,134.57002246379852,99.561767578125
19-01700,30,1,1,0,2,0,2,2,1,10206.921530723572,6170,10,5,89900.0,6,487,1,2,2,2,1,118.49800968170166,133.20751953125
30-00600,35,2,5,0,1,1,3,1,2,10340.375269412994,7860,13,9,215000.0,9,146,6,2,2,2,2,95.00341439247131,117.17947387695312
51-01301,40,1,4,0,6,4,7,1,1,12603.830345630646,8660,15,5,20200.0,N,454,N,1,2,2,2,135.69457972049713,162.70736694335938
51-51255,55,1,1,0,1,1,3,3,0,11836.06861448288,6190,N,9,20400.0,3,140,N,2,2,2,1,118.77217257022858,81.71441650390625
01-01301,55,2,6,0,1,2,4,1,1,14749.59736442566,9170,16,9,13880.0,3,109,N,2,2,2,2,159.25267720222473,106.75006103515625
