AGEP,RAC1P,MSP,SEX,HOUSING_TYPE,OWN_RENT,DVET,PINCP_DECILE,EDU
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,1.0,N,N,N
0.0,2.0,N,1.0,1.0,2.0,N,N,N
0.0,2.0,N,1.0,1.0,2.0,N,N,N
0.0,2.0,N,1.0,1.0,2.0,N,N,N
0.0,2.0,N,1.0,1.0,2.0,N,N,N
0.0,2.0,N,1.0,1.0,2.0,N,N,N
0.0,2.0,N,1.0,1.0,2.0,N,N,N
0.0,2.0,N,1.0,1.0,2.0,N,N,N
0.0,2.0,N,1.0,1.0,2.0,N,N,N
0.0,2.0,N,1.0,1.0,2.0,N,N,N
0.0,2.0,N,1.0,1.0,2.0,N,N,N
0.0,2.0,N,1.0,1.0,2.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,1.0,N,N,N
0.0,2.0,N,2.0,1.0,2.0,N,N,N
0.0,2.0,N,2.0,1.0,2.0,N,N,N
0.0,2.0,N,2.0,1.0,2.0,N,N,N
0.0,2.0,N,2.0,1.0,2.0,N,N,N
0.0,2.0,N,2.0,1.0,2.0,N,N,N
0.0,2.0,N,2.0,1.0,2.0,N,N,N
0.0,2.0,N,2.0,1.0,2.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,1.0,1.0,1.0,N,N,N
0.0,6.0,N,2.0,1.0,1.0,N,N,N
0.0,6.0,N,2.0,1.0,1.0,N,N,N
0.0,6.0,N,2.0,1.0,1.0,N,N,N
0.0,6.0,N,2.0,1.0,1.0,N,N,N
0.0,6.0,N,2.0,1.0,1.0,N,N,N
0.0,6.0,N,2.0,1.0,1.0,N,N,N
0.0,6.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,1.0,1.0,1.0,N,N,N
0.0,9.0,N,1.0,1.0,1.0,N,N,N
0.0,9.0,N,1.0,1.0,1.0,N,N,N
0.0,9.0,N,1.0,1.0,1.0,N,N,N
0.0,9.0,N,1.0,1.0,1.0,N,N,N
0.0,9.0,N,1.0,1.0,1.0,N,N,N
0.0,9.0,N,1.0,1.0,1.0,N,N,N
0.0,9.0,N,1.0,1.0,2.0,N,N,N
0.0,9.0,N,1.0,1.0,2.0,N,N,N
0.0,9.0,N,1.0,1.0,2.0,N,N,N
0.0,9.0,N,1.0,1.0,2.0,N,N,N
0.0,9.0,N,1.0,1.0,2.0,N,N,N
0.0,9.0,N,1.0,1.0,2.0,N,N,N
0.0,9.0,N,1.0,1.0,2.0,N,N,N
0.0,9.0,N,1.0,1.0,2.0,N,N,N
0.0,9.0,N,1.0,1.0,2.0,N,N,N
0.0,9.0,N,1.0,1.0,2.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,1.0,N,N,N
0.0,9.0,N,2.0,1.0,2.0,N,N,N
0.0,9.0,N,2.0,1.0,2.0,N,N,N
0.0,9.0,N,2.0,1.0,2.0,N,N,N
0.0,9.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,1.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,1.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,1.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,1.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,1.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
1.0,2.0,N,2.0,1.0,2.0,N,N,N
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,1.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,1.0,1.0,2.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
10.0,1.0,N,2.0,1.0,1.0,N,N,3
