,AGEP_x,DEYE_x,DVET_x,EDU,HOUSING_TYPE_x,MSP,OWN_RENT,PINCP_DECILE_x,RAC1P,SEX,AGEP_y,DEYE_y,DVET_y,HOUSING_TYPE_y,PINCP_DECILE_y,percent_match
0,3,2,4,8,1,4,1,0,9,2,64,2,N,1,8,40.0
1,65,2,6,N,2,N,2,0,9,2,1,2,N,1,N,20.0
2,59,2,1,7,3,6,2,7,8,1,27,2,N,1,6,20.0
3,37,2,N,11,1,3,0,N,1,2,94,1,N,2,3,20.0
4,66,2,N,6,1,4,2,N,1,1,69,2,N,1,0,60.0
5,28,2,N,10,1,1,1,5,2,1,38,2,N,1,7,60.0
6,0,2,N,12,1,4,1,0,6,1,56,2,N,1,8,60.0
7,22,2,5,5,2,4,0,N,2,2,51,2,N,2,1,40.0
8,44,2,N,12,1,1,2,8,9,1,36,2,N,1,8,80.0
9,3,2,N,12,1,1,1,6,8,2,48,2,N,1,3,60.0
10,61,2,6,5,1,6,0,9,9,1,18,2,N,3,9,40.0
11,0,1,N,9,2,6,0,1,2,1,28,2,N,3,7,20.0
12,35,2,N,3,1,6,2,0,1,1,65,2,N,1,6,60.0
13,27,2,N,9,1,1,2,0,2,2,30,2,N,1,3,60.0
14,49,2,N,10,1,5,2,2,1,1,73,2,N,1,6,60.0
15,52,2,N,11,1,5,2,0,6,1,36,2,N,1,9,60.0
16,81,2,N,5,1,4,1,1,6,2,37,2,N,1,5,60.0
17,21,2,N,11,1,4,1,7,9,1,50,2,N,1,6,60.0
18,51,2,N,12,1,6,1,9,6,2,45,2,N,1,9,80.0
19,38,1,N,5,1,4,2,4,2,2,65,2,N,1,2,40.0
20,67,2,3,1,1,4,2,8,6,1,91,2,N,1,7,40.0
21,13,2,N,8,1,3,1,8,6,1,83,2,N,1,6,60.0
22,69,2,N,12,1,1,1,1,9,1,64,2,N,1,1,80.0
23,63,2,N,7,1,6,2,N,6,1,30,2,N,1,6,60.0
24,75,2,N,12,1,4,2,9,1,1,72,2,N,1,2,60.0
25,21,2,N,5,1,1,2,2,8,1,62,2,N,1,7,60.0
26,0,2,N,1,1,1,2,9,8,1,76,1,N,1,2,40.0
27,36,2,N,3,1,3,2,6,1,1,67,1,N,1,1,40.0
28,34,2,N,11,1,6,1,0,8,2,59,2,N,1,8,60.0
29,51,2,N,8,1,6,1,9,9,2,31,2,N,1,7,60.0
30,9,2,N,9,2,4,2,1,8,2,62,2,N,1,8,40.0
31,4,2,N,8,1,6,2,6,6,1,32,2,N,1,6,80.0
32,33,2,N,3,1,6,1,9,9,1,15,2,N,1,1,60.0
33,20,2,N,10,1,5,1,7,6,2,53,2,N,1,5,60.0
34,57,2,N,5,1,1,2,0,2,2,36,2,N,1,0,80.0
35,17,2,N,9,1,4,1,0,9,2,35,2,N,1,0,80.0
36,18,2,N,4,1,3,2,N,6,2,80,2,N,1,2,60.0
37,30,2,N,11,1,5,2,9,1,2,59,2,N,1,7,60.0
38,17,2,N,10,2,1,1,9,8,2,38,2,N,1,8,40.0
39,20,2,N,3,1,6,0,8,1,2,84,2,N,3,0,40.0
40,22,2,N,10,1,2,0,7,1,2,82,2,N,2,1,40.0
41,30,2,N,5,1,6,2,N,9,2,40,2,N,1,4,60.0
42,48,2,N,3,1,3,1,0,1,1,83,2,N,1,3,60.0
43,0,2,N,3,1,1,2,4,8,2,35,2,N,1,4,80.0
44,22,2,N,1,1,6,1,7,6,2,77,2,N,1,3,60.0
45,85,1,N,1,2,6,2,0,8,1,37,2,N,1,4,20.0
