,Target samples,Deid. samples
0,40,0
1,0,0
2,0,0
3,0,0
4,0,0
5,0,0
6,0,0
7,0,0
8,23,2
9,0,0
10,0,0
11,0,0
12,0,0
13,0,0
14,0,0
15,0,0
16,0,0
17,5,1
18,0,0
19,0,0
20,4,1
21,22,6
22,0,0
23,0,0
24,0,0
25,3,1
26,0,0
27,0,0
28,42,17
29,0,0
30,0,0
31,0,0
32,0,0
33,0,0
34,0,0
35,0,0
36,0,0
37,0,0
38,0,0
39,0,0
40,0,0
41,992,677
42,153,109
43,731,550
44,14,11
45,1650,1372
46,1044,896
47,0,0
48,0,0
49,0,0
50,3,3
51,0,0
52,2138,2337
53,218,241
54,0,0
55,1539,1891
56,96,124
57,0,0
58,0,0
59,0,0
60,0,0
61,346,541
62,0,0
63,84,141
64,70,123
65,17,32
66,0,0
67,19,39
68,0,0
69,4,9
70,0,0
71,0,0
72,0,0
73,0,0
74,5,14
75,0,0
76,0,0
77,3,10
78,2,7
79,0,0
80,0,0
81,0,0
82,0,0
83,0,0
84,0,0
85,0,0
86,0,0
87,7,47
88,1,7
89,0,0
90,0,0
91,0,0
92,0,0
93,0,0
94,1,16
95,0,0
96,0,0
97,0,0
98,0,0
99,0,51
