,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,36,1,1,6,3,1,8,100,30-00600,3,1,65,0,6,3,199,0.0
1,44,4,4,0,10,2,7,501,51-51255,8,2,41,1,2,3,101,0.0
2,75,4,N,2,6,2,9,183,51-51255,8,2,1,2,4,N,60,20.0
3,30,2,4,7,11,1,4,189,36-04010,8,1,50,0,N,7,501,0.0
4,59,0,5,0,3,1,N,N,38-00100,2,1,40,0,N,6,339,20.0
5,73,1,N,3,5,1,0,78,32-00405,9,1,3,0,7,N,197,0.0
6,91,1,2,0,N,1,3,264,06-08507,1,1,35,0,N,6,380,40.0
7,29,0,6,4,4,2,N,384,13-04600,8,1,24,0,N,0,0,0.0
8,52,4,4,1,3,1,8,277,06-07502,1,2,22,0,2,7,501,0.0
9,30,1,N,0,2,2,0,0,51-51255,8,2,2,1,3,N,501,0.0
10,94,1,3,0,N,1,7,484,24-01004,1,2,68,0,N,9,501,40.0
11,48,0,5,0,N,2,9,424,06-08507,9,1,41,0,N,9,501,60.0
12,47,1,6,N,N,0,9,177,28-01100,1,1,19,N,N,0,N,40.0
13,73,3,1,2,11,1,7,360,08-00803,1,2,39,0,2,8,501,0.0
14,25,0,6,0,N,2,8,361,26-02702,3,2,22,0,N,4,175,40.0
15,80,4,1,0,4,2,2,468,32-00405,8,1,84,0,2,1,64,20.0
16,31,4,4,1,8,1,2,393,08-00803,1,1,64,0,N,9,501,0.0
17,42,0,6,0,N,2,7,155,08-00803,2,2,26,0,N,3,113,40.0
18,41,1,N,2,3,2,7,477,32-00405,3,1,3,1,2,N,69,0.0
19,54,4,4,6,10,2,1,368,51-51255,1,1,49,2,3,6,234,0.0
20,83,2,6,N,N,0,8,N,13-04600,1,1,31,N,N,7,N,60.0
21,61,4,1,2,4,2,4,461,36-04010,8,1,49,1,6,6,367,0.0
22,21,1,1,6,7,2,1,181,32-00405,9,2,28,3,5,5,99,0.0
23,31,0,1,2,2,2,N,474,32-00405,8,2,30,1,3,0,422,0.0
