,AGEP_x,HISP,MSP,NOC_x,NPF_x,OWN_RENT,PINCP_DECILE_x,POVPIP_x,PUMA,RAC1P,SEX,AGEP_y,NOC_y,NPF_y,PINCP_DECILE_y,POVPIP_y,percent_match
0,87,1,4,0,N,2,6,N,06-08507,8,1,62,0,4,9,501,20.0
1,5,4,1,5,7,1,2,305,32-00405,5,2,58,0,7,4,274,20.0
2,24,0,N,0,5,2,7,495,36-04010,6,2,14,1,2,N,130,0.0
3,31,0,6,N,N,1,7,N,06-07502,2,1,35,0,N,9,501,20.0
4,57,0,6,N,N,2,5,0,36-03710,8,2,25,0,4,7,501,0.0
5,30,4,6,0,N,1,3,204,32-00405,2,1,26,0,2,4,195,20.0
6,19,0,1,2,4,1,1,471,13-04600,9,2,38,0,2,9,501,0.0
7,46,0,4,4,5,2,8,66,06-07502,9,2,32,0,N,3,99,0.0
8,40,0,6,N,N,1,0,132,01-01301,9,1,30,0,3,2,203,0.0
9,73,0,6,2,2,2,0,471,06-07502,7,1,21,0,6,2,86,0.0
10,32,0,1,2,N,2,N,259,38-00100,6,1,41,0,2,2,501,0.0
11,67,4,3,N,N,1,4,0,36-04010,2,2,67,0,3,8,501,20.0
12,47,0,2,2,2,1,0,438,24-01004,2,2,39,1,11,0,501,20.0
13,91,4,1,0,3,1,6,106,36-03710,2,1,57,0,2,4,298,20.0
14,21,0,4,0,N,2,7,408,38-00100,6,2,47,0,N,3,162,40.0
15,60,1,6,0,3,1,3,466,40-00200,9,1,15,0,3,0,216,40.0
16,72,0,4,0,3,2,5,321,08-00803,9,1,74,0,N,3,148,20.0
17,12,1,N,2,2,1,N,106,30-00600,9,1,11,3,6,N,63,20.0
18,42,0,4,2,3,2,4,371,32-00405,9,2,66,0,3,0,159,20.0
19,14,0,N,1,11,1,9,428,40-00200,2,1,9,0,4,N,72,0.0
20,48,0,2,N,3,2,9,N,17-03529,6,1,49,0,N,5,296,0.0
21,72,0,4,N,N,1,2,N,51-01301,2,2,42,1,2,6,260,0.0
22,62,0,1,2,3,1,0,145,40-00200,2,2,48,0,2,5,86,0.0
23,7,0,N,5,4,2,N,N,51-51255,6,1,11,1,3,N,252,20.0
24,15,4,N,4,9,1,N,116,51-51255,8,1,10,1,6,N,480,20.0
25,37,4,1,0,2,1,6,414,51-01301,9,1,47,2,4,8,501,0.0
26,39,0,4,2,3,1,0,425,28-01100,9,2,68,0,3,4,116,20.0
27,79,0,6,N,N,2,0,60,30-00600,2,1,26,0,N,4,157,20.0
28,63,2,1,0,N,2,N,128,36-03710,8,2,71,0,6,2,215,20.0
29,49,0,6,N,N,2,6,4,13-04600,8,1,24,0,N,0,0,20.0
30,22,1,1,N,2,2,7,135,06-07502,8,1,29,0,4,0,134,0.0
31,5,1,2,2,2,2,9,485,36-03710,8,2,40,0,N,2,44,0.0
32,17,0,6,N,N,2,6,492,32-00405,7,1,83,0,N,2,59,20.0
33,84,0,2,0,N,2,5,415,24-01004,2,2,59,1,4,0,0,0.0
34,2,0,N,3,6,1,9,125,19-01700,3,1,5,1,3,N,501,0.0
35,18,1,1,2,6,2,2,204,38-00100,8,1,25,3,6,6,222,20.0
36,29,2,4,2,6,1,2,435,36-03710,2,2,69,0,N,3,101,0.0
37,18,1,2,0,3,2,6,236,36-03710,2,1,29,0,N,6,342,40.0
38,14,0,6,N,N,2,4,500,30-00600,9,1,24,0,2,1,49,0.0
39,26,1,N,4,5,2,1,239,38-00100,9,1,9,3,5,N,150,20.0
40,11,1,4,1,N,2,7,0,36-03710,8,1,44,1,6,3,375,20.0
41,18,4,4,0,N,1,9,N,24-01004,2,1,50,0,2,7,501,20.0
42,27,0,1,1,3,2,1,403,32-00405,8,2,30,1,3,0,422,40.0
43,13,0,1,0,N,2,9,37,06-08507,7,1,45,2,4,7,294,0.0
44,75,0,6,0,2,2,0,409,36-03710,8,1,20,0,4,0,501,40.0
45,50,4,6,0,2,1,1,54,08-00803,8,2,23,2,4,1,30,20.0
46,48,4,4,N,3,1,3,7,30-00600,9,1,46,0,2,7,366,0.0
47,40,2,N,N,N,2,N,409,51-51255,6,2,1,1,3,N,501,20.0
48,60,1,1,2,5,1,7,274,13-04600,8,2,57,0,3,0,261,0.0
49,13,1,N,4,3,1,N,N,38-00100,9,1,3,3,5,N,331,20.0
50,38,0,4,4,5,1,0,128,24-01004,2,1,54,0,4,3,501,0.0
51,14,4,6,N,N,1,2,N,51-51255,8,1,30,1,6,7,480,0.0
52,45,4,N,1,8,2,8,191,32-00405,8,1,1,2,3,N,122,0.0
53,77,0,4,N,N,2,5,N,28-01100,9,2,46,0,N,3,96,20.0
54,68,0,6,0,N,2,5,383,13-04600,5,1,59,0,N,3,87,40.0
55,15,0,4,0,N,1,0,84,24-01004,2,2,55,0,2,5,362,20.0
56,6,1,N,4,5,2,N,469,32-00405,6,1,10,2,4,N,264,20.0
57,38,1,6,2,N,2,2,297,01-01301,3,2,30,2,3,2,45,40.0
58,51,0,3,N,N,1,0,297,06-08507,2,1,53,2,3,9,501,0.0
59,13,4,1,1,2,2,N,147,51-51255,8,1,51,2,4,3,60,0.0
60,40,2,3,N,2,1,6,62,36-03710,9,2,62,0,2,6,501,40.0
61,39,1,1,3,11,2,3,193,32-00405,9,2,28,3,5,5,99,20.0
62,4,0,1,0,2,1,8,N,01-01301,9,1,52,0,4,5,329,20.0
63,9,3,6,2,N,2,3,311,36-03710,8,1,29,0,N,8,501,20.0
64,19,4,1,0,N,1,8,209,24-01004,2,2,37,1,3,7,344,0.0
65,41,0,3,4,2,2,3,210,40-00200,9,1,65,0,N,7,358,0.0
66,34,2,N,2,8,1,8,252,24-01004,2,2,12,2,4,N,501,20.0
67,70,0,1,4,5,2,3,13,40-00200,9,2,28,4,6,1,76,20.0
68,25,2,4,0,N,2,N,84,36-03710,9,2,69,0,2,2,112,20.0
69,24,0,4,0,2,2,7,337,26-02702,9,2,45,0,6,2,48,20.0
70,68,4,6,2,N,2,2,421,29-01901,8,1,21,0,N,0,0,20.0
71,72,1,3,N,3,1,6,N,19-01700,9,2,69,0,N,7,406,0.0
72,27,0,4,2,2,2,3,263,17-03531,9,2,35,0,N,9,501,0.0
73,14,0,2,0,5,1,N,89,06-08507,2,1,66,0,N,4,179,20.0
74,49,0,3,0,N,2,1,N,29-01901,9,1,80,0,N,3,111,40.0
75,70,1,N,0,2,1,N,361,51-01301,2,1,6,0,6,N,501,40.0
76,62,4,6,N,N,1,2,105,36-04010,2,1,37,0,3,5,501,0.0
